,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31
OtherComprehensiveIncomeUnrealizedHoldingGainLossOnSecuritiesArisingDuringPeriodNetOfTax,,-7000.000,-7000.000,,20000.000
PaymentsForSoftware,1298000.000,,,,954000.000
PaymentsOfStockIssuanceCosts,636000.000,,,,0.000
PaymentsToAcquireBusinessesGross,,,,,22000000.000
PaymentsToAcquireBusinessesNetOfCashAcquired,,,,,21957000.000
PaymentsToAcquireIntangibleAssets,,,,,231000.000
PaymentsToAcquirePropertyPlantAndEquipment,479000.000,,,,191000.000
ProceedsFromDivestitureOfBusinesses,181000.000,,,,287000.000
ProceedsFromIssuanceInitialPublicOffering,85561000.000,,,,0.000
ProceedsFromIssuanceOfCommonStock,85600000.000,,,,
ProceedsFromRelatedPartyDebt,33000.000,,,,0.000
ProceedsFromSaleMaturityAndCollectionsOfInvestments,,,,,7000000.000
ProceedsFromStockOptionsExercised,1000.000,,,,100000.000
RepaymentOfNotesReceivableFromRelatedParties,,,,,33000.000
RepaymentsOfLongTermCapitalLeaseObligations,18000.000,,,,5000.000
RepaymentsOfLongTermDebt,0.000,,,,
ResearchAndDevelopmentExpense,1789000.000,2159000.000,2486000.000,2502000.000,2599000.000
Revenues,26514000.000,30964000.000,31296000.000,36718000.000,24784000.000
SalesRevenueNet,26514000.000,30964000.000,31296000.000,36718000.000,24784000.000
SellingAndMarketingExpense,2577000.000,3265000.000,3084000.000,2921000.000,3137000.000
ShareBasedCompensation,562000.000,1156000.000,974000.000,1375000.000,1289000.000
SharebasedCompensationArrangementBySharebasedPaymentAwardOptionsNumberOfSharesPeriodIncreaseDecrease,,,,,905150.000
StockIssuedDuringPeriodSharesConversionOfConvertibleSecurities,20872628.000,,,,
StockIssuedDuringPeriodSharesEmployeeStockPurchasePlans,445176.000,48521.000,48521.000,,
StockIssuedDuringPeriodSharesRestrictedStockAwardGross,,,,,290294.000
StockIssuedDuringPeriodValueConversionOfConvertibleSecurities,209000.000,,,,
StockIssuedDuringPeriodValueNewIssues,58000.000,,,,
StockIssuedDuringPeriodValueShareBasedCompensationGross,,,,,1313000.000
StockIssuedDuringPeriodValueStockOptionsExercised,1000.000,,,,100000.000
UndistributedEarnings,0.000,,,,
UnrealizedGainLossOnInvestments,,,,,20000.000
UnrealizedGainOnSecurities,,,,,7000.000
UnrealizedLossOnSecurities,,,7000.000,,-6000.000
WeightedAverageNumberOfDilutedSharesOutstanding,7626102.000,31407288.000,31544474.000,-44812045.000,31985667.000
WeightedAverageNumberOfSharesOutstandingBasic,7626102.000,31407288.000,31544474.000,-44812045.000,31985667.000
