,2012-03-31
AdjustmentOfWarrantsGrantedForServices,0.000
AmortizationOfDebtDiscountPremium,251238.000
AmortizationOfFinancingCosts,1897.000
CapitalLeaseObligationsIncurred,0.000
CashAndCashEquivalentsPeriodIncreaseDecrease,-64253.000
ConversionOfStockAmountConverted1,0.000
CostOfRevenue,5427865.000
CostOfServicesMaintenanceCosts,6808.000
DebtInstrumentConvertibleBeneficialConversionFeature,0.000
DebtIssuanceCostsIncurredDuringNoncashOrPartialNoncashTransaction,0.000
DepreciationDepletionAndAmortization,603593.000
DerivativeInstrumentsGainRecognizedInIncome,3854.000
EarningsPerShareBasicAndDiluted,-0.040
ExplorationAndProductionCosts,4817464.000
ExtinguishmentOfDebtGainLossNetOfTax,0.000
GainLossOnDispositionOfAssets,133.000
GainsLossesOnExtinguishmentOfDebt,0.000
GainsLossesOnSalesOfAssets,-133.000
GeneralAndAdministrativeExpense,955357.000
GrossProfit,-1364167.000
IncomeTaxesPaidNet,0.000
IncreaseDecreaseInAccountsPayable,330467.000
IncreaseDecreaseInAccountsPayableRelatedParties,19664.000
IncreaseDecreaseInAccountsReceivable,-25869.000
IncreaseDecreaseInAccountsReceivableRelatedParties,0.000
IncreaseDecreaseInAccruedLiabilities,590139.000
IncreaseDecreaseInDeposits,311000.000
IncreaseDecreaseInInventories,0.000
IncreaseDecreaseInPrepaidExpense,395266.000
IncreaseDecreaseInRestrictedCash,11.000
InterestExpense,688684.000
InterestPaid,70027.000
InvestmentIncomeInterest,12.000
IssuanceOfStockAndWarrantsForServicesOrClaims,9313.000
NetCashProvidedByUsedInFinancingActivities,870639.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,870639.000
NetCashProvidedByUsedInInvestingActivities,-207325.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-207325.000
NetCashProvidedByUsedInOperatingActivities,-727567.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-727567.000
NetIncomeLoss,-2716195.000
NondebtorReorganizationItemsNetGainLossOnSettlementOfOtherClaims,-183359.000
OperatingIncomeLoss,-2319524.000
OtherNonoperatingIncome,104921.000
OtherNonoperatingIncomeExpense,-396671.000
PaymentsOfFinancingCosts,0.000
PaymentsToAcquireMiningAssets,48620.000
PaymentsToAcquirePropertyPlantAndEquipment,469694.000
ProceedsFromConvertibleDebt,0.000
ProceedsFromIssuanceOfCommonStock,0.000
ProceedsFromIssuanceOfDebt,0.000
ProceedsFromIssuanceOfWarrants,0.000
ProceedsFromRelatedPartyDebt,1199516.000
ProceedsFromRepaymentsOfBankOverdrafts,201974.000
ProfitLoss,-2716195.000
RepaymentsOfDebt,530851.000
RepaymentsOfLongTermCapitalLeaseObligations,0.000
Revenues,4063698.000
SalesRevenueNet,4031470.000
ShareBasedCompensation,0.000
TechnologyServicesRevenue,32228.000
UnrealizedGainLossOnDerivatives,-3854.000
WeightedAverageNumberOfSharesOutstandingBasic,67088490.000
