,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AdjustmentsToReconcileNetIncomeLossToCashProvidedByUsedInOperatingActivities,303014.000,,,,-1771966.000,,,,244078.000,,,,166818.000,,,,-6775462.000,,,,113597.000,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,,,,-55825.000,,,,-95243.000,,,,-303800.000,,,,778728.000,,,,-44139.000,,,
CostOfPropertyRepairsAndMaintenance,224739.000,248269.000,210254.000,142689.000,171100.000,167888.000,224412.000,56084.000,202973.000,103896.000,70922.000,196134.000,155676.000,137542.000,101396.000,84031.000,147827.000,96133.000,90531.000,41781.000,74394.000,31046.000,,
CostsAndExpensesRelatedParty,,,,,,,,,,,,,,,,,45000.000,,,,,,,
DebtInstrumentIncreaseAccruedInterest,,,,,,,,,,,,,,,,,122060.000,,,,,,,
DepreciationAmortizationAndAccretionNet,217361.000,224523.000,193785.000,146810.000,193909.000,193907.000,173368.000,135631.000,94430.000,76895.000,50213.000,12612.000,31493.000,32592.000,22794.000,19505.000,10974.000,527.000,3576.000,-774.000,3576.000,1133.000,,
DepreciationAndAmortization,217361.000,,,,195128.000,,,,94430.000,,,,31493.000,,,,11032.000,,,,3576.000,,,
DiscontinuedOperationAmountOfOtherIncomeLossFromDispositionOfDiscontinuedOperationsBeforeIncomeTax,,,2259687.000,,2190196.000,817497.000,2400681.000,-104440.000,0.000,-51975.000,124383.000,259557.000,0.000,0.000,11203803.000,,,,,,,,,
GainLossOnSaleOfOtherAssets,,,,,18963.000,,,,0.000,,,,,,,,122012.000,,,,,,,
GainLossOnSaleOfPropertyPlantEquipment,,,,,2125079.000,,5336670.000,,,,,,0.000,,,,4876136.000,,,,,,,
GeneralAndAdministrativeExpense,389156.000,360097.000,350334.000,225022.000,320671.000,295780.000,311445.000,232150.000,324382.000,296550.000,229387.000,356359.000,331732.000,323490.000,235760.000,8952.000,206763.000,,,,,,,
IncomeLossFromContinuingOperations,,,-303734.000,,-231579.000,-210546.000,-273957.000,-5555217.000,-185711.000,-51411.000,-10716.000,-2793109.000,-122908.000,-77619.000,22490.000,-156319.000,-114610.000,-103712.000,-215265.000,99858.000,-106743.000,-173329.000,-276566.000,-173661.000
IncomeLossFromContinuingOperationsAttributableToNoncontrollingEntity,,,-239.000,,389.000,78.000,-118.000,-14566.000,-420.000,561.000,817.000,-9578.000,602.000,670.000,971.000,-1378.000,-343.000,133.000,-1132.000,1523.000,205.000,149.000,,
IncomeLossFromContinuingOperationsPerOutstandingLimitedPartnershipUnit,,,-6.550,,-4.990,-4.550,-5.910,,,,,,,,,,,,,,,,,
IncomeLossFromContinuingOperationsPerOutstandingLimitedPartnershipUnitBasicNetOfTax,,,,,,,,,,,,,-2.670,-1.690,0.460,-3.340,-2.470,-2.240,-4.620,2.120,-2.310,-3.750,-5.970,-3.740
IncomeLossFromDiscontinuedOperationsNetOfTax,,,,,,,,,,,,,,,,,4988067.000,5689670.000,10670.000,-144158.000,,5300768.000,10307.000,
