,2012-03-31,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
DerivativeInstrumentsGainLossReclassifiedFromAccumulatedOCIIntoIncomeEffectivePortionNet,,,,,,,,,,,,,,53463.000,,,,56931.000,,
EarningsPerShareBasicAndDiluted,,,,,,,,,,-0.000,0.000,-0.000,0.000,0.000,0.000,-0.000,0.000,0.000,-0.000,0.000
GeneralAndAdministrativeExpense,3060.000,210.000,2274.000,2336.000,400.000,1500.000,11740.000,785.000,14045.000,5775.000,5400.000,1684.000,2306.000,5042.000,1542.000,1592.000,1542.000,2292.000,5642.000,1742.000
IncomeLossFromContinuingOperationsPerBasicAndDilutedShare,0.000,-0.000,,,,,,,,,,,,,,,,,,
IncreaseDecreaseInCustomerDeposits,,-5000.000,,,,-1500.000,,,,,,,,,,,,,,
IncreaseDecreaseInRestrictedCash,,1027.000,,,,-1500.000,,,,-5775.000,,,,-1542.000,,,,1708.000,,
NetCashProvidedByUsedInFinancingActivities,,,,,,,,,,,,,,-3500.000,,,,-4000.000,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,,,,,,,,,,,,-3500.000,,,,-4000.000,,
NetCashProvidedByUsedInOperatingActivities,,1027.000,,,,,,,,-5775.000,,,,-5042.000,,,,-2292.000,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,1027.000,,,,,,,,-5775.000,,,,-5042.000,,,,-2292.000,,
NetIncomeLoss,,6027.000,,,,,,,,-5775.000,-5400.000,-1684.000,-2306.000,-5042.000,-1542.000,108.000,258.000,-2292.000,-5642.000,-1742.000
NetInvestmentIncome,,,,,,-1500.000,,,,,,,,,,,,,,
OperatingExpenses,3060.000,210.000,2274.000,2336.000,400.000,1500.000,11740.000,785.000,14045.000,5775.000,5400.000,1684.000,2306.000,5042.000,1542.000,1592.000,1542.000,2292.000,5642.000,1742.000
OperatingIncomeLoss,,,,,,,,,,,,-1684.000,,,,,,,,
ProceedsFromNotesPayable,,,,,,,,,,,,,,3500.000,,,,-4000.000,,
ProfitLoss,3240.000,,,,,,,,,5775.000,,,,,,,,,,
ProfitLossFromRealEstateOperations,,,,,,,,,,-5775.000,,,,-5042.000,,,,2292.000,-5642.000,-1742.000
RelatedPartyTransactionAmountsOfTransaction,,,,,,,,,,0.000,,,,3500.000,,,,11100.000,,
Revenues,6300.000,6237.000,,,,,,,,,,,,,,1700.000,,,,
SalesRevenueNet,6300.000,6237.000,,,,,,,,,,,,,,1700.000,,,,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,,,,,,,,,,,5000000.000,,,,,,,,
WeightedAverageNumberOfSharesOutstandingBasic,5000000.000,5000000.000,5000000.000,5000000.000,-10000000.000,5000000.000,5000000.000,5000000.000,-10000000.000,5000000.000,5000000.000,,,5000000.000,5000000.000,5000000.000,-10000000.000,5000000.000,5000000.000,5000000.000
