,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AdjustmentsNoncashItemsToReconcileNetIncomeLossToCashProvidedByUsedInOperatingActivitiesOther,277000000.000,,,,,,,,,,,,,,,,,,,,,,,,
CapitalizedExploratoryWellCostChargedToExpense,,,,,,,,,,,,,,,,,95000000.000,,,,,,,,
CapitalizedExploratoryWellCostPeriodIncreaseDecrease,,,,,,,,,,,,,,,,,127000000.000,,,,,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,-911000000.000,,,,3007000000.000,,,,-3565000000.000,,,,-633000000.000,,,,-110000000.000,,,,-2460000000.000,,,,-5000000.000
CommonStockDividendsPerShareDeclared,0.720,0.780,0.780,,0.810,0.900,0.900,,0.900,1.000,1.000,,1.000,1.070,1.070,,1.070,1.070,1.070,,1.070,1.070,1.070,,1.080
ComprehensiveIncomeNetOfTax,6424000000.000,7868000000.000,7880000000.000,3167000000.000,6618000000.000,7353000000.000,5427000000.000,6434000000.000,6278000000.000,5556000000.000,5031000000.000,7348000000.000,4557000000.000,5702000000.000,5652000000.000,2050000000.000,2646000000.000,700000000.000,2139000000.000,-330000000.000,-584000000.000,-1352000000.000,1472000000.000,415000000.000,2799000000.000
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,28000000.000,28000000.000,28000000.000,29000000.000,28000000.000,22000000.000,55000000.000,52000000.000,61000000.000,39000000.000,46000000.000,28000000.000,9000000.000,25000000.000,34000000.000,1000000.000,33000000.000,37000000.000,20000000.000,33000000.000,18000000.000,7000000.000,18000000.000,23000000.000,17000000.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,6452000000.000,7896000000.000,7908000000.000,3196000000.000,6646000000.000,7375000000.000,5482000000.000,6486000000.000,6339000000.000,5595000000.000,5077000000.000,7376000000.000,4566000000.000,5727000000.000,5686000000.000,2051000000.000,2679000000.000,737000000.000,2159000000.000,-297000000.000,-566000000.000,-1345000000.000,1490000000.000,438000000.000,2816000000.000
CostOfPurchasedOilAndGas,35201000000.000,40759000000.000,37600000000.000,36363000000.000,36053000000.000,36772000000.000,33982000000.000,33959000000.000,32910000000.000,34273000000.000,34822000000.000,32691000000.000,30823000000.000,33844000000.000,30741000000.000,24263000000.000,17193000000.000,20541000000.000,17447000000.000,14570000000.000,11225000000.000,15278000000.000,15842000000.000,16976000000.000,17506000000.000
CostsAndExpenses,49219000000.000,55741000000.000,51092000000.000,50020000000.000,48636000000.000,50253000000.000,48112000000.000,48576000000.000,46535000000.000,48780000000.000,49668000000.000,47960000000.000,45337000000.000,48911000000.000,45816000000.000,40704000000.000,31653000000.000,38994000000.000,31531000000.000,31457000000.000,25264000000.000,31352000000.000,29031000000.000,30985000000.000,30292000000.000
DeferredIncomeTaxesAndTaxCredits,73000000.000,,,,491000000.000,,,,127000000.000,,,,287000000.000,,,,-921000000.000,,,,-1089000000.000,,,,-563000000.000
DefinedBenefitPlanContributionsByEmployer,,,,,345000000.000,,,,238000000.000,,,,89000000.000,,,,85000000.000,,,,461000000.000,,,,170000000.000
DefinedBenefitPlanExpectedContributionsInCurrentFiscalYear,,,,,,,,,,,,,163000000.000,,,,148000000.000,,,,,,,,
DefinedBenefitPlanNetPeriodicBenefitCost,,,,,348000000.000,346000000.000,338000000.000,,343000000.000,353000000.000,342000000.000,,207000000.000,217000000.000,221000000.000,,278000000.000,289000000.000,310000000.000,,259000000.000,280000000.000,341000000.000,,270000000.000
DefinedBenefitPlansEstimatedFutureEmployerContributionsInNextFiscalYear,,,,,,,,,,,,,700000000.000,,,,600000000.000,,,,900000000.000,,,,450000000.000
DepreciationDepletionAndAmortization,3126000000.000,3257000000.000,3215000000.000,3313000000.000,3205000000.000,3284000000.000,3370000000.000,3554000000.000,3481000000.000,3412000000.000,3658000000.000,3635000000.000,4130000000.000,3842000000.000,3948000000.000,4873000000.000,4411000000.000,6958000000.000,4268000000.000,5400000000.000,4403000000.000,6721000000.000,4130000000.000,4203000000.000,4194000000.000
DerivativeInstrumentsNotDesignatedAsHedgingInstrumentsGainLossNet,-397000000.000,102000000.000,122000000.000,-69000000.000,-132000000.000,240000000.000,-203000000.000,28000000.000,-80000000.000,78000000.000,-120000000.000,-72000000.000,66000000.000,-79000000.000,67000000.000,450000000.000,-114000000.000,-48000000.000,234000000.000,232000000.000,-31000000.000,-159000000.000,-22000000.000,-88000000.000,
DividendsCommonStockCash,1436000000.000,,,,1590000000.000,,,,1736000000.000,,,,1896000000.000,,,,1997000000.000,,,,2001000000.000,,,,2030000000.000
EarningsPerShareBasic,3.110,3.880,3.940,2.610,3.300,3.680,2.710,3.730,3.200,2.800,2.580,2.600,2.380,3.000,2.970,1.860,1.380,0.300,1.090,-0.310,-0.390,-0.780,0.680,0.220,1.430
EarningsPerShareDiluted,3.090,3.850,3.920,2.580,3.270,3.660,2.690,3.700,3.180,2.770,2.570,2.570,2.360,2.980,2.950,1.850,1.370,0.300,1.090,-0.310,-0.390,-0.780,0.680,0.220,1.410
EffectOfExchangeRateOnCashAndCashEquivalents,47000000.000,,,,54000000.000,,,,-15000000.000,,,,-9000000.000,,,,17000000.000,,,,-3000000.000,,,,39000000.000
EffectiveIncomeTaxRateContinuingOperations,0.440,0.410,0.410,-0.827,0.460,0.410,0.470,-0.908,0.390,0.370,0.440,-0.801,0.430,0.370,0.370,-0.789,0.100,0.550,0.260,-0.883,0.590,0.290,-0.170,0.090,0.140
ExcessTaxBenefitFromShareBasedCompensationOperatingActivities,83000000.000,,,,26000000.000,,,,28000000.000,,,,6000000.000,,,,4000000.000,,,,2000000.000,,,,
ExciseAndSalesTaxes,2134000000.000,2264000000.000,1974000000.000,1713000000.000,1787000000.000,1929000000.000,2163000000.000,2131000000.000,2033000000.000,2108000000.000,2223000000.000,2128000000.000,1946000000.000,2120000000.000,2116000000.000,2004000000.000,1877000000.000,1965000000.000,1800000000.000,1717000000.000,1652000000.000,1784000000.000,1772000000.000,1697000000.000,1677000000.000
ExplorationExpense,168000000.000,422000000.000,240000000.000,386000000.000,403000000.000,493000000.000,475000000.000,357000000.000,247000000.000,329000000.000,559000000.000,726000000.000,415000000.000,694000000.000,366000000.000,510000000.000,592000000.000,1075000000.000,315000000.000,1358000000.000,370000000.000,214000000.000,258000000.000,191000000.000,144000000.000
ForeignCurrencyTransactionGainLossUnrealized,-57000000.000,,,,-142000000.000,,,,109000000.000,,,,-14000000.000,,,,87000000.000,,,,-212000000.000,,,,-131000000.000
GainLossOnSaleOfPropertyPlantEquipment,141000000.000,,,,122000000.000,,,,27000000.000,,,,269000000.000,,,,638000000.000,,,,27000000.000,,,,764000000.000
ImpairmentOfInvestments,2000000.000,,,,,,,,,,,,,,,,,,,,,,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,11122000000.000,13207000000.000,13340000000.000,9965000000.000,12069000000.000,12355000000.000,9932000000.000,11976000000.000,10283000000.000,8589000000.000,8835000000.000,8198000000.000,7928000000.000,9027000000.000,8863000000.000,5384000000.000,2905000000.000,1363000000.000,2784000000.000,-2210000000.000,-1711000000.000,-2070000000.000,1109000000.000,512000000.000,3129000000.000
