,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30
AmortizationOfAcquiredIntangibleAssets,698000.000,698000.000,855000.000,1006000.000,665000.000,848000.000,861000.000,
AmortizationOfIntangibleAssets,,,,,,,,861000.000
AssetRetirementObligationAccretionExpense,,,16000.000,,,,16000.000,
AvailableforsaleSecuritiesGrossRealizedGainLossExcludingOtherThanTemporaryImpairments,,,1000.000,,,,,
CapitalExpendituresIncurredButNotYetPaid,,,39000.000,,,,27000.000,
CashAndCashEquivalentsPeriodIncreaseDecrease,,,-2734000.000,,,,-7822000.000,
ComprehensiveIncomeNetOfTax,,,990000.000,885000.000,712000.000,-411000.000,-34000.000,-37000.000
CostOfGoodsAndServicesSold,12828000.000,12293000.000,12974000.000,13942000.000,12472000.000,12629000.000,12848000.000,12530000.000
DeferredIncomeTaxExpenseBenefit,,,-383000.000,,,,-348000.000,
DepreciationDepletionAndAmortization,,,1983000.000,2137000.000,1773000.000,1999000.000,2004000.000,1974000.000
EarningsPerShareBasic,0.040,0.030,0.030,0.020,0.020,0.000,0.000,0.000
EarningsPerShareDiluted,0.040,0.030,0.030,0.020,0.020,0.000,0.000,0.000
EffectiveIncomeTaxRateContinuingOperations,,,,,,,0.360,1.790
GainLossOnDispositionOfAssets,-1000.000,-2000.000,,-3000.000,,,4000.000,-9000.000
GainLossOnSaleOfPropertyPlantEquipment,,,,,,,4000.000,
GrossProfit,8708000.000,8769000.000,8609000.000,8014000.000,7444000.000,6475000.000,7025000.000,7769000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,,,1197000.000,1031000.000,,-92000.000,19000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,1862000.000,1912000.000,1451000.000,,,,,
IncomeTaxExpenseBenefit,677000.000,771000.000,517000.000,359000.000,341000.000,-82000.000,-58000.000,34000.000
IncomeTaxesPaidNet,,,-15000.000,,,,2000.000,
IncreaseDecreaseInAccountsPayable,,,583000.000,,,,,
IncreaseDecreaseInAccountsPayableTrade,,,,,,,273000.000,
IncreaseDecreaseInAccountsReceivable,,,246000.000,,,,1344000.000,
IncreaseDecreaseInEmployeeRelatedLiabilities,,,-1047000.000,,,,-1103000.000,
IncreaseDecreaseInIncomeTaxesPayableNetOfIncomeTaxesReceivable,,,914000.000,,,,288000.000,
IncreaseDecreaseInInventories,,,1134000.000,,,,452000.000,
IncreaseDecreaseInOtherCurrentLiabilities,,,319000.000,,,,-8000.000,
IncreaseDecreaseInOtherNoncurrentAssetsAndLiabilitiesNet,,,-230000.000,,,,64000.000,
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,,,,,,53000.000,
IncrementalCommonSharesAttributableToShareBasedPaymentArrangements,,,,549000.000,631000.000,,,
InterestExpense,186000.000,166000.000,164000.000,155000.000,163000.000,147000.000,136000.000,137000.000
InterestPaid,,,182000.000,,,,108000.000,
InvestmentIncomeNet,43000.000,39000.000,38000.000,36000.000,28000.000,25000.000,27000.000,24000.000
LicenseAndServicesRevenue,568000.000,562000.000,604000.000,643000.000,630000.000,674000.000,661000.000,674000.000
NetCashProvidedByUsedInFinancingActivities,,,-817000.000,,,,17000.000,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,-817000.000,,,,17000.000,
NetCashProvidedByUsedInInvestingActivities,,,-4300000.000,,,,-7562000.000,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,-4300000.000,,,,-7562000.000,
NetCashProvidedByUsedInOperatingActivities,,,2383000.000,,,,-277000.000,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,2383000.000,,,,-277000.000,
NetIncomeLoss,1185000.000,1141000.000,934000.000,838000.000,690000.000,-323000.000,-34000.000,-15000.000
NonoperatingIncomeExpense,-141000.000,-126000.000,-125000.000,-118000.000,-129000.000,-121000.000,-109000.000,-112000.000
OperatingExpenses,6705000.000,6731000.000,7033000.000,6699000.000,6284000.000,6759000.000,7008000.000,7638000.000
OperatingIncomeLoss,2003000.000,2038000.000,1576000.000,1315000.000,1160000.000,-284000.000,17000.000,131000.000
OtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentNetOfTax,,,,,,,,-22000.000
OtherComprehensiveIncomeLossNetOfTax,,,,47000.000,22000.000,,,
OtherComprehensiveIncomeLossNetOfTaxPeriodIncreaseDecrease,,,56000.000,,,,,
OtherComprehensiveIncomeLossReclassificationAdjustmentForSaleOfSecuritiesIncludedInNetIncomeNetOfTax,,,,-1000.000,-7000.000,,,
OtherComprehensiveIncomeReclassificationAdjustmentForSaleOfSecuritiesIncludedInNetIncomeNetOfTax,,,1000.000,,,,,
OtherComprehensiveIncomeUnrealizedHoldingGainLossOnSecuritiesArisingDuringPeriodNetOfTax,,,57000.000,48000.000,29000.000,-89000.000,,-22000.000
OtherNonoperatingIncomeExpense,2000.000,1000.000,1000.000,1000.000,6000.000,1000.000,,1000.000
PaymentsToAcquireAvailableForSaleSecurities,,,1708000.000,,,,9008000.000,
PaymentsToAcquireOtherProductiveAssets,,,4086000.000,,,,,
PaymentsToAcquirePropertyPlantAndEquipment,,,329000.000,653000.000,402000.000,538000.000,527000.000,953000.000
ProceedsFromMaturitiesPrepaymentsAndCallsOfAvailableForSaleSecurities,,,1634000.000,,,,1965000.000,
ProceedsFromSaleOfAvailableForSaleSecurities,,,189000.000,,,,,
ProceedsFromSaleOfPropertyPlantAndEquipment,,,,,,,8000.000,
ProceedsFromStockPlans,,,17000.000,,,,17000.000,
RepaymentsOfShortTermDebt,,,834000.000,,,,,
ResearchAndDevelopmentExpense,460000.000,380000.000,277000.000,312000.000,281000.000,263000.000,280000.000,272000.000
RestructuringCharges,,,,,,,,143000.000
Revenues,21536000.000,21062000.000,21583000.000,21956000.000,19916000.000,,19873000.000,20299000.000
SalesRevenueGoodsNet,20968000.000,20500000.000,20979000.000,21313000.000,19286000.000,18430000.000,19212000.000,19625000.000
SalesRevenueNet,21536000.000,21062000.000,21583000.000,21956000.000,19916000.000,,19873000.000,20299000.000
SellingGeneralAndAdministrativeExpense,5546000.000,5651000.000,5901000.000,5378000.000,5338000.000,5641000.000,5678000.000,6141000.000
ShareBasedCompensation,,,196000.000,,,,280000.000,
UnrealizedGainLossOnDerivatives,,,28000.000,,,,,
WeightedAverageNumberOfDilutedSharesOutstanding,33753000.000,33727000.000,33941000.000,34204000.000,30383000.000,-66355000.000,29065000.000,29277000.000
WeightedAverageNumberOfSharesOutstandingBasic,33418000.000,33442000.000,33533000.000,33655000.000,29752000.000,-65482000.000,29065000.000,29277000.000
