,2011-06-30,2011-09-30
CostOfRevenue,6652456.000,5734412.000
EarningsPerShareBasicAndDiluted,0.040,0.030
ForeignCurrencyTransactionGainLossBeforeTax,,-3538.000
GeneralAndAdministrativeExpense,208960.000,313715.000
GrossProfit,1775089.000,1306677.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,1211801.000,669724.000
IncomeTaxExpenseBenefit,325214.000,168598.000
InterestAndDebtExpense,,255951.000
NetIncomeLoss,886587.000,501126.000
NonoperatingIncomeExpense,,-246733.000
OperatingExpenses,367455.000,390220.000
OperatingIncomeLoss,1407634.000,916457.000
OtherNonoperatingIncomeExpense,-195833.000,12756.000
Revenues,8427545.000,7041089.000
SalesRevenueNet,8427545.000,7041089.000
SellingExpense,158495.000,76505.000
