,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30
AccruedLiabilitiesCurrentAndNoncurrent,70078.000,90104.000,115714.000,35510.000,17448.000,68677.000,66721.000,54455.000,47546.000,51370.000,26269.000,35874.000,50007.000,46801.000,45118.000,38694.000,36605.000
Assets,19854953.000,18787524.000,17210907.000,17460317.000,16554504.000,15387043.000,14679040.000,15329569.000,13428811.000,11978326.000,9784156.000,9293459.000,9710988.000,10252688.000,10484593.000,9289649.000,9126559.000
AssetsFairValueDisclosure,,,,,13916931.000,12745898.000,12769430.000,12644028.000,11545021.000,10208373.000,7242669.000,7091740.000,6888236.000,8254464.000,8151244.000,7950670.000,8623654.000
CashAndCashEquivalentsAtCarryingValue,8119866.000,15096807.000,14364171.000,13713379.000,13446448.000,12357488.000,12072231.000,12191010.000,11293761.000,9905623.000,7480626.000,7057148.000,6913428.000,8073505.000,8060615.000,8051507.000,7776591.000
CommonStockShareSubscribedButUnissuedSubscriptionsReceivable,,,,,,,,,,,,,133093.000,,,,
DueFromCorrespondentBrokers,11039484.000,3502773.000,2543569.000,3686602.000,2904227.000,2807458.000,2336123.000,2743428.000,2087239.000,1845048.000,2236263.000,2198204.000,2180028.000,1723176.000,2091294.000,1191060.000,1243872.000
DueFromJointVentures,,,,24784.000,18931.000,28963.000,28799.000,23339.000,17547.000,17557.000,35512.000,18009.000,19090.000,9815.000,9376.000,,
DueFromRelatedParties,8993.000,9840.000,30155.000,24784.000,20372.000,,30362.000,23339.000,17497.000,17557.000,35512.000,18009.000,19090.000,9815.000,9376.000,0.000,0.000
DueToOfficersOrStockholdersCurrent,39194.000,24963.000,33992.000,32702.000,29937.000,23546.000,28881.000,27400.000,24249.000,22741.000,16286.000,17706.000,18789.000,253.000,450.000,0.000,138.000
DueToRelatedPartiesCurrent,,,,,,19980.000,,,,19980.000,,,,,,,
EmployeeRelatedLiabilitiesCurrent,,,,,,,,0.000,,0.000,,,,,,,
GeneralPartnersCapitalAccount,1010.000,1937.000,1815.000,1912.000,1906.000,1875.000,1827.000,1928.000,1768.000,1760.000,1688.000,1637.000,1819.000,2006.000,2049.000,1797.000,1801.000
InterestReceivable,0.000,,,,,,,,,,,,,,,,
Liabilities,384346.000,407325.000,471867.000,642100.000,344017.000,181258.000,212179.000,477156.000,174287.000,1515687.000,194263.000,477162.000,261401.000,67054.000,167220.000,87991.000,36743.000
LiabilitiesAndStockholdersEquity,19854953.000,18787524.000,17210907.000,17460317.000,16554504.000,15387043.000,14679040.000,15329569.000,13428811.000,11978326.000,9784156.000,9293459.000,9710988.000,10252688.000,10484593.000,9289649.000,9126559.000
LiabilitiesFairValueDisclosure,,,,,-320883.000,-307145.000,-459695.000,-200642.000,-241639.000,-224068.000,-261020.000,120898.000,-171605.000,-56431.000,-75123.000,-149915.000,-762144.000
MarginDepositAssets,1246683.000,1115232.000,1156556.000,1311745.000,1498853.000,1405704.000,1742578.000,809166.000,1217539.000,708949.000,781854.000,663117.000,758825.000,591118.000,774501.000,554421.000,583759.000
MoneyMarketFundsAtCarryingValue,,,,13407805.000,13412591.000,12216656.000,12069411.000,12071594.000,11273068.000,9774207.000,6949894.000,6950744.000,6251282.000,7751841.000,7752813.000,7754013.000,7755414.000
PartnersCapital,19470607.000,18380199.000,16739040.000,16818217.000,16210487.000,15205785.000,14466861.000,14852413.000,13254524.000,10462639.000,9589893.000,8816297.000,9449587.000,10185634.000,10317373.000,9201658.000,9089816.000
PrepaidExpenseCurrent,74636.000,,,,,,,,,,,,,,,340.000,
StockholdersEquity,,,16739040.000,16818217.000,16210487.000,15205785.000,14466861.000,14852413.000,13254524.000,10462639.000,9589893.000,8816297.000,9449587.000,10185634.000,10317373.000,9201658.000,9089816.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,19470607.000,18380199.000,16739040.000,16818217.000,16210487.000,15205785.000,14466861.000,14852413.000,13254524.000,10462639.000,9589893.000,8816297.000,9449587.000,10185634.000,10317373.000,9201658.000,9089816.000
TradingSecuritiesEquity,11651458.000,3680877.000,2816581.000,3722154.000,3087684.000,3029555.000,2576447.000,3115220.000,2117553.000,2055146.000,2268018.000,2218302.000,2645377.000,2169368.000,2414602.000,1237802.000,1349968.000
