,2011-01-01,2011-04-02,2011-07-02,2011-10-01,2011-12-31,2012-03-31,2012-06-30,2012-09-29,2012-12-29,2013-03-30,2013-06-29,2013-09-28,2013-12-28,2014-03-29,2014-06-28,2014-09-27,2015-01-03,2015-04-04,2015-07-04,2015-10-03,2016-01-02,2016-04-02,2016-07-02,2016-10-01,2016-12-31,2017-04-01
AccountsPayableTradeCurrent,,74510000.000,88021000.000,70838000.000,60402000.000,44078000.000,71329000.000,58670000.000,54014000.000,57812000.000,65188000.000,48554000.000,43742000.000,316080000.000,313171000.000,170402000.000,168518000.000,161853000.000,164424000.000,155549000.000,149998000.000,170895000.000,177303000.000,168556000.000,180895000.000,181439000.000
AccountsReceivableNetCurrent,,98091000.000,109257000.000,101127000.000,95807000.000,83373000.000,97436000.000,99263000.000,98131000.000,98211000.000,91872000.000,106693000.000,112844000.000,435386000.000,467392000.000,423729000.000,409779000.000,376968000.000,368434000.000,379093000.000,371392000.000,376346000.000,399877000.000,382857000.000,388397000.000,389864000.000
AccruedIncomeTaxesCurrent,,,,,,,,,,,,,,,,,4363000.000,,,,6679000.000,,,,4913000.000,
AccruedLiabilitiesCurrent,,77360000.000,63371000.000,75282000.000,66845000.000,59553000.000,63338000.000,76875000.000,77588000.000,64275000.000,68708000.000,99595000.000,113174000.000,149432000.000,167552000.000,303379000.000,256119000.000,224845000.000,242358000.000,238734000.000,239825000.000,227338000.000,249435000.000,254561000.000,242796000.000,233324000.000
AccruedUtilitiesCurrent,,,,,4992000.000,,,,5114000.000,,,,6802000.000,,,,18441000.000,,,,16671000.000,,,,16446000.000,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,247689000.000,257567000.000,267380000.000,278400000.000,288851000.000,301323000.000,313718000.000,326201000.000,336637000.000,348512000.000,361585000.000,381314000.000,425024000.000,467749000.000,510134000.000,525699000.000,540327000.000,581537000.000,623233000.000,652875000.000,713751000.000,756440000.000,802172000.000,842186000.000,891451000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,,-20400000.000,-19859000.000,-19362000.000,-30904000.000,-30013000.000,-28940000.000,-28115000.000,-31329000.000,-29427000.000,-28473000.000,-27293000.000,-29423000.000,-10199000.000,-16199000.000,-86338000.000,-177060000.000,-274895000.000,-266990000.000,-305953000.000,-335918000.000,-276363000.000,-282226000.000,-286314000.000,-340006000.000,-324348000.000
AdditionalPaidInCapital,,586557000.000,587500000.000,587631000.000,587685000.000,595786000.000,597767000.000,601851000.000,603836000.000,607432000.000,609316000.000,611789000.000,1454250000.000,1463965000.000,1470908000.000,1473969000.000,1479637000.000,1481590000.000,1484952000.000,1486738000.000,1488783000.000,1491317000.000,1494075000.000,1496963000.000,1499431000.000,1506253000.000
AllowanceForDoubtfulAccountsReceivableCurrent,,,,,2241000.000,,,,2171000.000,,,,2241000.000,,,,10835000.000,,,,9732000.000,,,,8090000.000,
Assets,,1405069000.000,1403822000.000,1416526000.000,1417030000.000,1402206000.000,1479208000.000,1523483000.000,1552416000.000,1591793000.000,1641825000.000,1713635000.000,3244133000.000,5549859000.000,5554795000.000,5377856000.000,5170713000.000,4957815000.000,4938800000.000,4848376000.000,4789602000.000,4871816000.000,4859894000.000,4816884000.000,4698017000.000,4719661000.000
AssetsCurrent,,218719000.000,212306000.000,222784000.000,219680000.000,193724000.000,248054000.000,275023000.000,290262000.000,312962000.000,322970000.000,224331000.000,1127502000.000,1098438000.000,1147777000.000,1143369000.000,1053613000.000,1043791000.000,1036506000.000,1005623000.000,931788000.000,960283000.000,1004158000.000,963003000.000,893302000.000,927301000.000
AssetsFairValueDisclosure,,,,,,49000.000,42000.000,382000.000,722000.000,3105000.000,2722000.000,3283000.000,30028000.000,1511000.000,2879000.000,13810000.000,,11387000.000,7912000.000,2360000.000,,5121000.000,17686000.000,9886000.000,,7330000.000
CapitalLeaseObligations,,,,,,,,,,,,,9987000.000,,,,7894000.000,,,,4736000.000,,,,2702000.000,
CapitalLeasesFutureMinimumPaymentsDue,,,,,,,,,,,,,10974000.000,,,,8560000.000,,,,5060000.000,,,,2847000.000,
CapitalLeasesFutureMinimumPaymentsDueCurrent,,,,,,,,,,,,,3208000.000,,,,2873000.000,,,,2170000.000,,,,1527000.000,
CapitalLeasesFutureMinimumPaymentsDueInFiveYears,,,,,,,,,,,,,866000.000,,,,311000.000,,,,141000.000,,,,0.000,
CapitalLeasesFutureMinimumPaymentsDueInFourYears,,,,,,,,,,,,,1611000.000,,,,1049000.000,,,,281000.000,,,,144000.000,
CapitalLeasesFutureMinimumPaymentsDueInThreeYears,,,,,,,,,,,,,2153000.000,,,,1871000.000,,,,920000.000,,,,285000.000,
CapitalLeasesFutureMinimumPaymentsDueInTwoYears,,,,,,,,,,,,,2715000.000,,,,2290000.000,,,,1548000.000,,,,891000.000,
CapitalLeasesFutureMinimumPaymentsDueThereafter,,,,,,,,,,,,,421000.000,,,,166000.000,,,,0.000,,,,0.000,
CapitalLeasesFutureMinimumPaymentsInterestIncludedInPayments,,,,,,,,,,,,,987000.000,,,,666000.000,,,,324000.000,,,,145000.000,
