,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableCurrent,165660.000,276017.000,483979.000,392696.000,337392.000,205109.000,523094.000,366547.000,367622.000,247756.000,481539.000,1727595.000,819010.000,211391.000,413461.000,299185.000,225648.000,224858.000,242944.000,285386.000,161749.000,253850.000
AccountsReceivableNetCurrent,1687950.000,1903862.000,1844350.000,2136706.000,1786596.000,1885757.000,2526807.000,2443874.000,2449048.000,2885515.000,2342569.000,2521022.000,2142356.000,1152467.000,1017795.000,939904.000,644868.000,470469.000,693533.000,794076.000,764641.000,704620.000
AccruedIncomeTaxesCurrent,,,,,,,,453132.000,,66136.000,,,,,,,,,,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,219329.000,227895.000,239639.000,248961.000,258223.000,277726.000,286929.000,295173.000,305302.000,314519.000,323913.000,333785.000,329429.000,307738.000,232090.000,238317.000,244362.000,251735.000,217367.000,224592.000,231887.000,240234.000
AdditionalPaidInCapitalCommonStock,65000.000,65000.000,65000.000,65000.000,65000.000,65000.000,65000.000,65000.000,65000.000,65000.000,65000.000,65000.000,65000.000,65000.000,65000.000,65000.000,65000.000,65000.000,65000.000,65000.000,65000.000,65000.000
AssetRetirementObligation,,,,1053420.000,1125599.000,1217764.000,1240996.000,1268454.000,,,,,,,,,,,,,,
Assets,32092653.000,33593399.000,35311846.000,35029835.000,36519771.000,37026233.000,38540014.000,40128872.000,40460942.000,42152415.000,41408812.000,45148627.000,44170994.000,43077529.000,41604579.000,39636464.000,38187899.000,37126286.000,36537608.000,36784260.000,36948544.000,37569065.000
AssetsCurrent,19082396.000,19924531.000,21174433.000,19438065.000,19495831.000,20183745.000,20964273.000,22848681.000,20796937.000,22760211.000,22402813.000,25048088.000,24686942.000,25399906.000,24423014.000,24779964.000,24122912.000,23440862.000,22704485.000,22555638.000,23290636.000,23899390.000
AvailableForSaleSecurities,,,,,,6652590.000,6653721.000,6653721.000,,,,,,,,,,,,,,
AvailableForSaleSecuritiesAccumulatedGrossUnrealizedGainLossBeforeTax,,,,,,,,,,,,,,,,,0.000,,,,0.000,
AvailableForSaleSecuritiesDebtSecuritiesCurrent,11044186.000,6654838.000,6654838.000,6652196.000,6652196.000,,,,6653823.000,6653823.000,6654786.000,6654786.000,6654303.000,6654303.000,6653794.000,6653795.000,8642053.000,8642053.000,8641014.000,8641014.000,13443636.000,13443636.000
CashAndCashEquivalentsAtCarryingValue,5975785.000,10150742.000,11721762.000,10037983.000,10221666.000,10880206.000,11110007.000,13172411.000,10764506.000,12678182.000,12640482.000,14818535.000,15203558.000,16756630.000,15829688.000,16448852.000,13937215.000,13418478.000,12479468.000,12092474.000,8071854.000,8769450.000
CommonStockParOrStatedValuePerShare,,,,,,,,,0.500,,,,0.500,,,,0.500,,,,0.500,
CommonStockSharesAuthorized,,,,,,,,,200000.000,,,,200000.000,,,,200000.000,,,,200000.000,
CommonStockSharesIssued,,,,,,,,,184735.000,,,,184735.000,,,,184735.000,,,,184735.000,
CommonStockSharesOutstanding,,,,,,,,,159372.000,,,,158672.000,,,,158458.000,,,,157904.000,
CommonStockValue,92368.000,92368.000,92368.000,92368.000,92368.000,92368.000,92368.000,92368.000,92368.000,92368.000,92368.000,92368.000,92368.000,92368.000,92368.000,92368.000,92368.000,92368.000,92368.000,92368.000,92368.000,92368.000
CostMethodInvestments,151839.000,151839.000,136839.000,151839.000,151839.000,151839.000,151839.000,151839.000,151839.000,151839.000,151839.000,178964.000,672416.000,676856.000,676856.000,676856.000,876856.000,876856.000,1156856.000,1906856.000,1906856.000,1906856.000
DeferredIncomeTaxLiabilities,,,,,,,,,,,,,,,,,4635673.000,,,,4068941.000,
DeferredTaxAssetsLiabilitiesNet,,,,,,,,,-3857702.000,,,,-3485802.000,,,,,,,,,
DeferredTaxAssetsNet,,,,,,,,,2141178.000,,,,2621123.000,,,,3009303.000,,,,2557781.000,
DeferredTaxAssetsOther,,,,,,,,,192180.000,,,,303786.000,,,,385307.000,,,,406579.000,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsImpairmentLosses,,,,,,,,,1524237.000,,,,1794264.000,,,,2163449.000,,,,1745936.000,
DeferredTaxLiabilities,,,,,,,,,5998880.000,,,,6106925.000,,,,1626370.000,,,,1511160.000,
DeferredTaxLiabilitiesNoncurrent,2265535.000,2726978.000,2864202.000,3130352.000,3413772.000,3386637.000,3815842.000,3679849.000,3548035.000,3363959.000,3338462.000,3630545.000,3249291.000,2869322.000,2672484.000,1923294.000,1613883.000,1342972.000,1290757.000,1358169.000,1511160.000,1508813.000
DeferredTaxLiabilitiesPropertyPlantAndEquipment,,,,,,,,,1237881.000,,,,1235023.000,,,,1131281.000,,,,1121025.000,
DividendsPayableCurrentAndNoncurrent,,,,,,1516906.000,1608352.000,1490912.000,1369966.000,1357226.000,1528033.000,1497073.000,1451635.000,1433682.000,1470726.000,1455342.000,1407959.000,1276446.000,1306915.000,1279917.000,1278266.000,1270944.000
EquityMethodInvestmentOwnershipPercentage,,,,0.330,0.330,0.330,0.330,0.330,0.330,0.330,0.330,0.330,0.330,0.330,0.330,0.330,,,,,,
EquityMethodInvestments,,,,,,593622.000,599114.000,610853.000,,,,,,,,,,,,,,
FutureNetCashFlowsRelatingToProvedOilAndGasReservesCashInflows,,,,,,,,,,,,,63737733.000,,,,26969731.000,,,,20452614.000,
FutureNetCashFlowsRelatingToProvedOilAndGasReservesIncomeTaxExpense,,,,,,,,,,,,,-8055783.000,,,,1057870.000,,,,-369553.000,
FutureNetCashFlowsRelatingToProvedOilAndGasReservesNetCashFlows,,,,,,,,,,,,,31309982.000,,,,10656092.000,,,,7627792.000,
FutureNetCashFlowsRelatingToProvedOilAndGasReservesTenPercentAnnualDiscountForEstimatedTimingOfCashFlows,,,,,,,,,,,,,-9616959.000,,,,3250586.000,,,,2373717.000,
IncomeTaxesReceivable,45154.000,816125.000,491366.000,202543.000,438540.000,270373.000,191756.000,,336620.000,,183436.000,544691.000,154393.000,309976.000,462277.000,306186.000,488052.000,522084.000,477404.000,559187.000,536798.000,464423.000
InvestmentsInAffiliatesSubsidiariesAssociatesAndJointVentures,672654.000,673691.000,676985.000,711851.000,723650.000,745461.000,750953.000,762692.000,765397.000,752547.000,534912.000,521692.000,1025411.000,1041934.000,1064991.000,1075155.000,1841626.000,1858344.000,2156876.000,2755714.000,2729426.000,2719039.000
Liabilities,5179154.000,5705119.000,6088758.000,6309504.000,6649150.000,6612811.000,7630321.000,7709839.000,7134111.000,6910466.000,7313864.000,8991056.000,7428767.000,6322887.000,6431687.000,5545343.000,4963311.000,4568893.000,4639950.000,4790195.000,4687442.000,4790731.000
LiabilitiesAndStockholdersEquity,32092653.000,33593399.000,35311846.000,35029835.000,36519771.000,37026233.000,38540014.000,40128872.000,40460942.000,42152415.000,41408812.000,45148627.000,44170994.000,43077529.000,41604579.000,39636464.000,38187899.000,37126286.000,36537608.000,36784260.000,36948544.000,37569065.000
LiabilitiesCurrent,510013.000,568183.000,785858.000,669668.000,682671.000,491504.000,965131.000,1270624.000,705246.000,640777.000,888183.000,2280799.000,1082244.000,354861.000,599805.000,476208.000,264141.000,254207.000,337596.000,435809.000,187339.000,291439.000
LiabilitiesNoncurrent,4669141.000,5136936.000,5302900.000,5639836.000,5966479.000,6121307.000,6665190.000,6439215.000,6428865.000,6269689.000,6425681.000,6710257.000,6346523.000,5968026.000,5831882.000,5069135.000,4699170.000,4314686.000,4302354.000,4354386.000,4500103.000,4499292.000
OilAndGasPropertySuccessfulEffortMethodAccumulatedDepreciationDepletionAndAmortization,,,,,,26510695.000,27242184.000,28637061.000,31170203.000,32027696.000,33041240.000,34192648.000,36883078.000,38342608.000,39422261.000,41720816.000,42535199.000,43525124.000,43793330.000,44211191.000,44456113.000,44876987.000
OilAndGasPropertySuccessfulEffortMethodGross,31724008.000,33621285.000,34770438.000,36811926.000,38912842.000,42091735.000,43561524.000,44657117.000,49570075.000,50176523.000,51024436.000,53285233.000,54839574.000,54837772.000,55378007.000,55347559.000,54610004.000,55211021.000,55280514.000,55502261.000,55210052.000,55658791.000
OilAndGasPropertySuccessfulEffortMethodNet,11781994.000,12443744.000,12921375.000,14349901.000,15774309.000,15581040.000,16319340.000,16020056.000,18399872.000,18148827.000,17983196.000,19092585.000,17956496.000,16495164.000,15955746.000,13626743.000,12074805.000,11685897.000,11487184.000,11291070.000,10753939.000,10781804.000
OilAndGasReclamationLiabilityNoncurrent,950658.000,990074.000,1032511.000,1053420.000,1125599.000,1217764.000,1240996.000,1268454.000,1510864.000,1548504.000,1559186.000,1582639.000,1645597.000,1665022.000,1688672.000,1690499.000,1677328.000,1695268.000,1704682.000,1716300.000,1710677.000,1719535.000
OtherAssetsNoncurrent,357412.000,361802.000,361166.000,361453.000,361606.000,367407.000,365824.000,365904.000,376982.000,378293.000,377255.000,377384.000,391290.000,,,,,,,,,
OtherLiabilitiesCurrent,,,,,,286395.000,442037.000,450945.000,337624.000,326885.000,406644.000,553204.000,263234.000,143470.000,186344.000,177023.000,38493.000,29349.000,94652.000,150423.000,25590.000,37589.000
PrepaidExpenseCurrent,,,,,,70190.000,12213.000,8287.000,6232.000,1494.000,,,86856.000,86856.000,,19783.000,,,,,,
PropertyPlantAndEquipmentGross,,,,,,426306.000,426553.000,426712.000,427056.000,427056.000,434549.000,442663.000,440284.000,448263.000,392918.000,392919.000,392918.000,392918.000,406430.000,406430.000,406430.000,409066.000
PropertyPlantAndEquipmentNet,11980191.000,12633375.000,13099262.000,14518466.000,15938684.000,15729620.000,16458964.000,16151595.000,18521626.000,18261364.000,18093832.000,19201463.000,18067351.000,16635689.000,16116574.000,13781345.000,12223361.000,11827080.000,11676247.000,11472908.000,10928482.000,10950636.000
PropertyPlantAndEquipmentOther,417526.000,417526.000,417526.000,417526.000,422598.000,148580.000,139624.000,131539.000,,,,,,,,,,,,,,
ProvedOilAndGasPropertySuccessfulEffortMethod,30410509.000,32441403.000,33580128.000,35891564.000,38019059.000,41058730.000,42503901.000,43545985.000,47968895.000,48521388.000,49328166.000,51542761.000,53110630.000,53036810.000,53307676.000,53290822.000,52735721.000,52822395.000,52798329.000,52981082.000,53030034.000,53309074.000
RetainedEarningsAccumulatedDeficit,27587253.000,28563474.000,29908362.000,29411165.000,30562895.000,31141876.000,31791907.000,33437319.000,34363292.000,36337995.000,35229550.000,37337478.000,37946212.000,37963687.000,36409492.000,35331487.000,34475369.000,33854514.000,33211313.000,33324331.000,33600718.000,34128211.000
StandardizedMeasureOfDiscountedFutureNetCashFlowsRelatingToProvedOilAndGasReserves,,,,,,,,,21722214.000,,,,21693023.000,,,,7405506.000,,,,5254075.000,
StockholdersEquity,,,,,,,,,33326831.000,,,,36742227.000,,,,33224588.000,,,,32261102.000,
StockholdersEquityBeforeTreasuryStock,27744621.000,28720842.000,30065730.000,29568533.000,30720263.000,31299244.000,31949275.000,33594687.000,34520660.000,36495363.000,35386918.000,37494846.000,38103580.000,38121055.000,36566860.000,35488855.000,34632737.000,34011882.000,33368681.000,33481699.000,33758086.000,34285579.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,26913499.000,27888280.000,29223088.000,28720331.000,29870621.000,30413422.000,30909693.000,32419033.000,33326831.000,35241949.000,34094948.000,36157571.000,36742227.000,36754642.000,35172892.000,34091121.000,33224588.000,32557393.000,31897658.000,31994065.000,32261102.000,32778334.000
TradingSecuritiesCurrent,,,,,,424629.000,469769.000,570388.000,,,,,,,,,,,,,,
TradingSecuritiesEquity,,,,,,,,,,,581540.000,509054.000,445476.000,439674.000,459460.000,411444.000,410724.000,387778.000,413066.000,468887.000,473707.000,517261.000
TradingSecuritiesEquityCurrent,329321.000,398964.000,462117.000,408637.000,396833.000,,,,586708.000,541197.000,,,,,,,,,,,,
TreasuryStockShares,,,,,,,,,25363.000,,,,26063.000,,,,26277.000,,,,26831.000,
TreasuryStockValue,831122.000,832562.000,842642.000,848202.000,849642.000,885822.000,1039582.000,1175654.000,1193829.000,1253414.000,1291970.000,1337275.000,1361353.000,1366413.000,1393968.000,1397734.000,1408149.000,1454489.000,1471023.000,1487634.000,1496984.000,1507245.000
UnprovedOilAndGasPropertySuccessfulEffortMethod,1313499.000,1179882.000,1190310.000,920362.000,893783.000,1033005.000,1057623.000,1111132.000,1601180.000,1655135.000,1696270.000,1742472.000,1728944.000,1800962.000,2070331.000,2056737.000,1874283.000,2388626.000,2482185.000,2521179.000,2180018.000,2349717.000
