,2015-06-30,2015-09-30,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AdjustmentsToAdditionalPaidInCapitalStockIssuedOwnshareLendingArrangementIssuanceCosts,,,0.000,,,,0.000
AssetManagementCosts,89792.000,81002.000,80372.000,66103.000,66291.000,57548.000,52074.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,,-16259.000,,,,-151898.000
EarningsPerShareBasic,-151.060,86.640,126.600,-214.000,-138.560,-227.900,-84.630
FloorBrokerageExchangeAndClearanceFees,6602.000,6873.000,7842.000,9366.000,5739.000,6736.000,7411.000
GeneralAndAdministrativeExpense,4148.000,2157.000,1600.000,1765.000,1646.000,1307.000,1441.000
IncreaseDecreaseInFinanceReceivables,,,518.000,,,,567.000
IncreaseDecreaseInOtherAccountsPayableAndAccruedLiabilities,,,5575.000,,,,-686.000
InvestmentIncomeInterest,89.000,251.000,2857.000,2074.000,2468.000,2434.000,4324.000
InvestmentIncomeNet,-227893.000,350140.000,418509.000,-364316.000,-198278.000,153918.000,-86314.000
NetCashProvidedByUsedInFinancingActivities,,,-538544.000,,,,0.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,-538544.000,,,,0.000
NetCashProvidedByUsedInOperatingActivities,,,522286.000,,,,-151898.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,522286.000,,,,-151898.000
NetIncomeLoss,-378394.000,216206.000,288583.000,-482225.000,-312253.000,-498016.000,-187203.000
NoninterestExpenseRelatedToPerformanceFees,31553.000,29702.000,29935.000,24394.000,23529.000,-77858.000,19549.000
OperatingExpenses,150501.000,133935.000,129069.000,117909.000,113975.000,104497.000,100889.000
PartnersCapitalAccountUnitsContributed,,,0.000,,,,0.000
PartnersCapitalAccountUnitsRedeemed,,,-538544.000,,,,0.000
PaymentsForRepurchaseOfEquity,,,538544.000,,,,0.000
ProceedsFromIssuanceOrSaleOfEquity,,,0.000,,,,0.000
ProfessionalFees,25008.000,21074.000,18019.000,25647.000,22509.000,24153.000,27826.000
TradingGainsLosses,-227982.000,349889.000,415651.000,-366390.000,-200746.000,-396809.000,-90638.000
TradingSecuritiesRealizedGainLoss,-5424.000,80282.000,581075.000,-546097.000,-137292.000,-364790.000,6853.000
TradingSecuritiesUnrealizedHoldingGainLoss,-217071.000,276943.000,-157582.000,186737.000,-56977.000,-23685.000,-90081.000
UnrealizedGainLossOnDerivativesAndCommodityContracts,,,-166861.000,,,,-93458.000
