,2011-12-31,2012-12-31,2013-12-31
CashAndCashEquivalentsPeriodIncreaseDecrease,438741.000,280670.000,4221711.000
CommunicationsAndInformationTechnology,,2894.000,3136.000
DistributionMadeToMemberOrLimitedPartnerCashDistributionsPaid,0.000,0.000,2750001.000
EquityMethodInvestmentDividendsOrDistributions,624357.000,471959.000,32804.000
GeneralAndAdministrativeExpense,176498.000,190277.000,175642.000
IncomeLossFromEquityMethodInvestments,253253.000,187079.000,2112911.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,-6669.000,179.000,23405.000
IncreaseDecreaseInDueToRelatedParties,-1229.000,299.000,-3725.000
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,2520.000,2540.000,6977.000
InterestAndOtherIncome,1300.000,1050.000,6819.000
LegalFees,,4094.000,3127.000
NetCashProvidedByUsedInInvestingActivities,,,7095028.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,7095028.000
NetCashProvidedByUsedInOperatingActivities,438741.000,280670.000,-123316.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,438741.000,280670.000,-123316.000
NetIncomeLoss,78055.000,-2148.000,1944088.000
PartnersCapitalAccountDistributions,,,2750001.000
PaymentsToAcquireEquityMethodInvestments,,,446155.000
PaymentsToAcquireInterestInJointVenture,,,446155.000
PostageExpense,,13295.000,9872.000
ProceedsFromRealEstateAndRealEstateJointVentures,,,7541183.000
