,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30
AccountsPayableCurrent,12488000.000,12234000.000,10702000.000,12213000.000,12775000.000,12751000.000,12867000.000,11856000.000,16344000.000
AccountsReceivableGrossCurrent,,,,,,,38803000.000,,
AccruedEnvironmentalLossContingenciesCurrent,,,,,54000.000,48000.000,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,115327000.000,115212000.000,,115225000.000,114939000.000,113827000.000,117558000.000,106731000.000,107746000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-7912000.000,-11132000.000,-19276000.000,-18352000.000,-20328000.000,-18965000.000,-25609000.000,-28173000.000,-28391000.000
AdditionalPaidInCapitalCommonStock,158734000.000,160764000.000,160996000.000,161175000.000,161471000.000,162547000.000,162579000.000,162675000.000,163103000.000
AllowanceForDoubtfulAccountsReceivable,,,,,,,6353000.000,,
AllowanceForDoubtfulAccountsReceivableCurrent,12229000.000,11875000.000,,8234000.000,8834000.000,8886000.000,6353000.000,8342000.000,8684000.000
Assets,417445000.000,410278000.000,409374000.000,412014000.000,410560000.000,414482000.000,425667000.000,416858000.000,451992000.000
AssetsCurrent,258235000.000,258979000.000,248621000.000,250408000.000,249963000.000,253396000.000,256332000.000,273120000.000,305505000.000
AssetsFairValueDisclosure,,,,,,,2731000.000,,
AssetsHeldForSaleCurrent,,,,,,,,27152000.000,
AssetsHeldForSalePropertyPlantAndEquipment,,,,,,,,22800000.000,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedInventory,,,,,,,,,79190000.000
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedPropertyPlantAndEquipment,,,,,,,,,67936000.000
CashAndCashEquivalentsAtCarryingValue,34151000.000,41221000.000,49888000.000,43668000.000,40461000.000,46653000.000,73406000.000,61724000.000,106500000.000
ClassOfWarrantOrRightExercisePriceOfWarrantsOrRights,,,,,,,75.000,,
ClassOfWarrantOrRightNumberOfSecuritiesCalledByWarrantsOrRights,,,,,0.010,0.010,0.010,,
CommonStockValue,14000.000,14000.000,,14000.000,14000.000,14000.000,,14000.000,14000.000
