,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30
AccountsPayableCurrent,5787130.000,5848939.000,5451853.000,7609067.000,8297110.000,11186677.000,8347899.000,7955770.000,8550311.000,6327952.000,7293359.000,6584762.000,6795921.000
AccrualForTaxesOtherThanIncomeTaxesCurrent,,,594715.000,,,,,,,,,,
AccruedIncomeTaxesCurrent,,,0.000,,,,,,,503230.000,,,
AccruedLiabilitiesCurrent,5484131.000,6153912.000,,5765769.000,6117885.000,,5675883.000,7746167.000,6907924.000,,5067816.000,8570145.000,9249624.000
AccumulatedCapitalizedInterestCosts,,,,,,117900.000,,,,88400.000,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,178130522.000,179858260.000,182427598.000,185091164.000,190551539.000,193109379.000,194545371.000,184472417.000,186308480.000,183868729.000,184129259.000,192901310.000,198747997.000
AccumulatedOtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentNetOfTax,,,,,,9900000.000,,,,10116000.000,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-11946418.000,-14742418.000,-12197034.000,-9869034.000,-8103692.000,-7374773.000,-7201994.000,-7871718.000,-7546691.000,3511383.000,5427633.000,5913433.000,5507330.000
AdditionalPaidInCapital,2485125.000,2485125.000,2485125.000,2485125.000,2485125.000,2485125.000,2485125.000,2485125.000,2485125.000,2485125.000,2485125.000,2485125.000,2485125.000
AllowanceForDoubtfulAccountsReceivableCurrent,650813.000,708800.000,670000.000,590000.000,737000.000,636000.000,661000.000,793000.000,1125000.000,490000.000,516000.000,541000.000,560000.000
Assets,178059704.000,174573807.000,173654810.000,175924286.000,178796226.000,181288145.000,188210242.000,187311512.000,180820354.000,174105862.000,175658266.000,183207346.000,182408795.000
AssetsCurrent,50664920.000,49386072.000,46690929.000,48467237.000,56233654.000,54280558.000,57007535.000,63905151.000,57666732.000,51507149.000,50834103.000,55504882.000,53931144.000
AssetsHeldForSaleCurrent,,,,,,,,6064969.000,4632726.000,,,,
AssetsOfDisposalGroupIncludingDiscontinuedOperation,,,,,,,,,,-3458277.000,,,
AvailableForSaleEquitySecuritiesAmortizedCostBasis,,,,,8260000.000,8260000.000,8040000.000,7490000.000,7790000.000,7900000.000,7900000.000,7900000.000,7900000.000
AvailableForSaleSecurities,,,,,,,,,,,28156294.000,29236294.000,28806279.000
AvailableForSaleSecuritiesAmortizedCost,,,,,,,,,,,500000.000,600000.000,600000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionFairValue,,,,,14000.000,15379.000,101200.000,553924.000,572550.000,283143.000,665893.000,280224.000,612802.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionLessThanTwelveMonthsFairValue,,,,,0.000,0.000,101200.000,553924.000,572550.000,283143.000,569943.000,0.000,367328.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionTwelveMonthsOrLongerFairValue,,,,,14000.000,15379.000,0.000,0.000,0.000,0.000,95950.000,280224.000,245474.000
AvailableForSaleSecuritiesEquitySecurities,,,,,20100000.000,2600000.000,,,,,,,
AvailableForSaleSecuritiesEquitySecuritiesNoncurrent,20783277.000,16498266.000,20026704.000,23269203.000,22670650.000,27380650.000,24307498.000,22137134.000,22475500.000,,28692634.000,29809264.000,29379249.000
AvailableForSaleSecuritiesFairValueDisclosure,,,,,20051746.000,24760000.000,24307498.000,22137134.000,22475500.000,24760000.000,,,
AvailableForSaleSecuritiesGrossUnrealizedGainLoss,,,,,,,,14650000.000,14680000.000,,,,
AvailableForSaleSecuritiesGrossUnrealizedLosses1,,,,,0.000,0.000,0.000,55000.000,130000.000,0.000,,,
AvailableForSaleSecuritiesNoncurrent,,,,,,,,,,25292634.000,,,
AvailableforsaleSecuritiesContinuousUnrealizedLossPosition12MonthsOrLongerAggregateLosses2,,,,,4116.000,2737.000,0.000,0.000,0.000,0.000,,,
AvailableforsaleSecuritiesContinuousUnrealizedLossPositionAggregateLosses2,,,,,4116.000,2737.000,1595.000,52050.000,140603.000,20267.000,,,
AvailableforsaleSecuritiesContinuousUnrealizedLossPositionLessThan12MonthsAggregateLosses2,,,,,0.000,0.000,1595.000,52050.000,140603.000,20267.000,,,
AvailableforsaleSecuritiesGrossUnrealizedGain,,,,,11790000.000,16500000.000,16270000.000,14705000.000,14810000.000,16860000.000,,,
CashAndCashEquivalentsAtCarryingValue,1197597.000,926632.000,1123870.000,862395.000,949695.000,1440959.000,725599.000,2212781.000,3341534.000,6401752.000,1515014.000,3030565.000,2529289.000
CashUninsuredAmount,,,,,,1300000.000,,,,,,,
CommonStockParOrStatedValuePerShare,2.500,2.500,2.500,2.500,2.500,2.500,2.500,2.500,2.500,,2.500,2.500,2.500
CommonStockSharesAuthorized,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,,10000000.000,10000000.000,10000000.000
