,2012-03-31,2013-12-31
AccountsPayableCurrentAndNoncurrent,8003.000,7739.000
AccruedFeesAndOtherRevenueReceivable,48168.000,55818.000
AccruedLiabilities,27549.000,
AccruedLiabilitiesCurrentAndNoncurrent,18520.000,58086.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,6575864.000
Assets,2149599.000,2160731.000
BuildingsAndImprovementsGross,,6456123.000
CapitalLeasedAssetsGross,,140093.000
CashAndCashEquivalentsAtCarryingValue,328027.000,348465.000
DeferredRevenue,58897.000,55277.000
DividendsPayableCurrentAndNoncurrent,151515.000,151515.000
DueToRelatedPartiesCurrentAndNoncurrent,,32955.000
GeneralPartnersCapitalAccount,-89108.000,-89336.000
Land,,1714700.000
Liabilities,283360.000,317264.000
LiabilitiesAndPartnersCapital,2149599.000,
LiabilitiesAndStockholdersEquity,,2160731.000
LimitedPartnersCapitalAccount,1955347.000,1932803.000
LimitedPartnersCapitalAccountUnitsOutstanding,,24000.000
OtherAssets,20000.000,20000.000
OtherLiabilities,18876.000,11692.000
PartnersCapital,1866239.000,1843467.000
PrepaidAdvertising,3165.000,1396.000
PropertyPlantAndEquipmentGross,,8310916.000
PropertyPlantAndEquipmentNet,1750239.000,1735052.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,,1843467.000
