,2012-12-31,2013-12-31,2014-12-31,2015-12-31,2016-12-31
AdditionsToOtherAssetsAmount,,,,-767000.000,-1639000.000
AdjustmentsToAdditionalPaidInCapitalOther,,,1000000.000,10000.000,
AdministrativeFeesExpense,,,,105000.000,112000.000
AdvertisingExpense,4000.000,,10000.000,22000.000,46000.000
AmortizationOfDeferredLoanOriginationFeesNet,216000.000,259000.000,133000.000,-190000.000,-45000.000
AmortizationOfFinancingCosts,2000.000,29000.000,87000.000,229000.000,267000.000
AmortizationOfFinancingCostsAndDiscounts,,,87000.000,229000.000,267000.000
AssetImpairmentCharges,,,,,111000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,596000.000,76000.000,-164000.000,783000.000,225000.000
CashProvidedByUsedInFinancingActivitiesDiscontinuedOperations,0.000,,,,
CashProvidedByUsedInInvestingActivitiesDiscontinuedOperations,0.000,,,,
CashProvidedByUsedInOperatingActivitiesDiscontinuedOperations,0.000,,,,
DistributionMadeToLimitedLiabilityCompanyLLCMemberCashDistributionsDeclared,,,,100000.000,107000.000
DistributionMadeToLimitedLiabilityCompanyLLCMemberCashDistributionsPaid,,22000.000,140000.000,181000.000,436000.000
DistributionMadeToLimitedPartnerCashDistributionsPaid,,,,256000.000,540000.000
DistributionMadeToMemberOrLimitedPartnerCashDistributionsPaid,50000.000,,,,
ForeclosedRealEstateExpense,,,,16000.000,62000.000
GainLossOnDispositionOfAssets1,,,,105000.000,44000.000
IncomeLossFromContinuingOperations,122000.000,,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,122000.000,,,,
IncomeLossFromDiscontinuedOperationsNetOfTax,0.000,,,,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,41000.000,18000.000,140000.000,340000.000,824000.000
IncreaseDecreaseInAccruedInterestReceivableNet,-24000.000,-1000.000,51000.000,68000.000,263000.000
IncreaseDecreaseInDeposits,-121000.000,-74000.000,-62000.000,180000.000,314000.000
IncreaseDecreaseInLoansDeferredIncome,,-138000.000,,,
IncreaseDecreaseInOtherOperatingAssets,24000.000,-7000.000,-1000.000,1000.000,137000.000
InterestAndFeeIncomeLoansCommercial,,,343000.000,897000.000,1270000.000
InterestAndFeeIncomeLoansCommercialRealEstate,581000.000,596000.000,1138000.000,1863000.000,3640000.000
InterestAndFeeIncomeLoansLeaseFinancing,0.000,,,,
InterestCostsCapitalizedAdjustment,,,0.000,,
InterestCostsIncurred,,,68000.000,198000.000,79000.000
InterestExpense,115000.000,157000.000,433000.000,864000.000,1748000.000
InterestExpenseOther,0.000,,,,
InterestIncomeExpenseAfterProvisionForLoanLoss,,,,940000.000,1876000.000
InterestIncomeExpenseNet,,439000.000,683000.000,-59000.000,-16000.000
InterestPaid,36000.000,28000.000,149000.000,326000.000,1002000.000
InterestRevenueExpenseNet,466000.000,439000.000,705000.000,999000.000,1892000.000
LaborAndRelatedExpense,,,91000.000,,
LeaseAndRentalExpense,,,17000.000,,
LegalFees,,,153000.000,144000.000,167000.000
LoansAndLeasesReceivableCommitmentsVariableRates,,,1745000.000,,
