,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30
AccountsAndOtherReceivablesNetCurrent,2317.000,99.000,,,,
AccountsPayableAndAccruedLiabilitiesCurrent,120585.000,169317.000,370240.000,293556.000,202469.000,237942.000
AccumulatedOtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentNetOfTax,-524.000,,,,,
Assets,4077786.000,4078574.000,4018340.000,3708560.000,3522678.000,3414019.000
AvailableForSaleSecuritiesDebtSecurities,96005.000,91000.000,,,,
CashAndCashEquivalentsAtCarryingValue,485845.000,555804.000,656848.000,532323.000,426925.000,433420.000
CashEquivalentsAtCarryingValue,,555804.000,,532323.000,426925.000,433420.000
DueToAffiliate,,13570.000,18382.000,42248.000,9183.000,13774.000
DueToAffiliateCurrentAndNoncurrent,21230.000,,,,,
EscrowDeposit,419076.000,265094.000,353217.000,395940.000,381611.000,186525.000
GeneralPartnersCapitalAccount,-3931051.000,-3930889.000,-3932970.000,-3934949.000,-3934914.000,-3935713.000
IntangibleAssetsNetExcludingGoodwill,249308.000,243880.000,238447.000,233019.000,227591.000,222163.000
Liabilities,7839115.000,7821812.000,7970526.000,7859956.000,7671129.000,7642389.000
LiabilitiesAndStockholdersEquity,4077786.000,4078574.000,4018340.000,3708560.000,3522678.000,3414019.000
LimitedPartnersCapitalAccount,393654.000,409734.000,203692.000,7737.000,11282.000,-67889.000
LimitedPartnersCapitalAccountUnitsIssued,984369.000,984369.000,984369.000,984369.000,984369.000,984369.000
LimitedPartnersCapitalAccountUnitsOutstanding,984369.000,984369.000,984369.000,984369.000,984369.000,984369.000
MinorityInterest,-223408.000,-222083.000,-222908.000,-224184.000,-224819.000,-224768.000
PrepaidExpense,,332266.000,185092.000,111656.000,130146.000,297980.000
PrepaidExpenseCurrent,149059.000,,,,,
PropertyPlantAndEquipmentNet,2158046.000,2052592.000,2028462.000,1933794.000,1839125.000,1744457.000
ReplacementReserveEscrow,459617.000,469309.000,479000.000,413793.000,423533.000,433247.000
SecuredDebt,7640064.000,7573345.000,7505493.000,7436718.000,7366889.000,7295992.000
SecurityDeposit,58513.000,68530.000,77274.000,88035.000,93747.000,96227.000
SecurityDepositLiability,57236.000,65580.000,76411.000,87434.000,92588.000,94681.000
StockholdersEquity,,,-3952186.000,,,
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,-3761329.000,-3743238.000,-3952186.000,-4151396.000,-4148451.000,-4228370.000
