,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-02-18,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableCurrent,14111000.000,18569000.000,25776000.000,14423000.000,17201000.000,22583000.000,31462000.000,,15122000.000,18681000.000,39477000.000,42085000.000,22313000.000,21644000.000,41616000.000,27029000.000,14352000.000,25322000.000,21624000.000,23301000.000,22680000.000,25690000.000,45578000.000,30627000.000
AccountsReceivableNetCurrent,153809000.000,92967000.000,177676000.000,204939000.000,115019000.000,88267000.000,192720000.000,,152558000.000,96124000.000,202814000.000,377817000.000,211076000.000,123800000.000,181405000.000,265257000.000,135915000.000,89230000.000,112141000.000,126865000.000,87977000.000,78650000.000,155161000.000,188594000.000
AccruedLiabilitiesCurrent,,,,,,,83562000.000,,98544000.000,87142000.000,87368000.000,141552000.000,112643000.000,102934000.000,103740000.000,162122000.000,128353000.000,107745000.000,107486000.000,149816000.000,122932000.000,103855000.000,107304000.000,138509000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,112871000.000,114452000.000,116180000.000,,117382000.000,119139000.000,120591000.000,122178000.000,124356000.000,102888000.000,105230000.000,106984000.000,109654000.000,111508000.000,108669000.000,109024000.000,111177000.000,113669000.000,115852000.000,118108000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-26259000.000,-27467000.000,-27060000.000,-26652000.000,-26245000.000,-26771000.000,-26378000.000,,-25591000.000,-23011000.000,-22699000.000,-22387000.000,-22076000.000,-23618000.000,-23292000.000,-22963000.000,-22637000.000,-22544000.000,-22163000.000,-21783000.000,-21403000.000,-20762000.000,-20444000.000,-20128000.000
AllowanceForDoubtfulAccountsReceivableCurrent,11674000.000,9530000.000,9749000.000,11013000.000,10531000.000,6886000.000,8444000.000,,11225000.000,7928000.000,8034000.000,10960000.000,13024000.000,9220000.000,8390000.000,10015000.000,9582000.000,6713000.000,6287000.000,6025000.000,5589000.000,4419000.000,4699000.000,6137000.000
AmountOfRestrictedNetAssetsForConsolidatedAndUnconsolidatedSubsidiaries,,,,,,,,,,375000000.000,,,,389000000.000,,,,280000000.000,,,,291000000.000,,
Assets,623759000.000,626129000.000,677176000.000,645516000.000,616884000.000,639347000.000,679394000.000,,614133000.000,632504000.000,747564000.000,884278000.000,695143000.000,685107000.000,733504000.000,798421000.000,743863000.000,707032000.000,740623000.000,794021000.000,762029000.000,692970000.000,704770000.000,718347000.000
AssetsCurrent,302752000.000,299417000.000,331518000.000,314943000.000,268733000.000,301519000.000,345357000.000,,286994000.000,305880000.000,422970000.000,488940000.000,303378000.000,296465000.000,347430000.000,416651000.000,367068000.000,309311000.000,338567000.000,396171000.000,367487000.000,294858000.000,296363000.000,313956000.000
AvailableForSaleSecurities,,,,,,,,,,,,,,,,,,,,,,,11500000.000,
BusinessAcquisitionCostOfAcquiredEntityPurchasePrice,,,,,38300000.000,39200000.000,,,,,,,,,,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationAmortizableIntangibleAssets,,,,,31200000.000,32400000.000,,,,,,,,,,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationNetTangibleAssets,,,,,7500000.000,8000000.000,,,,,,,,,,,,,,,,,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedIntangibleAssetsOtherThanGoodwill,,,,,,,,,600000.000,1300000.000,,,,53700000.000,,300000.000,300000.000,20700000.000,,,,,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedPropertyPlantAndEquipment,,,,,,,,,100000.000,200000.000,,,,17600000.000,,700000.000,700000.000,2500000.000,,,,,,
CashAndCashEquivalentsAtCarryingValue,50537000.000,86789000.000,13920000.000,25053000.000,91232000.000,108091000.000,14316000.000,,44382000.000,85057000.000,83234000.000,12955000.000,7115000.000,48999000.000,28106000.000,37127000.000,122648000.000,100508000.000,86890000.000,146614000.000,171156000.000,139188000.000,37076000.000,52895000.000
CashCollateralForBorrowedSecurities,,,,,600000.000,500000.000,1400000.000,,900000.000,1100000.000,1600000.000,1600000.000,800000.000,2500000.000,2300000.000,2100000.000,600000.000,2800000.000,2600000.000,3400000.000,3100000.000,2900000.000,,
CustomerAdvancesCurrent,23429000.000,67214000.000,66345000.000,35368000.000,57870000.000,85976000.000,63373000.000,,33335000.000,70196000.000,50078000.000,22289000.000,31126000.000,72595000.000,66732000.000,30333000.000,46048000.000,78207000.000,88798000.000,63154000.000,76405000.000,84921000.000,62583000.000,31646000.000
DebtInstrumentFairValue,,,,,,,,,,,,298554000.000,171107000.000,130313000.000,128125000.000,130000000.000,129500000.000,,,,,,,
DebtInstrumentInterestRateEffectivePercentage,,,,,,,,,,,,,,,,,,0.036,,,,,,
DebtLongtermAndShorttermCombinedAmount,,,,,,,161085000.000,,124434000.000,124460000.000,224835000.000,290256000.000,164087000.000,124572000.000,124602000.000,124632000.000,124663000.000,,,,,,,
DeferredRevenueCurrent,,,,,,,,,41436000.000,40608000.000,49626000.000,49610000.000,45037000.000,43901000.000,55259000.000,50046000.000,44834000.000,44419000.000,55291000.000,50353000.000,46088000.000,56971000.000,64813000.000,58929000.000
DeferredTaxAssetsDerivativeInstruments,,,,,,,,,,2314000.000,,,,5000000.000,,,,6773000.000,,,,,,
DeferredTaxAssetsGross,,,,,,40661000.000,,,,41665000.000,,,,46094000.000,,,,56949000.000,,,,49169000.000,,
DeferredTaxAssetsInventory,,,,,,869000.000,,,,941000.000,,,,865000.000,,,,1038000.000,,,,1128000.000,,
DeferredTaxAssetsLiabilitiesNet,,,,,,17408000.000,,,,13155000.000,,,,12960000.000,,,,16308000.000,,,,5353000.000,,
DeferredTaxAssetsNet,,,,,,40003000.000,,,,41665000.000,,,,,,,,53922000.000,,,,46116000.000,,
DeferredTaxAssetsNetCurrent,7022000.000,13155000.000,12625000.000,3340000.000,7447000.000,25844000.000,23308000.000,,18425000.000,32447000.000,24222000.000,12229000.000,10093000.000,38141000.000,38150000.000,38160000.000,38169000.000,37832000.000,37460000.000,37460000.000,37460000.000,,,
DeferredTaxAssetsNetNoncurrent,13451000.000,17646000.000,16741000.000,3970000.000,8856000.000,,,,,,,,,,,,,,,,,5353000.000,1196000.000,
DeferredTaxAssetsOperatingLossCarryforwards,,,,,,8626000.000,,,,6760000.000,,,,5490000.000,,,,7367000.000,,,,5791000.000,,
DeferredTaxAssetsOther,,,,,,2188000.000,,,,1906000.000,,,,2060000.000,,,,1630000.000,,,,2512000.000,,
DeferredTaxAssetsTaxCreditCarryforwardsAlternativeMinimumTax,,,,,,261000.000,,,,261000.000,,,,261000.000,,,,266000.000,,,,266000.000,,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsCompensatedAbsences,,,,,,2586000.000,,,,2580000.000,,,,2970000.000,,,,3295000.000,,,,3367000.000,,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsPensions,,,,,,5201000.000,,,,2672000.000,,,,2964000.000,,,,9244000.000,,,,8549000.000,,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsAllowanceForDoubtfulAccounts,,,,,,2845000.000,,,,3158000.000,,,,3661000.000,,,,2654000.000,,,,1728000.000,,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsSelfInsurance,,,,,,18085000.000,,,,21073000.000,,,,22823000.000,,,,24682000.000,,,,25828000.000,,
DeferredTaxAssetsValuationAllowance,,,,,,658000.000,,,,,,,,0.000,,,,3027000.000,3500000.000,3500000.000,3500000.000,3053000.000,,
DeferredTaxLiabilities,,,,,,22595000.000,,,,28510000.000,,,,33134000.000,,,,37614000.000,,,,40763000.000,,
DeferredTaxLiabilitiesDeferredExpenseCapitalizedInventoryCosts,,,,,,,,,,,,,,256000.000,,,,497000.000,,,,,,
DeferredTaxLiabilitiesDerivatives,,,,,,484000.000,,,,,,,,,,,,,,,,788000.000,,
DeferredTaxLiabilitiesGoodwillAndIntangibleAssetsIntangibleAssets,,,,,,20164000.000,,,,26285000.000,,,,30495000.000,,,,34286000.000,,,,35976000.000,,
DeferredTaxLiabilitiesNoncurrent,,,,,,8436000.000,7035000.000,,6120000.000,19292000.000,14616000.000,7697000.000,6638000.000,25181000.000,25650000.000,33436000.000,34496000.000,21524000.000,22028000.000,29982000.000,35253000.000,,,2200000.000
DeferredTaxLiabilitiesPropertyPlantAndEquipment,,,,,,1947000.000,,,,2225000.000,,,,2383000.000,,,,2831000.000,,,,3999000.000,,
DefinedBenefitPensionPlanLiabilitiesNoncurrent,,,,,,,,,,4300000.000,,,,5100000.000,,,,3300000.000,,,,2400000.000,,
DefinedBenefitPlanAssumptionsUsedCalculatingBenefitObligationDiscountRate,,,,,,0.035,,,,0.044,,,,0.041,,,,0.041,,,,0.033,,
DefinedBenefitPlanAssumptionsUsedCalculatingBenefitObligationRateOfCompensationIncrease,,,,,,0.000,,,,,,,,0.000,,,,0.000,,,,0.000,,
DefinedBenefitPlanEstimatedFutureEmployerContributionsInCurrentFiscalYear,,,,,,,2700000.000,,,,,,,,,,,,,,,,,
DefinedBenefitPlanEstimatedFutureEmployerContributionsInNextFiscalYear,,,,,500000.000,3600000.000,,,,,,,,,,,,,,,,,,
DefinedBenefitPlanExpectedFutureBenefitPaymentsFiveFiscalYearsThereafter,,,,,,21300000.000,,,,21200000.000,,,,21300000.000,,,,20500000.000,,,,20000000.000,,
DefinedBenefitPlanFairValueOfPlanAssets,,,,,,60303000.000,,,,60028000.000,,,,,,,,,,,,,,
DefinedBenefitPlanWeightedAverageAssetAllocations,,,,,,1.000,,,,1.000,,,,1.000,,,,1.000,,,,1.000,,
