,2011-12-31,2012-12-31,2013-12-31,2014-12-31,2015-12-31
AdvertisingExpense,,731962.000,754294.000,766924.000,
AllowanceForDoubtfulAccountsReceivablePeriodIncreaseDecrease,,611234.000,437993.000,930389.000,
CashAndCashEquivalentsPeriodIncreaseDecrease,597641.000,265993.000,357574.000,569283.000,-10509918.000
ComprehensiveIncomeNetOfTax,205575899.000,131705002.000,191531552.000,139480906.000,102602458.000
CostOfGoodsSold,827526283.000,859918076.000,867845745.000,868280442.000,819738022.000
DepreciationDepletionAndAmortization,9284717.000,10928610.000,13069959.000,12939730.000,14369671.000
EarningsPerShareBasic,0.740,0.820,0.880,0.900,
EarningsPerShareBasicAndDiluted,,0.820,,,
EffectOfExchangeRateOnCashAndCashEquivalents,2155824.000,515078.000,1396772.000,545820.000,-9273237.000
GainLossOnDispositionOfAssets,,,,,-2294707662.000
GeneralAndAdministrativeExpense,4211653.000,4598557.000,4725345.000,4147497.000,4233579.000
GrossProfit,121605152.000,133184669.000,143477885.000,143855230.000,119158293.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,114137132.000,126417222.000,136493493.000,138935086.000,111875965.000
IncomeTaxExpenseBenefit,0.000,,,,
IncomeTaxesPaid,2171004.000,,,,
IncreaseDecreaseInAccountsPayable,-5831419.000,-5687514.000,-5024141.000,-4092115.000,-27385536.000
IncreaseDecreaseInAccountsReceivable,-301581.000,-11837759.000,-8777416.000,-9963530.000,-111218061.000
IncreaseDecreaseInAccruedLiabilities,-71225.000,,,,
IncreaseDecreaseInInventories,-31613779.000,-86456869.000,-84654827.000,-22776108.000,340505246.000
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,493070.000,324380.000,-314671.000,329175.000,1241228.000
IncreaseDecreaseInPropertyAndOtherTaxesPayable,-76905.000,-135845.000,-64903.000,-87483.000,0.000
InterestExpense,2171004.000,1110340.000,937163.000,666613.000,573214.000
InterestPaid,,1110340.000,937163.000,666613.000,758803.000
NetCashProvidedByUsedInFinancingActivities,-9939439.000,-13203619.000,-8353030.000,-6028738.000,2068428.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,-9939439.000,-13203619.000,-8353030.000,-6028738.000,2068428.000
NetCashProvidedByUsedInInvestingActivities,-77638755.000,-11121978.000,-43779419.000,-110084814.000,-324337031.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-77638755.000,-11121978.000,-43779419.000,-110084814.000,-324337031.000
NetCashProvidedByUsedInOperatingActivities,86020011.000,34076513.000,51093250.000,116137014.000,321031922.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,86020011.000,34076513.000,51093250.000,116137014.000,321031922.000
NetIncomeLoss,114137132.000,126417222.000,136493493.000,138935086.000,111875695.000
NetIncomeLossAvailableToCommonStockholdersBasic,,126417222.000,136493493.000,138935086.000,
NonoperatingIncomeExpense,687854.000,885804.000,688106.000,1686436.000,654283.000
OperatingExpenses,5984870.000,6542911.000,6735335.000,5939968.000,6054831.000
OperatingIncomeLoss,115620282.000,126641758.000,136742550.000,137915263.000,113103462.000
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationGainLossArisingDuringPeriodNetOfTax,91438767.000,5287780.000,55038059.000,545820.000,-9273237.000
OtherComprehensiveIncomeLossNetOfTax,,5287780.000,55038059.000,545820.000,-9273237.000
PaymentsOfDividendsCommonStock,0.000,,,,
PaymentsToAcquirePropertyPlantAndEquipment,77638755.000,11121978.000,43779419.000,110084814.000,324337031.000
ProceedsFromIssuanceOfCommonStock,0.000,,,,2068428.000
ProceedsFromRepaymentsOfDebt,-4641493.000,-7274734.000,-3932423.000,-2617595.000,
ProceedsFromSaleMaturityAndCollectionsOfInvestments,0.000,0.000,,0.000,
ProfitLoss,114137132.000,,,,
ProvisionForDoubtfulAccounts,0.000,,437993.000,930389.000,1334186.000
SalesRevenueGoodsNet,949131434.000,993102745.000,1011323630.000,1012135672.000,938896315.000
SellingAndMarketingExpense,1773217.000,1944354.000,2009990.000,1792470.000,1821252.000
TemporaryEquityOtherChanges,,,,,2068428.000
WeightedAverageNumberOfSharesOutstandingBasic,155097355.000,155097355.000,155097355.000,155097355.000,
