,2011-06-30,2011-09-30
EarningsPerShareBasicAndDiluted,0.000,0.000
GainLossOnSaleOfDerivatives,,690807.000
IncomeLossFromContinuingOperations,-841022.000,-285137.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,-841022.000,-285137.000
IncomeLossFromContinuingOperationsPerBasicAndDilutedShare,0.000,0.000
IncomeLossFromDiscontinuedOperationsNetOfTaxAttributableToReportingEntity,-4142.000,-2331.000
IncomeLossFromDiscontinuedOperationsNetOfTaxPerBasicAndDilutedShare,0.000,0.000
IncomeTaxExpenseBenefit,0.000,0.000
InterestExpense,-230830.000,-368744.000
MarketableSecuritiesRealizedGainLoss,0.000,0.000
NetIncomeLoss,-845164.000,-287468.000
NonoperatingIncomeExpense,-230830.000,322063.000
OperatingExpenses,610192.000,607200.000
OperatingIncomeLoss,-610192.000,-607200.000
SalesRevenueServicesNet,0.000,0.000
