,2011-10-31,2012-01-31,2012-04-30,2012-07-31,2012-10-31,2013-01-31,2013-04-30,2013-07-31,2013-10-31,2014-01-31,2014-04-30
AssetImpairmentCharges,,,,,,851000.000,,,0.000,500000.000,
CashAndCashEquivalentsPeriodIncreaseDecrease,-4999000.000,,,,-10031000.000,,,,,,
CashProvidedByUsedInOperatingActivitiesDiscontinuedOperations,-383000.000,,,,,,,,,,
ComprehensiveIncomeNetOfTax,,,,,-27806000.000,41240000.000,3276000.000,-13052000.000,-32981000.000,37820000.000,11859000.000
CostOfGoodsAndServicesSold,163309000.000,328250000.000,216977000.000,197077000.000,167133000.000,331101000.000,209861000.000,195507000.000,168827000.000,308830000.000,189820000.000
DeferredIncomeTaxExpenseBenefit,-188000.000,,,,,,,,,,
DeferredRevenueAdditions,,,,,24980000.000,44569000.000,31727000.000,28893000.000,25934000.000,43907000.000,33135000.000
DeferredRevenueRevenueRecognized,,,,,34257000.000,41331000.000,36090000.000,35762000.000,33955000.000,40460000.000,35925000.000
DepreciationAndAmortization,9888000.000,9293000.000,9275000.000,9431000.000,8872000.000,8605000.000,8317000.000,7976000.000,7661000.000,7461000.000,7203000.000
EarningsPerShareBasic,,0.890,,,,1.270,0.160,,,1.540,0.230
EarningsPerShareBasicAndDiluted,-0.990,,-0.140,,-0.880,,,,-0.830,,
EarningsPerShareDiluted,,0.770,,,,1.020,0.130,,,1.130,0.190
EffectOfExchangeRateOnCashAndCashEquivalents,-417000.000,,,,136000.000,,,,,,
EffectOfExchangeRateOnCashAndCashEquivalentsContinuingOperations,,,,,,,,,-99000.000,,
GainLossOnSaleOfPropertyPlantEquipment,-384000.000,,,,-277000.000,,,,-215000.000,,
GainLossRelatedToLitigationSettlement,,,,,1860000.000,,331000.000,,,,300000.000
GrossProfit,187674000.000,335512000.000,228193000.000,209886000.000,190335000.000,339651000.000,232847000.000,221581000.000,193788000.000,347619000.000,241209000.000
IncomeLossFromContinuingOperations,-31720000.000,28930000.000,-4440000.000,-19666000.000,-28265000.000,41208000.000,5052000.000,-7983000.000,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,-32417000.000,32763000.000,-3572000.000,-22305000.000,-28845000.000,45185000.000,4260000.000,-8664000.000,-27641000.000,53426000.000,8516000.000
IncomeLossFromContinuingOperationsPerBasicAndDilutedShare,-0.990,,-0.140,,-0.880,,,,,,
IncomeLossFromContinuingOperationsPerBasicShare,,0.900,,,,1.270,0.160,,,,
IncomeLossFromContinuingOperationsPerDilutedShare,,0.780,,,,1.020,0.130,,,,
IncomeLossFromDiscontinuedOperationsNetOfTax,-154000.000,-92000.000,-87000.000,-81000.000,,,,,,,
IncomeLossFromDiscontinuedOperationsNetOfTaxPerBasicAndDilutedShare,,,,,0.000,,,,,,
IncomeLossFromDiscontinuedOperationsNetOfTaxPerBasicShare,,-0.010,,,,,,,,,
IncomeLossFromDiscontinuedOperationsNetOfTaxPerDilutedShare,,-0.010,,,,,,,,,
IncomeTaxExpenseBenefit,-697000.000,3833000.000,868000.000,-2639000.000,-580000.000,3977000.000,-792000.000,-681000.000,-335000.000,2640000.000,-306000.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,82792000.000,,,,127611000.000,,,,76521000.000,,
IncreaseDecreaseInDeferredRevenue,-10402000.000,,,,-9375000.000,,,,-7553000.000,,
IncreaseDecreaseInInventories,141836000.000,,,,166704000.000,,,,138100000.000,,
IncreaseDecreaseInOtherCurrentAssets,,,,,,,,,-379000.000,,
IncreaseDecreaseInOtherOperatingAssets,134000.000,,,,-532000.000,,,,-503000.000,,
IncreaseDecreaseInOtherOperatingLiabilities,-2485000.000,,,,49000.000,,,,-1310000.000,,
IncrementalCommonSharesAttributableToCallOptionsAndWarrants,,,,,,6759000.000,5894000.000,,,9597000.000,5120000.000
IncrementalCommonSharesAttributableToShareBasedPaymentArrangements,,,,,,1120000.000,903000.000,,,2506000.000,2738000.000
InterestExpense,9930000.000,10429000.000,9777000.000,14513000.000,5842000.000,6088000.000,5668000.000,5584000.000,5609000.000,6096000.000,5401000.000
NetCashProvidedByUsedInContinuingOperations,,,,,,,,,-3115000.000,,
NetCashProvidedByUsedInFinancingActivities,98500000.000,,,,70698000.000,,,,95792000.000,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,98500000.000,,,,70698000.000,,,,95792000.000,,
NetCashProvidedByUsedInInvestingActivities,-7480000.000,,,,-8465000.000,,,,-11863000.000,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-7480000.000,,,,-8465000.000,,,,-11863000.000,,
NetCashProvidedByUsedInOperatingActivities,-95219000.000,,,,-72400000.000,,,,-86945000.000,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-95219000.000,,,,-72400000.000,,,,-86945000.000,,
NetIncomeLossAvailableToCommonStockholdersBasic,-31874000.000,28838000.000,-4527000.000,-19747000.000,-28265000.000,41208000.000,5052000.000,-7983000.000,-27306000.000,50786000.000,8822000.000
OperatingIncomeLoss,-22487000.000,43192000.000,6205000.000,-7792000.000,-23003000.000,51273000.000,9928000.000,-3080000.000,-22032000.000,59522000.000,13917000.000
OtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentBeforeReclassificationAdjustmentsNetOfTax,,,,,-55000.000,76000.000,318000.000,-305000.000,,,
OtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentNetOfTax,,,,,,,,,74000.000,-128000.000,-164000.000
OtherComprehensiveIncomeLossDerivativesQualifyingAsHedgesNetOfTax,,,,,,,,,-2516000.000,,
OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentNetOfTax,,,,,514000.000,-44000.000,-2094000.000,-4061000.000,-3233000.000,-12763000.000,3299000.000
OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIOnDerivativesNetOfTax,,,,,,,,,,-65000.000,-43000.000
