,2011-09-30,2012-09-30
CashPeriodIncreaseDecrease,-75252.000,19178.000
EarningsPerShareBasicAndDiluted,0.000,0.000
ExplorationExpenseMining,440123.000,26573.000
GeneralAndAdministrativeExpense,202532.000,109774.000
IncreaseDecreaseInAccountsPayable,-6748.000,-16483.000
IncreaseDecreaseInDepositOtherAssets,-5330.000,
MarketingAndAdvertisingExpense,72910.000,8111.000
NetCashProvidedByUsedInFinancingActivities,726056.000,250000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,726056.000,250000.000
NetCashProvidedByUsedInInvestingActivities,-30000.000,-50000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-30000.000,-50000.000
NetCashProvidedByUsedInOperatingActivities,-771308.000,-180822.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-771308.000,-180822.000
NetIncomeLoss,-769890.000,-263499.000
OperatingExpenses,769890.000,263499.000
OperatingIncomeLoss,769890.000,-263499.000
PaymentsToAcquireOtherProductiveAssets,30000.000,50000.000
ProceedsFromIssuanceOfCommonStock,728000.000,200000.000
ProceedsFromNotesPayable,,50000.000
ProceedsFromRelatedPartyDebt,-1944.000,
RelatedPartyCosts,54325.000,19881.000
ShareBasedCompensation,,99160.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriodGross,,6000000.000
ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsGrantsInPeriodWeightedAverageExercisePrice,,0.030
StockIssuedDuringPeriodValueNewIssues,728000.000,200000.000
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,247966485.000
