,2012-05-31,2013-05-31
CashAndCashEquivalentsPeriodIncreaseDecrease,-7084.000,307.000
GeneralAndAdministrativeExpense,3998.000,4138.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-10484.000,-9588.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,-100.000,3770.000
IncreaseDecreaseInInterestPayableNet,,125.000
IncreaseDecreaseInNotesPayableCurrent,,3000.000
NetCashProvidedByUsedInFinancingActivities,3500.000,6000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,3500.000,6000.000
NetCashProvidedByUsedInOperatingActivities,-10584.000,-5693.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-10584.000,-5693.000
NetIncomeLoss,-10484.000,-9588.000
OperatingExpenses,10484.000,9588.000
ProceedsFromIssuanceOfCommonStock,3500.000,3000.000
ProfessionalFees,6486.000,5450.000
StockIssuedDuringPeriodValueOther,3500.000,3000.000
