,2012-03-31,2012-06-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30
AmortizationOfDebtDiscountPremium,,,7828.000,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,,-74815.000,,,
DepreciationAndAmortization,,,42881.000,42893.000,42893.000,42881.000
DevelopmentCosts,,,-150.000,,,
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,,0.340,,,
EffectiveIncomeTaxRateReconciliationStateAndLocalIncomeTaxes,,,0.000,,,
GeneralAndAdministrativeExpense,14788.000,11350.000,4833.000,4150.000,6067.000,2410.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,-73997.000,-55811.000,-112595.000,-168498.000,-117856.000,-87724.000
IncomeTaxReconciliationChangeInDeferredTaxAssetsValuationAllowance,,,42370.000,,,
IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate,,,-38283.000,,,
IncomeTaxReconciliationStateAndLocalIncomeTaxes,,,-4087.000,,,
IncreaseDecreaseInOtherAccruedLiabilities,,,-26506.000,,,
InterestExpense,,3278.000,7828.000,11199.000,12885.000,14953.000
InterestExpenseRelatedParty,,,17059.000,,,
NetCashProvidedByUsedInOperatingActivities,,,-74815.000,,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,-74815.000,,,
NetIncomeLoss,-73997.000,-59089.000,-112595.000,-168498.000,-117856.000,-87724.000
OperatingExpenses,73997.000,55811.000,112595.000,168498.000,117856.000,87724.000
ProfessionalFees,53074.000,36770.000,500.000,52216.000,18553.000,9127.000
ResearchAndDevelopmentExpense,,,46741.000,41520.000,31318.000,15449.000
ValuationAllowanceDeferredTaxAssetChangeInAmount,,,42370.000,,,
