,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
LitigationReserveNoncurrent,,,,,,,609950.000,,,
LossContingencyEstimateOfPossibleLoss,0.000,,,,0.000,,,,0.000,
MinorityInterest,2996434.000,3153387.000,3324068.000,3442342.000,3723692.000,4165227.000,4434803.000,4779222.000,5052519.000,5557232.000
MinorityInterestOwnershipPercentageByParent,,0.820,,,,,,,,
OtherLiabilitiesCurrent,71562.000,50065.000,28949.000,28573.000,78307.000,27021.000,26916.000,26911.000,77973.000,23352.000
OtherLongTermDebtNoncurrent,,,,,,,,607580.000,574921.000,569294.000
OtherReceivablesNetCurrent,1755.000,3562.000,3323.000,3347.000,2125.000,3333.000,3235.000,3223.000,1555.000,3149.000
PrepaidExpenseCurrent,691802.000,957788.000,318729.000,30714.000,201542.000,1326604.000,1221111.000,470162.000,518722.000,398338.000
PrepaidRent,,,,,,,,,,1015795.000
PropertyPlantAndEquipmentGross,20864591.000,21821495.000,23877195.000,23841848.000,23745925.000,23973424.000,24898867.000,26411776.000,25521829.000,26530624.000
PropertyPlantAndEquipmentNet,20331864.000,21137554.000,22986492.000,22760108.000,22447911.000,22423207.000,23141717.000,24379696.000,23274180.000,23962577.000
RetainedEarningsAccumulatedDeficit,1011471.000,1335509.000,1697545.000,2094316.000,2802184.000,3742485.000,4537239.000,5350300.000,6274052.000,7385543.000
ShortTermBorrowings,471277.000,473810.000,474725.000,455703.000,0.000,449658.000,436464.000,434768.000,0.000,420829.000
ShortTermDebtPercentageBearingFixedInterestRate,0.078,0.078,0.078,0.078,0.078,0.061,0.061,0.061,0.061,0.061
StockholdersEquity,1993806.000,2518032.000,2887729.000,3095343.000,3687853.000,4658650.000,5254865.000,6040800.000,6634335.000,7764239.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,4990240.000,5671419.000,6211797.000,6537685.000,7411545.000,8823877.000,9689668.000,10820022.000,11686854.000,13321471.000
