,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30
AccountsPayableCurrent,446869.000,450495.000,370723.000,346114.000,526676.000,498444.000,495326.000,423760.000,380594.000,438122.000,381305.000,475319.000,682516.000,550571.000,326570.000,457790.000,258865.000,511963.000,389973.000,434630.000,619061.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,3938587.000,4189606.000,4438799.000,4678021.000,4923042.000,5154386.000,5392684.000,5627587.000,5860332.000,6093078.000,6294700.000,6500672.000,6673449.000,6850764.000,6997153.000,7024990.000,7040555.000,7054493.000,2627864.000,2661168.000,2673628.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,39267.000,9322.000,2111.000,4859.000,4016.000,12097.000,8468.000,2483.000,10253.000,6550.000,3009.000,-4932.000,-3968.000,-5516.000,-8698.000,-7718.000,-6091.000,-6894.000,-10190.000,-9021.000,-5254.000
AdditionalPaidInCapitalCommonStock,84647596.000,85793900.000,86224400.000,86473070.000,86473069.000,86805769.000,86805769.000,87055369.000,87055369.000,87132799.000,87230381.000,87401274.000,87550957.000,87591786.000,87685232.000,87813032.000,87850408.000,87861681.000,87949096.000,88486591.000,91728505.000
AssetRetirementObligationsNoncurrent,424678.000,429893.000,435171.000,440457.000,445807.000,451281.000,456823.000,462311.000,467926.000,473672.000,479488.000,485248.000,491142.000,497174.000,503279.000,509325.000,515511.000,521842.000,528250.000,534666.000,541161.000
Assets,27182431.000,25405825.000,23330370.000,21890257.000,19703403.000,17317457.000,15507538.000,13619280.000,11680133.000,10030049.000,8459842.000,7187875.000,5726322.000,7648058.000,5906846.000,4621429.000,3162365.000,2395087.000,3203934.000,2312291.000,2733711.000
AssetsCurrent,22216841.000,20721199.000,18902148.000,17746184.000,15805629.000,13632133.000,12064141.000,10410555.000,8696383.000,7282748.000,5948727.000,4897931.000,3641505.000,5766538.000,4174897.000,2916337.000,1470451.000,717914.000,1542708.000,683200.000,1113313.000
AssetsFairValueDisclosureNonrecurring,,,,,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
AvailableForSaleEquitySecuritiesAmortizedCostBasis,,,,,11165.000,11165.000,11165.000,11165.000,11165.000,11165.000,11165.000,11165.000,11165.000,11165.000,11165.000,11165.000,11165.000,11165.000,11165.000,11165.000,11165.000
AvailableForSaleSecurities,,,,,,,,,,,14174.000,6233.000,7197.000,5649.000,2467.000,3447.000,5074.000,4271.000,975.000,2144.000,5911.000
AvailableForSaleSecuritiesAccumulatedGrossUnrealizedGainBeforeTax,,,,,,,,,,,,,,,,,6091.000,6894.000,10190.000,,
AvailableForSaleSecuritiesAccumulatedGrossUnrealizedLossBeforeTax,,,,,,,,,,,,,,,,,,,,9021.000,5254.000
AvailableForSaleSecuritiesFairValueDisclosure,,,,,15181.000,23262.000,19633.000,13648.000,21418.000,17715.000,,,,,,,,,,,
AvailableForSaleSecuritiesNoncurrent,50432.000,20487.000,13276.000,16024.000,15181.000,23262.000,19633.000,13648.000,21418.000,17715.000,14174.000,6233.000,7197.000,5649.000,2467.000,3447.000,5074.000,4271.000,975.000,2144.000,5911.000
AvailableforsaleSecuritiesGrossUnrealizedGain,,,,,4016.000,12097.000,8468.000,2483.000,10253.000,6550.000,,,,,,,,,,,
BuildingsAndImprovementsGross,836454.000,836454.000,836454.000,836454.000,836454.000,836454.000,836454.000,836454.000,836454.000,836454.000,836454.000,836454.000,836454.000,836454.000,836454.000,836454.000,836454.000,836454.000,836454.000,836454.000,836454.000
CashAndCashEquivalentsAtCarryingValue,20464016.000,18899949.000,17121800.000,16007055.000,13905957.000,11792222.000,10246073.000,8626874.000,6908782.000,5438013.000,4145092.000,4694957.000,3339409.000,5426539.000,3862462.000,2653693.000,1111410.000,343664.000,1203048.000,393244.000,783759.000
