,2011-02-26,2011-06-18,2011-09-10,2011-12-03,2012-02-25,2012-06-16,2012-09-08,2012-12-01,2013-02-23,2013-06-15,2013-09-07,2013-11-30,2014-02-22,2014-06-14,2014-09-06,2014-11-29,2015-02-28,2015-06-20,2015-09-12,2015-12-05,2016-02-27,2016-06-18,2016-09-10,2016-12-03,2017-02-25,2017-06-17
AccountsPayableAndAccruedLiabilitiesCurrent,,2686000000.000,2739000000.000,2720000000.000,,2512000000.000,2546000000.000,2423000000.000,,1393000000.000,1374000000.000,,,,,,,,,,,,,,,
AccountsPayableCurrent,2107000000.000,,,,1965000000.000,,,,1089000000.000,,,1129000000.000,1043000000.000,1055000000.000,1184000000.000,1201000000.000,1121000000.000,1130000000.000,1175000000.000,1200000000.000,1118000000.000,1136000000.000,1170000000.000,924000000.000,881000000.000,940000000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,5760000000.000,,,,3277000000.000,,,,2618000000.000,,,,2779000000.000,,,,2897000000.000,,,,2467000000.000,
AccumulatedOtherComprehensiveIncomeLossDefinedBenefitPensionAndOtherPostretirementPlansNetOfTax,,,,,,,,,,,,,,,0.000,,,,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-446000000.000,-429000000.000,-393000000.000,-379000000.000,-657000000.000,-636000000.000,-617000000.000,-601000000.000,-612000000.000,-546000000.000,-533000000.000,-520000000.000,-307000000.000,-296000000.000,-289000000.000,-387000000.000,-423000000.000,-410000000.000,-402000000.000,-375000000.000,-422000000.000,-416000000.000,-411000000.000,-307000000.000,-278000000.000,-278000000.000
AdditionalPaidInCapitalCommonStock,2855000000.000,2856000000.000,2859000000.000,2860000000.000,2855000000.000,2808000000.000,3039000000.000,3044000000.000,3046000000.000,2934000000.000,2885000000.000,2872000000.000,2862000000.000,2824000000.000,2815000000.000,2815000000.000,2810000000.000,2793000000.000,2795000000.000,2802000000.000,2808000000.000,2806000000.000,2813000000.000,2820000000.000,2828000000.000,2832000000.000
AllowanceForDoubtfulAccountsReceivable,,,,,-8000000.000,,,,5000000.000,,,,9000000.000,,,,18000000.000,,,,13000000.000,,,,,
AlternativeInvestmentsFairValueDisclosure,,,,,,,,,,,,,,,,,,,,,,,,,388000000.000,
Assets,13758000000.000,13639000000.000,13532000000.000,12785000000.000,12053000000.000,11935000000.000,11854000000.000,11857000000.000,11034000000.000,4691000000.000,4738000000.000,4711000000.000,4374000000.000,4354000000.000,4486000000.000,5078000000.000,4485000000.000,4491000000.000,4612000000.000,4643000000.000,4370000000.000,4373000000.000,4361000000.000,4474000000.000,3580000000.000,3595000000.000
AssetsCurrent,3420000000.000,3456000000.000,3651000000.000,3785000000.000,3225000000.000,3256000000.000,3312000000.000,3465000000.000,2970000000.000,1680000000.000,1807000000.000,1845000000.000,1543000000.000,1613000000.000,1723000000.000,2241000000.000,1700000000.000,1726000000.000,1844000000.000,1867000000.000,1635000000.000,1691000000.000,1689000000.000,1850000000.000,1541000000.000,1551000000.000
AssetsHeldForSaleLongLived,,,,,35000000.000,,149000000.000,163000000.000,79000000.000,9000000.000,,,,,,,,,,,,,,,,
AssetsHeldForSaleLongLivedFairValueDisclosure,,,,,27000000.000,,64000000.000,82000000.000,40000000.000,6000000.000,,,,,,,,,,,,,,,,
AssetsHeldForSalePropertyPlantAndEquipment,,,,,76000000.000,,,,,,,,,,,,,,,,,,,,,
AssetsOfDisposalGroupIncludingDiscontinuedOperation,,,,,,,,,,,,,,,,,,,,,,,,985000000.000,,
AssetsOfDisposalGroupIncludingDiscontinuedOperationCurrent,,,,,,,,,1494000000.000,2000000.000,2000000.000,,,,,,,,,,,,,394000000.000,0.000,
AssetsOfDisposalGroupIncludingDiscontinuedOperationNoncurrent,,,,,,,,,4977000000.000,,,,,,,,,,,,,,,,,
BankOverdrafts,,292000000.000,309000000.000,301000000.000,268000000.000,249000000.000,235000000.000,279000000.000,131000000.000,122000000.000,148000000.000,150000000.000,134000000.000,118000000.000,148000000.000,157000000.000,145000000.000,122000000.000,150000000.000,147000000.000,131000000.000,109000000.000,132000000.000,88000000.000,91000000.000,77000000.000
BuildingsAndImprovementsGross,,,,,3590000000.000,,,,1294000000.000,,,,,,,,,,,,,,,,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCurrentAssetsOther,,,,,,,,,,,,,,,1000000.000,,,,,,,,,,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedIntangibles,,,,,,,,,,,,,,,4000000.000,,,,,,,,,,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedInventory,,,,,,,,,,,,,,,5000000.000,,,,,,,,,,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedPropertyPlantAndEquipment,,,,,,,,,,,,,,,15000000.000,,,,,,,,,,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredGoodwillAndLiabilitiesAssumedNet,,,,,,,,,,,,,,,14000000.000,,,,,,,,,,,
CapitalLeaseObligations,,1133000000.000,1119000000.000,1095000000.000,1096000000.000,1091000000.000,1130000000.000,1116000000.000,330000000.000,319000000.000,286000000.000,279000000.000,246000000.000,233000000.000,227000000.000,222000000.000,213000000.000,207000000.000,208000000.000,209000000.000,203000000.000,203000000.000,197000000.000,193000000.000,186000000.000,179000000.000
CapitalLeaseObligationsCurrent,,,,,65000000.000,,,,55000000.000,,,,27000000.000,,,,26000000.000,,,,24000000.000,,,,26000000.000,
CapitalLeaseObligationsNoncurrent,,,,,1031000000.000,,,,275000000.000,,,,,,,,,,,,,,,,,
CapitalLeasedAssetsGross,,,,,922000000.000,,,,335000000.000,,,,,,,,,,,,,,,,,
CapitalLeasesFutureMinimumPaymentsDue,,,,,1883000000.000,,,,451000000.000,,,,392000000.000,,,,332000000.000,,,,312000000.000,,,,282000000.000,
CapitalLeasesFutureMinimumPaymentsDueCurrent,,,,,150000000.000,,,,56000000.000,,,,51000000.000,,,,45000000.000,,,,42000000.000,,,,42000000.000,
CapitalLeasesFutureMinimumPaymentsDueInFiveYears,,,,,135000000.000,,,,42000000.000,,,,39000000.000,,,,35000000.000,,,,31000000.000,,,,27000000.000,
CapitalLeasesFutureMinimumPaymentsDueInFourYears,,,,,142000000.000,,,,44000000.000,,,,41000000.000,,,,38000000.000,,,,36000000.000,,,,33000000.000,
