,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30
AssetManagementCosts,9198.000,6859.000,4731.000,4610.000,4272.000,3853.000,2973.000,2426.000,1759.000
EarningsPerShareBasicAndDiluted,,,,3.090,-3.870,,-4.900,-3.410,-2.360
ExchangeFees,4502.000,3408.000,2805.000,2763.000,2791.000,4641.000,2676.000,2762.000,4392.000
FloorBrokerage,1934.000,2919.000,621.000,768.000,520.000,488.000,344.000,281.000,176.000
GainLossOnInvestments,446176.000,1116055.000,-864212.000,417104.000,-317844.000,-22390.000,-397576.000,-226559.000,-129242.000
GeneralInsuranceExpense,3940.000,5738.000,4372.000,3935.000,4555.000,3782.000,4802.000,5108.000,5052.000
IncreaseDecreaseInAccruedLiabilities,,,-30803.000,,,,3608.000,,
IncreaseDecreaseInDueFromRelatedParties,,,,,,,-1647.000,,
IncreaseDecreaseInDueToRelatedParties,,,9103.000,,,,5970.000,,
IncreaseDecreaseInOtherAccountsPayable,,,136708.000,,,,-38875.000,,
IncreaseDecreaseInOtherOperatingAssets,,,,,,,60500.000,,
IncreaseDecreaseInPrepaidExpense,,,9752.000,,,,8569.000,,
IncreaseDecreaseInReceivables,,,-44500.000,,,,10954.000,,
InterestIncomeOperating,527.000,,,,9.000,,,,
InvestmentIncomeNet,-23550.000,-66339.000,-82824.000,-107765.000,-70004.000,-83093.000,-92990.000,-114158.000,-106903.000
LegalFees,2396.000,1814.000,18835.000,8692.000,2200.000,3914.000,3154.000,18929.000,15665.000
NetIncomeLoss,422626.000,1049716.000,-947036.000,309339.000,-387848.000,-105483.000,-490566.000,-340717.000,-236145.000
NoninterestExpenseTransferAgentAndCustodianFees,,,1037.000,,,,1079.000,1101.000,1198.000
OperatingExpenses,73611.000,89852.000,82824.000,107765.000,70013.000,83094.000,92990.000,114158.000,106903.000
OtherCostAndExpenseOperating,958.000,6464.000,2372.000,7660.000,1572.000,-6536.000,1110.000,1369.000,1275.000
PaymentsForProceedsFromInvestments,,,-113916.000,,,,-150490.000,,
ProfessionalFees,,,,,8750.000,,8420.000,8934.000,8824.000
RealizedInvestmentGainsLosses,506884.000,439456.000,-683004.000,316694.000,-501293.000,90526.000,-447404.000,-211909.000,-212897.000
Revenues,977.000,900.000,,,9.000,,,,
RevenuesExcludingInterestAndDividends,450.000,900.000,,,,,,,
SalesRevenueNet,-506357.000,-439456.000,,,501302.000,,,,
StockIssuedDuringPeriodSharesNewIssues,,,0.000,,,,,,
StockRedeemedOrCalledDuringPeriodShares,,,,0.000,,,,,
SuppliesAndPostageExpense,4794.000,4885.000,3414.000,14411.000,5414.000,5850.000,4436.000,5902.000,3808.000
TrusteeFees,,,,620.000,633.000,,625.000,625.000,625.000
UnrealizedGainLossOnInvestments,-60708.000,676599.000,-181208.000,100410.000,183449.000,-112916.000,49828.000,-14650.000,83655.000
