,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31
AssetImpairmentCharges,,,,,3000000.000,,,,,,,,
CapitalExpendituresIncurredButNotYetPaid,,,,,,,,,10000000.000,,,,6000000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,68000000.000,,,,,,,,175000000.000,,,,166000000.000
CashProvidedByUsedInInvestingActivitiesDiscontinuedOperations,,,,,,,,,0.000,,,,
CashProvidedByUsedInOperatingActivitiesDiscontinuedOperations,,,,,,,,,-2000000.000,,,,
ComprehensiveIncomeNetOfTax,43000000.000,-32000000.000,62000000.000,-357000000.000,0.000,-57000000.000,-32000000.000,-880000000.000,-91000000.000,-60000000.000,-455000000.000,13000000.000,150000000.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,,,,,,,,,-84000000.000,-53000000.000,-448000000.000,21000000.000,
ContractualInterestExpenseOnPrepetitionLiabilitiesNotRecognizedInStatementOfOperations,,,,,,,,,70000000.000,,70000000.000,,
CostsAndExpenses,289000000.000,327000000.000,290000000.000,896000000.000,266000000.000,301000000.000,292000000.000,756000000.000,354000000.000,378000000.000,816000000.000,362000000.000,241000000.000
DebtorReorganizationItemsLegalAndAdvisoryProfessionalFees,,,,,,,,,28000000.000,28000000.000,24000000.000,21000000.000,1000000.000
DebtorReorganizationItemsProvisionForExpectedAllowedClaims,,,,,,,,,,19000000.000,0.000,,
DeferredIncomeTaxesAndTaxCredits,8000000.000,,,,0.000,,,,0.000,,,,
DepreciationDepletionAndAmortization,39000000.000,40000000.000,39000000.000,40000000.000,32000000.000,32000000.000,32000000.000,172000000.000,67000000.000,71000000.000,71000000.000,62000000.000,24000000.000
DiscontinuedOperationIncomeLossFromDiscontinuedOperationBeforeIncomeTax,,,,,,,,,0.000,30000000.000,-1000000.000,0.000,
