,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AssetRetirementObligationAccretionExpense,32888.000,33370.000,29860.000,30294.000,30748.000,31199.000,31718.000,31786.000,27205.000,16859.000,32568.000,31801.000,29413.000,18784.000,32031.000,32499.000,32910.000,29247.000,19482.000,19767.000,20058.000,20354.000,25712.000
AssetRetirementObligationLiabilitiesSettled,,,,,,,181270.000,,,,84817.000,,,,,,,,,,,,
AssetRetirementObligationRevisionOfEstimate,,,,,,,154080.000,,,,,,,,,,,,,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,,411867.000,,,,182420.000,,,,-25656.000,,,,114902.000,,,,-237314.000,,,,63567.000
CostsAndExpenses,632031.000,835754.000,804218.000,639827.000,745806.000,697991.000,737916.000,682834.000,601689.000,567717.000,600957.000,534478.000,540937.000,445322.000,513434.000,459303.000,481340.000,396762.000,1721961.000,1851334.000,570792.000,,370619.000
DepreciationDepletionAndAmortization,220211.000,365462.000,277621.000,189944.000,221370.000,208828.000,213373.000,200537.000,178827.000,135124.000,144651.000,146020.000,161331.000,125828.000,105338.000,128548.000,130429.000,114433.000,1407970.000,,,,95115.000
GasGatheringTransportationMarketingAndProcessingCosts,36633.000,43093.000,59689.000,21131.000,29135.000,31336.000,30318.000,24457.000,26964.000,34957.000,21470.000,27405.000,28406.000,30906.000,29231.000,39176.000,33744.000,22655.000,47938.000,30682.000,3353.000,2644.000,4412.000
GeneralAndAdministrativeExpense,100750.000,100750.000,99250.000,99250.000,99250.000,94250.000,98000.000,98000.000,90500.000,95500.000,95510.000,95490.000,93500.000,91500.000,92500.000,92000.000,92250.000,87250.000,87000.000,87000.000,87000.000,87000.000,78845.000
GeneralPartnersCapitalAccountDistributionAmount,,,-226202.000,,,,94530.000,,,,,,,,,,,,,,,,
ImpairmentOfOilAndGasProperties,,,,,,,,,,,,,,,,,,,1271885.000,1392268.000,209027.000,,0.000
IncreaseDecreaseInAccountsReceivable,,,-154188.000,,,,-15098.000,,,,431713.000,,,,-59896.000,,,,31959.000,,,,-13663.000
IncreaseDecreaseInAccruedLiabilities,,,-282045.000,,,,-5328.000,,,,148233.000,,,,-17424.000,,,,-76812.000,,,,-5800.000
IncreaseDecreaseInAssetRetirementObligations,,,,,,,,,,,,,,,,,,,-228118.000,,,,-528.000
