,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-12-31
AccountsPayableAndOtherAccruedLiabilitiesCurrent,,,,,,,,,,,,,91778000.000
AccountsPayableCurrent,21633000.000,24011000.000,26561000.000,26105000.000,29116000.000,27902000.000,26345000.000,34314000.000,32339000.000,36729000.000,41789000.000,31815000.000,48554000.000
AccountsReceivableGrossCurrent,,,,,,,,,,195791000.000,,,184192000.000
AccountsReceivableNetCurrent,121731000.000,127231000.000,138826000.000,133308000.000,142551000.000,144096000.000,156813000.000,170601000.000,176663000.000,185769000.000,183548000.000,205325000.000,174248000.000
AccruedInsuranceCurrent,,,,,,,,,,,,,15881000.000
AccruedLiabilitiesAndOtherLiabilities,,,,,,,,,,24923000.000,22734000.000,26339000.000,
AccruedLiabilitiesCurrent,24017000.000,23554000.000,18247000.000,19325000.000,22915000.000,20227000.000,23089000.000,24496000.000,30391000.000,,,,
AccruedProfessionalFeesCurrent,,,,,,,,,,,,,38522000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,143489000.000,149832000.000,154690000.000,161538000.000,168262000.000,175507000.000,190187000.000,197698000.000,190193000.000,175223000.000,183187000.000,192598000.000,192298000.000
AccumulatedOtherComprehensiveIncomeLossDefinedBenefitPensionAndOtherPostretirementPlansNetOfTax,,,-1200000.000,,,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-279000.000,-279000.000,-1185000.000,-1185000.000,-1185000.000,-1185000.000,-1919000.000,-1919000.000,-1919000.000,-1020000.000,-1020000.000,-1020000.000,-1888000.000
AcquiredFiniteLivedIntangibleAssetAmount,,,3128000.000,,,,,,,,,,
AdditionalPaidInCapitalCommonStock,262956000.000,264978000.000,268535000.000,271149000.000,274345000.000,277302000.000,283130000.000,286467000.000,288860000.000,292722000.000,297006000.000,299927000.000,307166000.000
