,2013-12-31,2015-12-31,2016-12-31
AccretionExpense,,17583.000,15507.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,-2315.000,-6264.000
DebtConversionOriginalDebtAmount1,,121000.000,
EarningsPerShareBasicAndDiluted,,0.000,-0.000
EmbeddedDerivativeGainLossOnEmbeddedDerivativeNet,,,-72578.000
FairValueAdjustmentOfWarrants,,635.000,
FairValueOptionChangesInFairValueGainLoss1,,-6856.000,79434.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,,-425870.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,143724.000,201610.000
InterestCostsIncurred,,1251.000,
InterestExpense,,91500.000,48091.000
InterestExpenseDebt,,1625.000,12272.000
InterestExpenseRelatedParty,,,991.000
IssuanceOfStockAndWarrantsForServicesOrClaims,,,100.000
LicenseAndServicesRevenue,,60491.000,
NetCashProvidedByUsedInFinancingActivities,,163658.000,195363.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,163658.000,195363.000
NetCashProvidedByUsedInOperatingActivities,,-165973.000,-201627.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,-165973.000,-201627.000
NetIncomeLoss,,-420543.000,-425870.000
OperatingExpenses,,322187.000,473216.000
OperatingIncomeLoss,,-322187.000,-473216.000
OtherNonoperatingIncomeExpense,,-98356.000,16003.000
ProceedsFromConvertibleDebt,,49000.000,
ProceedsFromIssuanceOfCommonStock,,,50900.000
ProceedsFromLicenseFeesReceived,,,72480.000
ProceedsFromNotesPayable,,76167.000,10000.000
ProceedsFromRelatedPartyDebt,,6000.000,61983.000
ProfessionalFees,,248034.000,389196.000
SellingGeneralAndAdministrativeExpense,,51243.000,29576.000
ShareBasedCompensation,,22910.000,54444.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardDiscountFromMarketPricePurchaseDate,,,0.250
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriodGrantDateIntrinsicValue,,0.010,
StockIssuedDuringPeriodValueIssuedForServices,,,51000.000
UnrealizedGainLossOnDerivatives,,-20856.000,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,73257460.000,47509526.000
