,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-09-30,2014-03-31,2014-06-30
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,,,,,12000.000,,134528.000,
CashAndCashEquivalentsPeriodIncreaseDecrease,,,-97747.000,,,,-169468.000,,53721.000,
ComprehensiveIncomeNetOfTax,,,-74087.000,-149232.000,-19895.000,-564572.000,-1027801.000,-38073.000,-34172.000,-748644.000
CostOfGoodsAndServicesSold,2160755.000,2456846.000,2342707.000,2099627.000,2582726.000,2742317.000,2557271.000,2983879.000,2499955.000,2863561.000
DebtInstrumentPeriodicPaymentPrincipal,,,,,,,16667.000,,,
DeferredIncomeTaxExpenseBenefit,,,-3498.000,,,,3512.000,,,
DepreciationDepletionAndAmortization,,,181757.000,,,,195819.000,,183147.000,
EarningsPerShareBasic,0.090,0.070,-0.050,-0.090,0.000,-0.230,-0.600,-0.030,-0.030,-0.440
EarningsPerShareBasicAndDiluted,,,,-0.090,0.000,,-0.600,,-0.030,-0.440
EarningsPerShareDiluted,0.090,0.070,-0.050,-0.090,0.000,-0.230,-0.600,-0.030,-0.030,-0.440
EffectOfExchangeRateOnCashAndCashEquivalents,,,6916.000,,,,-10387.000,,17972.000,
EffectiveIncomeTaxRateContinuingOperations,,,,,,,-0.004,,-0.099,
GainLossOnSaleOfPropertyPlantEquipment,,,,,,,,205055.000,703439.000,
GrossProfit,1148585.000,1159605.000,924374.000,1032150.000,956104.000,996181.000,597216.000,867242.000,334255.000,474493.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,204023.000,98995.000,-148381.000,-138417.000,-49759.000,-146588.000,-1009690.000,-51264.000,-45431.000,-739200.000
IncomeTaxExpenseBenefit,63042.000,-24496.000,-63163.000,6187.000,-49737.000,238146.000,3940.000,3276.000,4489.000,4722.000
IncomeTaxesPaid,,,3158.000,,,,3011.000,,2801.000,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,,-254685.000,,,,455241.000,,-310179.000,
IncreaseDecreaseInAccountsReceivable,,,74195.000,,,,-340577.000,,113559.000,
IncreaseDecreaseInAccruedIncomeTaxesPayable,,,-66321.000,,,,931.000,,1405.000,
IncreaseDecreaseInInventories,,,-187863.000,,,,-56463.000,,192939.000,
IncreaseDecreaseInPensionAndPostretirementObligations,,,-919.000,,,,16738.000,,-38179.000,
IncreaseDecreaseInPrepaidExpense,,,-11438.000,,,,-24440.000,,56455.000,
InterestExpense,14384.000,18680.000,28760.000,28030.000,28155.000,31437.000,26723.000,60522.000,69053.000,77554.000
InterestIncomeOther,,,,,,,23309.000,,,
InterestPaid,,,24577.000,,,,27593.000,,66547.000,
InvestmentIncomeInterest,66.000,8.000,7.000,,13630.000,,,,,
LitigationSettlementExpense,,,,,,,441583.000,,,
NetCashProvidedByUsedInFinancingActivities,,,50000.000,,,,-230000.000,,186653.000,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,50000.000,,,,-230000.000,,186653.000,
NetCashProvidedByUsedInInvestingActivities,,,-66885.000,,,,-5000.000,,1096193.000,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,-66885.000,,,,-5000.000,,1096193.000,
NetCashProvidedByUsedInOperatingActivities,,,-87778.000,,,,75919.000,,-1247097.000,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,-87778.000,,,,75919.000,,-1247097.000,
NetIncomeLoss,140981.000,123491.000,-85218.000,-144604.000,-22.000,-384734.000,-1013630.000,-54540.000,-49920.000,-743922.000
NetIncomeLossAvailableToCommonStockholdersBasic,,,,,,,,-55378.000,-54358.000,-748410.000
NonoperatingIncomeExpense,128175.000,-20155.000,-38073.000,-33426.000,9802.000,,-9828.000,138514.000,625540.000,-86715.000
OperatingIncomeLoss,75848.000,119150.000,-110308.000,-104991.000,-59561.000,-91535.000,-999862.000,-189778.000,-670971.000,-652485.000
OtherComprehensiveIncomeDefinedBenefitPlansAdjustmentNetOfTaxPortionAttributableToParent,,,,-10840.000,16299.000,,-8924.000,8495.000,-12242.000,13111.000
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPortionAttributableToParent,,,20018.000,-15468.000,-3574.000,-7106.000,-23095.000,24962.000,3506.000,8389.000
OtherComprehensiveIncomeLossNetOfTax,,,,-4628.000,-19873.000,,-14171.000,16467.000,15748.000,-4722.000
OtherComprehensiveIncomeLossNetOfTaxPeriodIncreaseDecrease,,,11131.000,,,,,,,
OtherComprehensiveIncomeMinimumPensionLiabilityNetAdjustmentNetOfTax,,,-8887.000,,,,,,,
OtherComprehensiveIncomeMinimumPensionLiabilityNetAdjustmentTax,,,3499.000,,,,,,,
OtherNonoperatingIncomeExpense,142493.000,-1483.000,-9320.000,-5396.000,24327.000,-23616.000,-6414.000,-6019.000,-8846.000,-9161.000
PaymentsForRestructuring,,,,,,,,0.000,,
PaymentsOfDividends,,,,,,,,,-5338.000,
PaymentsToAcquirePropertyPlantAndEquipment,,,66885.000,,,,5000.000,,31882.000,
PreferredStockDividendsIncomeStatementImpact,,,,,,,,838.000,4438.000,4488.000
ProceedsFromIssuanceOfLongTermDebt,,,,,,,150000.000,,,
ProceedsFromLinesOfCredit,,,100000.000,,,,-330000.000,,,
ProceedsFromSaleOfPropertyHeldForSale,,,,,,,,,1128075.000,
ProvisionForDoubtfulAccounts,,,10500.000,,,,-4172.000,,33021.000,
RepaymentsOfLongTermCapitalLeaseObligations,,,,,,,,,3396.000,
RepaymentsOfLongTermDebt,,,50000.000,,,,50000.000,,,
RestructuringAndRelatedCostExpectedCost,,,,,66200.000,,,,,
RestructuringAndRelatedCostIncurredCost,,,,,,,13500.000,,,
RestructuringCharges,,,,217739.000,66185.000,,,0.000,,
RestructuringReserveSettledWithCash,,,,4000.000,171800.000,,26400.000,,,
Revenues,3309340.000,3616451.000,3267081.000,3131777.000,3538830.000,3738498.000,3154487.000,3851121.000,2834210.000,3338054.000
SalesRevenueNet,3309340.000,3616451.000,3267081.000,3131777.000,3538830.000,3738498.000,3154487.000,3851121.000,2834210.000,3338054.000
SellingGeneralAndAdministrativeExpense,1072737.000,1040455.000,1034682.000,919402.000,949480.000,1087716.000,1155495.000,1057020.000,1005226.000,1126978.000
ShareBasedCompensation,,,5500.000,,,,,,,
WeightedAverageNumberOfDilutedSharesOutstanding,1654519.000,1660440.000,1679999.000,1683985.000,1683985.000,-3364975.000,1687319.000,1687319.000,1687319.000,1687319.000
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,,,1683985.000,1683985.000,,1687319.000,,1687319.000,1687319.000
WeightedAverageNumberOfSharesOutstandingBasic,1654519.000,1660440.000,1679999.000,1683985.000,1683985.000,-3364975.000,1687319.000,1687319.000,1687319.000,1687319.000
