,2011-09-30,2012-03-31,2012-09-30
AmortizationOfDebtDiscountPremium,,32263.000,
AmortizationOfFinancingCosts,,2167.000,
BusinessCombinationConsiderationTransferred1,,,-350000.000
DiscontinuedOperationIncomeLossFromDiscontinuedOperationBeforeIncomeTax,,,-350000.000
DiscontinuedOperationIncomeLossFromDiscontinuedOperationDuringPhaseOutPeriodNetOfTax,,,-350000.000
EarningsPerShareBasicAndDiluted,0.010,,
IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest,-369338.000,-62679.000,-16541.000
IncomeLossFromContinuingOperationsPerBasicAndDilutedShare,0.010,,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,3078.000,
IncreaseDecreaseInDueToRelatedPartiesCurrent,,21000.000,
IncreaseDecreaseInInterestPayableNet,,148.000,
InterestExpense,95363.000,34578.000,23714.000
NetCashProvidedByUsedInFinancingActivities,,4023.000,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,4023.000,
NetCashProvidedByUsedInOperatingActivities,,-4023.000,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,-4023.000,
NetIncomeLoss,-369338.000,-62679.000,-366541.000
OperatingIncomeLoss,-273975.000,-28101.000,7173.000
OtherCostAndExpenseOperating,198.000,1736.000,5381.000
ProceedsFromConvertibleDebt,,4023.000,
ProfessionalFees,34804.000,2471.000,19277.000
RelatedPartyCosts,216010.000,22250.000,31500.000
SponsorFees,,,-65000.000
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,,91090398.000
