,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AcquisitionCosts,,63091.000,,,0.000,,,,,,,,,,,,,,,,,,
AmortizationOfIntangibleAssets,21608.000,21608.000,21608.000,21608.000,21609.000,21608.000,21608.000,21608.000,21609.000,21608.000,21608.000,10627.000,0.000,0.000,0.000,0.000,,,1667.000,1666.000,1667.000,1667.000,1667.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,,-43321.000,,,,-207405.000,,,,-11514590.000,,,,-617333.000,,,,-732987.000,,,,-553508.000
CostsAndExpenses,94000.000,147512.000,156139.000,156229.000,211751.000,309808.000,140111.000,104104.000,72953.000,133492.000,371451.000,200208.000,143093.000,82999.000,223793.000,133246.000,111250.000,149026.000,208545.000,136212.000,149056.000,185984.000,225625.000
EarningsPerShareBasicAndDiluted,-0.010,-0.010,-0.010,-0.010,-0.020,-0.030,-0.010,-0.010,-0.010,-0.010,-0.030,-0.010,-0.010,0.010,-0.010,-0.010,-0.000,0.000,-0.010,-0.010,-0.010,0.000,-0.010
GainLossOnSaleOfEquityInvestments,-244.000,9.000,7.000,-229.000,-5.000,14.000,-126.000,-248.000,7.000,12.000,-126.000,-247.000,7.000,10.000,-124.000,-315.000,8.000,22.000,70.000,163.000,-81.000,242.000,
GeneralAndAdministrativeExpense,72148.000,62822.000,134538.000,134392.000,190137.000,-100892.000,118377.000,82248.000,51351.000,88454.000,253970.000,110894.000,117887.000,129514.000,208080.000,116825.000,97325.000,124960.000,189209.000,94661.000,101396.000,97903.000,145578.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-93435.000,-146895.000,-155485.000,-155632.000,-211032.000,-308729.000,-139555.000,-103374.000,-72397.000,-132656.000,-371107.000,-196727.000,-138381.000,-82579.000,-223514.000,-132578.000,-110995.000,-148304.000,-204646.000,-131611.000,-143329.000,-180654.000,-219378.000
IncomeLossFromEquityMethodInvestments,,,,,,,,,,,,,,,,,,,,,,,266.000
IncomeTaxExpenseBenefit,0.000,0.000,0.000,0.000,0.000,39593.000,0.000,0.000,0.000,39724.000,0.000,0.000,2172.000,18999.000,0.000,0.000,-11955.000,-47.000,0.000,0.000,0.000,5875.000,0.000
IncreaseDecreaseInAccruedLiabilities,,,98720.000,,,,-78660.000,,,,246442.000,,,,93723.000,,,,-94025.000,,,,191483.000
IncreaseDecreaseInAssetsHeldForSale,,,,,,,,,,,,,,,80564.000,,,,,,,,
IncreaseDecreaseInOtherOperatingAssets,,,,,,,,,,,,,,,407102.000,,,,414671.000,,,,515436.000
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,,-8157.000,,,,-10924.000,,,,37382.000,,,,,,,,21242.000,,,,11578.000
InvestmentIncomeInterest,565.000,617.000,654.000,597.000,719.000,1079.000,556.000,730.000,556.000,836.000,344.000,3481.000,4712.000,420.000,279.000,668.000,255.000,722.000,3899.000,4601.000,5727.000,5330.000,6247.000
LicenseAndMaintenanceRevenue,0.000,0.000,0.000,0.000,0.000,0.000,-0.000,0.000,0.000,,,,,,,,,,,,,,
NetCashProvidedByUsedInFinancingActivities,,,,,,,,,,,241102.000,,,,0.000,,,,,,,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,,,,,,,,,241102.000,,,,0.000,,,,,,,,
NetCashProvidedByUsedInOperatingActivities,,,-43321.000,,,,-207405.000,,,,-11755692.000,,,,-617333.000,,,,-732987.000,,,,-553508.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,-43321.000,,,,-207405.000,,,,-11755692.000,,,,-617333.000,,,,-732987.000,,,,-553508.000
NetIncomeLoss,-93435.000,-146895.000,-155485.000,-155632.000,-211032.000,-348322.000,-139555.000,-103374.000,-72397.000,-172380.000,-371107.000,-196727.000,-140553.000,-101578.000,-223514.000,-132578.000,-99040.000,-148257.000,-204646.000,-131611.000,-143329.000,-186529.000,-219378.000
OperatingIncomeLoss,-94000.000,-147512.000,-156139.000,-156229.000,-211751.000,-309808.000,-140111.000,-104104.000,-72953.000,-133492.000,-371451.000,-200208.000,-143093.000,-82999.000,-223793.000,-133246.000,-111250.000,-149026.000,-208545.000,-136212.000,-149056.000,-185984.000,-225625.000
PaymentsOfStockIssuanceCosts,,,,,,,,,,,,,,,0.000,,,,,,,,
ProceedsFromContributedCapital,,,,,,,,,,,268526.000,,,,0.000,,,,,,,,
Revenues,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
SalesRevenueNet,0.000,0.000,0.000,0.000,0.000,0.000,-0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,,,13144040.000,13144040.000,,13144040.000,13144040.000,13144040.000,-26288080.000,13144040.000,16795162.000,26288080.000,-35598441.000,26288080.000,26288080.000,26288080.000,-52576160.000,26288080.000,26288080.000,26288080.000,-52576160.000,26288080.000
