,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableAndAccruedLiabilitiesCurrent,9886.000,13058.000,274.000,3848.000,,,,
AccountsPayableCurrent,,,,,5600.000,250.000,875.000,3600.000
AdditionalPaidInCapital,37720.000,37720.000,37720.000,37720.000,105975.000,105975.000,105975.000,115975.000
Assets,23981.000,9555.000,9929.000,4236.000,9000.000,9000.000,3350.000,10825.000
AssetsCurrent,23981.000,9555.000,9929.000,4236.000,9000.000,9000.000,3350.000,10825.000
Cash,23981.000,388.000,3262.000,69.000,9000.000,9000.000,3350.000,10825.000
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.000,0.000,0.000,0.000
CommonStockSharesAuthorized,75000000.000,75000000.000,75000000.000,75000000.000,1000000000.000,1000000000.000,1000000000.000,1000000000.000
CommonStockSharesIssued,7280000.000,7280000.000,7280000.000,7280000.000,307280000.000,307280000.000,307280000.000,307280000.000
CommonStockSharesOutstanding,7280000.000,7280000.000,7280000.000,7280000.000,307280000.000,307280000.000,307280000.000,307280000.000
CommonStockValue,,,,7280.000,3073.000,3073.000,3073.000,3073.000
CommonStockValueOutstanding,7280.000,7280.000,,,,,,
DeferredTaxAssetsGrossNoncurrent,,,,,16551.000,,,
DeferredTaxAssetsValuationAllowanceNoncurrent,,,,,16551.000,,,
DueToRelatedPartiesCurrent,7500.000,15300.000,18000.000,20700.000,,,,
DueToRelatedPartiesCurrentAndNoncurrent,12600.000,7500.000,30500.000,30500.000,4698.000,10713.000,10713.000,10713.000
Liabilities,29986.000,35858.000,48774.000,55048.000,10298.000,10963.000,11588.000,14313.000
LiabilitiesAndStockholdersEquity,23981.000,9555.000,9929.000,4236.000,9000.000,9000.000,3350.000,10825.000
LiabilitiesCurrent,29986.000,35858.000,48774.000,55048.000,10298.000,10963.000,11588.000,14313.000
OperatingLossCarryforwards,,,,,110346.000,,,
PrepaidExpenseCurrent,,9167.000,6667.000,4167.000,,,,
RetainedEarningsAccumulatedDeficit,-51005.000,-71303.000,-83845.000,-95812.000,-110346.000,-111011.000,-117286.000,-122536.000
StockholdersEquity,-6005.000,-26303.000,-38845.000,-50812.000,-1298.000,-1963.000,-8238.000,-3488.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,-6005.000,-26303.000,-38845.000,-50812.000,-1298.000,-1963.000,-8238.000,-3488.000
