,2012-03-31,2013-03-31,2014-03-31,2015-03-31,2016-03-31,2017-03-31
AdjustmentsToAdditionalPaidInCapitalDividendsInExcessOfRetainedEarnings,,,,8550.000,,
AmortizationOfDebtDiscountPremium,,,,,,-295000.000
AmortizationOfFinancingCosts,,,,,,295000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,-69646.000,-36547.000,-25393.000,209125.000,-214716.000,82037.000
ComprehensiveIncomeNetOfTax,-74121.000,-54728.000,,,,
CostOfGoodsAndServicesSold,,,,158825.000,,
CostsAndExpenses,74121.000,,,,,
DeferredFederalIncomeTaxExpenseBenefit,,,,,,-34868.000
Depreciation,,,,82936.000,74680.000,60459.000
DepreciationAndAmortization,,,,82936.000,74680.000,60459.000
EarningsPerShareBasic,,,,-0.070,-0.020,0.000
EarningsPerShareBasicAndDiluted,0.000,0.000,0.000,,,
EarningsPerShareDiluted,,,,,,0.000
EffectiveIncomeTaxRateContinuingOperations,,0.000,0.000,,,0.000
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,0.350,0.350,,,0.340
EffectiveIncomeTaxRateReconciliationChangeInDeferredTaxAssetsValuationAllowance,,-0.350,-0.350,,,-5.253
EffectiveIncomeTaxRateReconciliationNondeductibleExpenseOther,,,,,,5.593
GainLossOnDerivativeInstrumentsNetPretax,,,,,,11000.000
GainsLossesOnExtinguishmentOfDebt,,,,,-319369.000,2339353.000
GeneralAndAdministrativeExpense,74121.000,8561.000,9584.000,1246090.000,1413665.000,909182.000
GrossProfit,,,,-157901.000,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,,,-1630825.000,-2151546.000,114318.000
IncomeTaxExpenseBenefit,,,,0.000,0.000,34868.000
IncreaseDecreaseInAccountsPayable,,,,-14332.000,387047.000,-63959.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,4475.000,1375.000,-5970.000,,,
IncreaseDecreaseInAccountsPayableRelatedParties,,,,40826.000,106739.000,91500.000
IncreaseDecreaseInAccountsReceivable,,,,72.000,-3203.000,0.000
IncreaseDecreaseInAccruedLiabilities,,,,-7379.000,5137.000,162941.000
IncreaseDecreaseInDueToRelatedParties,,1806.000,,,,
IncreaseDecreaseInInterestPayableNet,,,,26670.000,0.000,
IncreaseDecreaseInOtherCurrentAssets,,,,11000.000,0.000,223000.000
InterestExpense,,,,-143898.000,169700.000,174335.000
InterestPaid,,,,76402.000,26384.000,72837.000
LegalFees,,,12045.000,,,
NetCashProvidedByUsedInFinancingActivities,,1806.000,13336.000,1436838.000,1026636.000,804252.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,1806.000,13336.000,1436838.000,1026636.000,804252.000
NetCashProvidedByUsedInInvestingActivities,,,,-27105.000,-35980.000,0.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,,-27105.000,-35980.000,0.000
NetCashProvidedByUsedInOperatingActivities,-69646.000,-38353.000,-38729.000,-1200608.000,-1205372.000,-722215.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-69646.000,-38353.000,-38729.000,-1200608.000,-1205372.000,-722215.000
NetIncomeLoss,-74121.000,-54728.000,-32759.000,-1630825.000,-2151546.000,114318.000
OperatingCostsAndExpenses,,,,,183662.000,70930.000
OperatingExpenses,,,32759.000,1329026.000,1672007.000,1040571.000
OperatingIncomeLoss,,,,-1486927.000,-1672007.000,-1040571.000
OtherIncome,,,,,9530.000,0.000
OtherNonoperatingIncomeExpense,,,,-143898.000,-479539.000,1154889.000
PaymentsToAcquirePropertyPlantAndEquipment,,,,27105.000,35980.000,0.000
ProceedsFromBankDebt,,,,,,45000.000
ProceedsFromConvertibleDebt,,,,,,150000.000
ProceedsFromRepaymentsOfDebt,,,,19550.000,50000.000,0.000
ProceedsFromRepaymentsOfLinesOfCredit,,,,10608.000,-1758.000,-40005.000
ProceedsFromRepaymentsOfNotesPayable,,,,,134750.000,657257.000
ProceedsFromRepaymentsOfRelatedPartyDebt,,,13336.000,,,
ProceedsFromRepaymentsOfShortTermDebt,,,,-8421.000,-12407.000,0.000
ProfessionalFees,,17408.000,11130.000,,,
RepaymentsOfBankDebt,,,,,,2000.000
RepaymentsOfRelatedPartyDebt,,,,16000.000,5798.000,16000.000
ResearchAndDevelopmentExpenseExcludingAcquiredInProcessCost,,15000.000,,,,
Revenues,,,,924.000,0.000,0.000
SalesRevenueNet,,,,924.000,-9530.000,0.000
ShareBasedCompensation,,,,304018.000,49999.000,464750.000
StockIssuedDuringPeriodValueNewIssues,,,,520000.000,861849.000,10000.000
StockIssuedDuringPeriodValueShareBasedCompensation,,,,304018.000,49999.000,464751.000
WeightedAverageNumberOfDilutedSharesOutstanding,97000000.000,,,,,90070074.000
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,97000000.000,97000000.000,,,
WeightedAverageNumberOfSharesOutstandingBasic,,,,22321191.000,88600101.000,90025445.000
