,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,,2205692.000,2200000.000,,8539786.000,,,,9073352.000,,,,9955536.000,,,,8331417.000,,,,6619084.000,
CashAndCashEquivalentsPeriodIncreaseDecrease,,,-4087282.000,,,,-981466.000,,,,8083848.000,,,,-2595986.000,,,,5541644.000,,,,-2480881.000,
ComprehensiveIncomeNetOfTax,,,,,,,,-2789753.000,-2235994.000,,-2349796.000,-2120971.000,-2347210.000,-2397489.000,-2215708.000,-2288503.000,-1606057.000,-2736599.000,-3371891.000,-3193819.000,-2833214.000,-1460290.000,-3014808.000,-2789138.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,,,-3874011.000,-2279445.000,-2375904.000,-2443066.000,-2425927.000,,,,,,,,,,,,,,,,,
CostOfRevenue,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,
DebtRelatedCommitmentFeesAndDebtIssuanceCosts,,-1038.000,,,,,,,,,,,,,,,,,,,,,,
DeferredRevenuePeriodIncreaseDecrease,,,,,,,-3257.000,,,,,,,,,,,,,,,,,
DepreciationDepletionAndAmortization,,,8944.000,,,,33567.000,,,,10278.000,,,,9180.000,,,,4105.000,,,,7217.000,
EarningsPerShareBasicAndDiluted,-0.310,-0.250,-0.240,-0.140,-0.140,-0.140,-0.140,-0.140,-0.100,0.190,-0.100,-0.090,-0.100,-0.090,-0.090,-0.090,-0.060,-0.090,-0.110,-0.100,-0.080,-0.040,-0.090,-0.080
EffectOfExchangeRateOnCashAndCashEquivalents,,,,,,,,,,,113.000,,,,-616.000,,,,6682.000,,,,233.000,
ForeignCurrencyTransactionGainLossBeforeTax,-186.000,9229.000,,,,,,,,,,,,,,,,,,,,,,
GainLossOnDispositionOfAssets,,,,,,,4800.000,,,,,,,,,,,,,,,,,
GeneralAndAdministrativeExpense,1682246.000,2227492.000,2185972.000,1297888.000,1573943.000,1677041.000,1724579.000,1842092.000,1456774.000,1634544.000,1615815.000,1295427.000,1451994.000,1600081.000,1495227.000,1480120.000,1007453.000,1822417.000,2316254.000,2242051.000,1955167.000,849190.000,2122861.000,1907780.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,,-3867223.000,-2281350.000,-2372950.000,-2428647.000,-2420259.000,,,,,-2120221.000,-2338769.000,,-2212117.000,-2285161.000,-1606507.000,-2733935.000,-3380093.000,-3198310.000,-2834137.000,-1449685.000,-3012464.000,-2786607.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,,,,,,,,-2784240.000,-2234944.000,,-2350922.000,,,,,,,,,,,,,
IncomeLossFromEquityMethodInvestments,,,,,,,,,,,-1690.000,,,,-1057.000,,,,-13.000,,,,-2362.000,
IncomeTaxExpenseBenefit,0.000,5083.000,,,5818.000,,-1245.000,1789.000,1806.000,1685.000,1543.000,1547.000,1472.000,-8534.000,2946.000,1661.000,1383.000,1369.000,1505.000,1011.000,1675.000,-437.000,4060.000,2030.000
IncomeTaxesPaid,,,5134.000,,,,2745.000,,,,2701.000,,,,4387.000,,,,2743.000,,,,5080.000,
IncreaseDecreaseInDeferredRevenue,,,-191174.000,,,,,,,,,,,,,,,,,,,,,
IncreaseDecreaseInEmployeeRelatedLiabilities,,,-32794.000,,,,18209.000,,,,125811.000,,,,-440471.000,,,,-480726.000,,,,,
IncreaseDecreaseInOperatingLiabilities,,,,,,,,,,,,,,,,,,,,,,,-611782.000,
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,,183843.000,,,,296989.000,,,,-399738.000,,,,800373.000,,,,41744.000,,,,96699.000,
IncreaseDecreaseInReceivables,,,,,,,,,,,-6008553.000,,,,,,,,,,,,,
InterestExpense,450000.000,0.000,,,,,,,,,123.000,181.000,173.000,151.000,140.000,,,,,,,,,
LicenseCosts,,,,,,,,,,,100000.000,100000.000,100000.000,100000.000,100000.000,100000.000,100000.000,0.000,100000.000,100000.000,100000.000,100000.000,100000.000,100000.000
NetCashProvidedByUsedInFinancingActivities,,,27889.000,,,,1635635.000,,,,3318838.000,,,,638146.000,,,,7976333.000,,,,66157.000,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,27889.000,,,,1635635.000,,,,3318838.000,,,,638146.000,,,,7976333.000,,,,66157.000,
NetCashProvidedByUsedInInvestingActivities,,,-688024.000,,,,4800.000,,,,-3523.000,,,,,,,,-22005.000,,,,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,-688024.000,,,,4800.000,,,,-3523.000,,,,,,,,-22005.000,,,,,
NetCashProvidedByUsedInOperatingActivities,,,-3427147.000,,,,-2621901.000,,,,4768420.000,,,,-3233516.000,,,,-2419366.000,,,,-2547271.000,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,-3427147.000,,,,-2621901.000,,,,4768420.000,,,,-3233516.000,,,,-2419366.000,,,,-2547271.000,
NetIncomeLoss,-4681348.000,-3893743.000,-3867223.000,-2281350.000,-2378768.000,-2433973.000,-2419014.000,-2786029.000,-2236750.000,3413265.000,-2352465.000,,,,-2215063.000,,-1607890.000,,-3381598.000,-3199321.000,-2835812.000,-1449248.000,-3016524.000,-2788637.000
NetIncomeLossAvailableToCommonStockholdersBasic,-4681348.000,-3893743.000,-3867223.000,-2281350.000,-2378768.000,-2433973.000,-2419014.000,-2786029.000,-2236750.000,3413265.000,-2352465.000,-2121768.000,-2340241.000,-2380818.000,-2215063.000,-2286822.000,,,,,,,,
OperatingExpenses,3722306.000,3907388.000,4064433.000,2781827.000,2446498.000,2455178.000,2420551.000,2788197.000,2242347.000,2572702.000,2363733.000,2131041.000,2345259.000,2382978.000,2214955.000,2277128.000,1594133.000,2736170.000,3391575.000,3204757.000,2844745.000,1440757.000,3023522.000,2804988.000
OperatingIncomeLoss,-3722306.000,-3907388.000,-3873259.000,-2288204.000,-2362711.000,-2421182.000,-2417294.000,-2788197.000,-2242347.000,3427298.000,-2363733.000,-2131041.000,-2345259.000,-2382978.000,-2214955.000,-2277128.000,-1594133.000,-2736170.000,-3391575.000,-3204757.000,-2844745.000,-1440757.000,-3023522.000,-2804988.000
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPeriodIncreaseDecrease,,,-6788.000,,,,,,,,,,,,,,,,,,,,,
OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentNetOfTax,,,,1905.000,2864.000,,-6913.000,-3724.000,756.000,-2965.000,2669.000,797.000,-6969.000,-16671.000,-645.000,-1681.000,1833.000,-1295.000,9707.000,5502.000,2598.000,-11042.000,1716.000,-501.000
OtherNonoperatingExpense,31308.000,0.000,4966.000,81.000,14329.000,10229.000,4433.000,1092.000,395.000,18598.000,,,2414.000,,4014.000,14289.000,22857.000,13046.000,3267.000,11745.000,2777.000,28795.000,4447.000,6027.000
OtherNonoperatingIncome,16197.000,8461.000,11002.000,6935.000,4090.000,2764.000,1468.000,5049.000,7798.000,6250.000,12934.000,11001.000,9077.000,3881.000,6992.000,6256.000,10483.000,15655.000,14749.000,18192.000,13385.000,20321.000,15505.000,24408.000
PaymentsForRepurchaseOfCommonStock,,,-27889.000,,,,,,,,,,,,,,,,,,,,,
PaymentsToAcquireInterestInJointVenture,,,680000.000,,,,,,,,,,,,,,,,,,,,,
PaymentsToAcquirePropertyPlantAndEquipment,,,8024.000,,,,,,,,3523.000,,,,,,,,22005.000,,,,,
PreferredStockAccretionOfRedemptionDiscount,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,
ProceedsFromIssuanceOfCommonStock,,,,,,,1628938.000,,,,2984049.000,,,,580679.000,,,,,,,,,
ProceedsFromIssuanceOfSharesUnderIncentiveAndShareBasedCompensationPlans,,,,,,,,,,,,,,,,,,,,,,,65025.000,
ProceedsFromIssuanceOrSaleOfEquity,,,,,,,,,,,30409.000,,,,57467.000,,,,49923.000,,,,,
ProceedsFromRefundsFromSuppliersOfMaterial,,,,,,,,,,,,,,,100000.000,,,,,,,,,
ProceedsFromSaleOfPropertyPlantAndEquipment,,,,,,,4800.000,,,,,,,,,,,,,,,,,
ProceedsFromStockOptionsExercised,,,,,,,102000.000,92000.000,,,,,38850.000,,,,,,681136.000,,,,,
ProceedsFromWarrantExercises,,,,,,,,400000.000,0.000,,304380.000,,,,,,,,,,,,,
ResearchAndDevelopmentArrangementContractToPerformForOthersCompensationEarned,,,,500000.000,100000.000,,3000.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,,,,,
ResearchAndDevelopmentExpense,2040060.000,1679896.000,1878461.000,1483939.000,872555.000,778137.000,695972.000,946105.000,785573.000,272350.000,600000.000,700000.000,800000.000,800000.000,600000.000,700000.000,500000.000,900000.000,1000000.000,900000.000,800000.000,400000.000,800000.000,800000.000
Revenues,0.000,0.000,191174.000,493623.000,83787.000,33996.000,3257.000,,,,,,,,0.000,,,,,,,,,
SalesRevenueNet,0.000,0.000,191174.000,493623.000,83787.000,33996.000,3257.000,,,,,,,,0.000,,,,,,,,,
ShareBasedCompensation,,,927291.000,,,,157700.000,,,,255098.000,231321.000,497675.000,653944.000,513305.000,546366.000,84143.000,881686.000,1439149.000,1300000.000,1200000.000,33384.000,1168155.000,700000.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisesInPeriodTotalIntrinsicValue,,,,,,,,,,,,,,,,,,,222185.000,,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsForfeituresAndExpirationsInPeriod,,,,,,,76504.000,,,,19258.000,,,,0.000,,,,57800.000,,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsForfeituresAndExpirationsInPeriodWeightedAverageExercisePrice,,,,,,,2.240,,,,2.810,,,,0.000,,,,12.410,,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriodGross,,,,15000.000,735000.000,,,867500.000,0.000,,,95000.000,10000.000,,649000.000,,40000.000,,1118000.000,,,,1120000.000,
ShareBasedCompensationArrangementByShareBasedPaymentAwardSharesIssuedInPeriod,,,,,,,16067.000,16067.000,14184.000,-16067.000,17476.000,,,,,,,,,,,,,
ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsExercisesInPeriodWeightedAverageExercisePrice,,,,,,,2.460,,,,,,,,0.000,,,,5.250,,,,,
ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsGrantsInPeriodWeightedAverageExercisePrice,,,,,,,,,,,,,,,3.090,,,,3.910,,,,6.100,
StockIssuedDuringPeriodSharesEmployeeStockPurchasePlans,,,,15550.000,19864.000,,,,,,,,,,21604.000,,,,20715.000,,,,12775.000,
StockIssuedDuringPeriodSharesStockOptionsExercised,,,,60000.000,0.000,,41377.000,38085.000,0.000,0.000,,,15000.000,,0.000,,,,129819.000,,,,0.000,
StockIssuedDuringPeriodValueStockOptionsExercised,,,,138000.000,0.000,,,,,,,,,,,,,,,,,,,
UnrealizedGainLossOnInvestments,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,,,16143125.000,16585172.000,,17691266.000,20299164.000,22301773.000,-39594763.000,23697626.000,24141485.000,24149680.000,-47921010.000,24538539.000,24827878.000,26931555.000,-49719202.000,30356674.000,32576350.000,34476244.000,-64422528.000,34527100.000,34646670.000
WriteOffOfDeferredDebtIssuanceCost,493745.000,,,,,,,,,,,,,,,,,,,,,,,
