,2011-06-30
AccountsNotesAndLoansReceivableNetCurrent,77500000.000
AccountsPayableRelatedPartiesCurrent,74300000.000
AccountsPayableTradeCurrent,197100000.000
AccruedLiabilitiesCurrent,18400000.000
AllowanceForDoubtfulAccountsReceivableCurrent,500000.000
Assets,6473200000.000
AssetsCurrent,194300000.000
CashAndCashEquivalentsAtCarryingValue,18600000.000
DebtCurrent,282300000.000
DeferredTaxLiabilitiesNoncurrent,5900000.000
DueFromRelatedPartiesCurrent,55100000.000
FiniteLivedIntangibleAssetsAccumulatedAmortization,54700000.000
GeneralPartnersCapitalAccount,-100000.000
Goodwill,4900000.000
IntangibleAssetsNetExcludingGoodwill,34100000.000
InventoryNet,15900000.000
InvestmentsInAffiliatesSubsidiariesAssociatesAndJointVentures,5600000.000
LiabilitiesAndStockholdersEquity,6473200000.000
LiabilitiesCurrent,679100000.000
LongTermDebtAndCapitalLeaseObligations,867500000.000
OtherAssetsCurrent,24600000.000
OtherAssetsNoncurrent,40400000.000
OtherLiabilitiesCurrent,56100000.000
OtherLiabilitiesNoncurrent,14900000.000
PartnersCapital,754100000.000
PartnersCapitalAttributableToNoncontrollingInterest,4151700000.000
PartnersCapitalIncludingPortionAttributableToNoncontrollingInterest,4905800000.000
PropertyPlantAndEquipmentNet,6193900000.000
