,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31
DeferredTaxLiabilitiesPropertyPlantAndEquipment,,,,,,,5871000.000,,,,1305000.000
DerivativeAmountOfHedgedItem,,,,,600000.000,100000.000,8500000.000,,,,
DisposalGroupIncludingDiscontinuedOperationAccountsNotesAndLoansReceivableNet,,,,,,,10284000.000,,,45946000.000,
DisposalGroupIncludingDiscontinuedOperationAccountsPayableAndAccruedLiabilities,,,,,,,,,,42616000.000,
DisposalGroupIncludingDiscontinuedOperationAccruedIncomeTaxesPayable,,,,,,,,,,11000.000,
DisposalGroupIncludingDiscontinuedOperationAccruedLiabilities,,,,,,,14068000.000,,,,
DisposalGroupIncludingDiscontinuedOperationDeferredTaxAssets,,,,,,,159000.000,,,61895000.000,
DisposalGroupIncludingDiscontinuedOperationGoodwill,,,,,,,8872000.000,,,,
DisposalGroupIncludingDiscontinuedOperationIntangibleAssetsNet,,,,,,,750000.000,,,1408000.000,
DisposalGroupIncludingDiscontinuedOperationOtherCurrentAssets,,,,,,,1032000.000,,,8419000.000,
DisposalGroupIncludingDiscontinuedOperationPropertyPlantAndEquipmentNet,,,,,,,1635000.000,,,19790000.000,
FiniteLivedCustomerRelationshipsGross,,,,,,,13840000.000,,,,
FiniteLivedIntangibleAssetsAccumulatedAmortization,,,,,,,14118000.000,,,,
FiniteLivedIntangibleAssetsAmortizationExpenseNextTwelveMonths,,,,,,,1659000.000,,,,
FiniteLivedIntangibleAssetsAmortizationExpenseYearTwo,,,,,,,1048000.000,,,,
FiniteLivedIntangibleAssetsGross,,,,,,,16825000.000,,,,
FiniteLivedIntangibleAssetsNet,,,,,,,2707000.000,,,,
FiniteLivedNoncompeteAgreementsGross,,,,,,,2985000.000,,,,
Goodwill,14650000.000,14129000.000,14314000.000,14434000.000,14307000.000,14526000.000,5579000.000,5464000.000,5278000.000,5388000.000,5219000.000
GoodwillGross,,,,,,,115953000.000,,,,
GoodwillImpairedAccumulatedImpairmentLoss,,,,,,,110374000.000,,,,
GuaranteeObligationsMaximumExposure,,,,,,,10600000.000,,,,
IncomeTaxesReceivable,,,,,,,,,476000.000,323000.000,1764000.000
IntangibleAssetsNetExcludingGoodwill,7037000.000,6421000.000,5805000.000,5190000.000,4575000.000,3960000.000,2707000.000,2274000.000,1841000.000,,
InterestRateDerivativesAtFairValueNet,,,,,0.000,0.000,,,,,
LiabilitiesAndStockholdersEquity,267129000.000,255999000.000,242068000.000,252132000.000,252655000.000,254471000.000,238497000.000,278307000.000,255461000.000,181429000.000,93578000.000
LiabilitiesCurrent,101200000.000,162455000.000,88962000.000,92156000.000,94484000.000,95923000.000,85668000.000,76933000.000,74668000.000,103843000.000,24664000.000
LiabilitiesOfDisposalGroupIncludingDiscontinuedOperation,,,,,,,14068000.000,,,75563000.000,
LiabilitiesOfDisposalGroupIncludingDiscontinuedOperationCurrent,201000.000,137000.000,61000.000,30000.000,,,14068000.000,,,75563000.000,
LongTermDebtAndCapitalLeaseObligations,66362000.000,475000.000,67072000.000,79440000.000,81799000.000,92010000.000,101997000.000,81781000.000,79155000.000,47730000.000,50251000.000
LongTermDebtAndCapitalLeaseObligationsCurrent,13111000.000,76974000.000,6817000.000,5329000.000,6225000.000,5394000.000,3339000.000,3944000.000,3828000.000,1333000.000,1846000.000
LongTermDebtMaturitiesRepaymentsOfPrincipalAfterYearFive,,,,,,,57036000.000,,,,41760000.000
LongTermDebtMaturitiesRepaymentsOfPrincipalInNextTwelveMonths,,,,,,,3339000.000,,,,1846000.000
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFive,,,,,,,2944000.000,,,,2384000.000
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFour,,,,,,,3586000.000,,,,2138000.000
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearThree,,,,,,,3428000.000,,,,2031000.000
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearTwo,,,,,,,35003000.000,,,,1938000.000
NetInvestmentHedgeDerivativeAssetsAtFairValue,,,,,229100000.000,217300000.000,174600000.000,,,,
OperatingLeasesFutureMinimumPaymentsDue,,,,,,,88040000.000,,,,5638000.000
OperatingLeasesFutureMinimumPaymentsDueCurrent,,,,,,,26698000.000,,,,1936000.000
OperatingLeasesFutureMinimumPaymentsDueInFiveYears,,,,,,,4888000.000,,,,397000.000
OperatingLeasesFutureMinimumPaymentsDueInFourYears,,,,,,,11257000.000,,,,484000.000
OperatingLeasesFutureMinimumPaymentsDueInThreeYears,,,,,,,17420000.000,,,,789000.000
OperatingLeasesFutureMinimumPaymentsDueInTwoYears,,,,,,,22362000.000,,,,1598000.000
OperatingLeasesFutureMinimumPaymentsDueThereafter,,,,,,,5415000.000,,,,434000.000
OperatingLossCarryforwards,,,,,,,103000000.000,,,,
OtherAccruedLiabilitiesCurrent,,,,,,,10436000.000,,,,5233000.000
OtherLiabilitiesCurrent,,59000.000,,,,,,,,,
OtherLiabilitiesNoncurrent,182000.000,,,,,,,,,,
PrepaidExpenseCurrent,9861000.000,10707000.000,11872000.000,13320000.000,11614000.000,11720000.000,10131000.000,10477000.000,9485000.000,2921000.000,1920000.000
PropertyPlantAndEquipmentGross,,,,,,,244536000.000,,,,80669000.000
PropertyPlantAndEquipmentNet,141383000.000,134901000.000,125219000.000,125478000.000,129967000.000,134180000.000,131640000.000,127806000.000,123716000.000,49835000.000,52521000.000
RetainedEarningsAccumulatedDeficit,-13422000.000,-16842000.000,-24914000.000,-30730000.000,-34893000.000,-44993000.000,-60889000.000,6783000.000,-10190000.000,-82884000.000,-84106000.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisableNumber,,,,,,,468960.000,,,,419080.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisableWeightedAverageExercisePrice,,,,,,,14.440,,,,13.700
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingNumber,,,,,,,742800.000,,,,557750.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingWeightedAverageExercisePrice,,,,,,,11.800,,,,11.930
ShareBasedCompensationSharesAuthorizedUnderStockOptionPlansExercisePriceRangeNumberOfExercisableOptions,,,,,,,468960.000,,,,419080.000
ShareBasedCompensationSharesAuthorizedUnderStockOptionPlansExercisePriceRangeNumberOfOutstandingOptions,,,,,,,742800.000,,,,557750.000
SharebasedCompensationSharesAuthorizedUnderStockOptionPlansExercisePriceRangeExercisableOptionsWeightedAverageExercisePrice1,,,,,,,14.440,,,,13.700
SharebasedCompensationSharesAuthorizedUnderStockOptionPlansExercisePriceRangeOutstandingOptionsWeightedAverageExercisePriceBeginningBalance1,,,,,,,11.800,,,,11.930
StockholdersEquity,97915000.000,92147000.000,84973000.000,79500000.000,75325000.000,65458000.000,49657000.000,118636000.000,100641000.000,28857000.000,18393000.000
TaxesPayableCurrent,519000.000,791000.000,1266000.000,169000.000,662000.000,766000.000,517000.000,925000.000,,,
ValuationAllowanceAmount,,,,,52400000.000,56900000.000,63900000.000,46300000.000,,,
WorkersCompensationLiabilityCurrent,,,,,,,14261000.000,,,,844000.000
