,2011-12-31,2012-12-31,2013-12-31,2014-12-31,2015-12-31
AllowanceForLoanAndLeaseLossRecoveryOfBadDebts,,,,,2010854.000
AmortizationOfIntangibleAssets,8804.000,9020.000,9258.000,6540.000,
AmortizationOfLeasedAsset,,,,,2024.000
CashAndCashEquivalentsPeriodIncreaseDecrease,262255.000,280612.000,-122002.000,-162898.000,125748.000
CashPaidForCapitalizedInterest,,136216.000,,,
ComprehensiveIncomeNetOfTax,-455581.000,622198.000,-469980.000,-1305894.000,1750844.000
CostOfGoodsAndServicesSold,,,,10507.000,568914.000
CostOfGoodsSold,777077.000,4020976.000,780627.000,,
CurrentIncomeTaxExpenseBenefit,,171418.000,,,
Depreciation,,,210593.000,169834.000,117164.000
DepreciationExpense,154761.000,168684.000,,,
DilutiveSecurities,,,0.000,,
EarningsPerShareBasicAndDiluted,-0.000,0.010,-0.490,-1.720,2.270
EffectOfExchangeRateOnCashAndCashEquivalents,-208628.000,-22784.000,-135428.000,100302.000,33409.000
EffectiveIncomeTaxRateContinuingOperations,,0.250,,,
GainLossOnDispositionOfAssets,,,,41965.000,0.000
GeneralAndAdministrativeExpense,902190.000,1640186.000,1140552.000,1458277.000,813073.000
ImpairmentOfLongLivedAssetsHeldForUse,,647226.000,0.000,41965.000,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,,-381508.000,-1338555.000,1764735.000
IncomeLossFromContinuingOperationsBeforeInterestExpenseInterestIncomeIncomeTaxesExtraordinaryItemsNoncontrollingInterestsNet,-344901.000,685670.000,-381508.000,,
IncomeTaxCreditsAndAdjustments,,-121621.000,,,
IncomeTaxExpenseBenefit,,49797.000,,,
IncomeTaxReconciliationChangeInDeferredTaxAssetsValuationAllowance,,,-63798.000,0.000,-441184.000
IncomeTaxReconciliationOtherAdjustments,,,159175.000,334639.000,0.000
IncomeTaxReconciliationStateAndLocalIncomeTaxes,,,-95377.000,-334639.000,441184.000
IncreaseDecreaseInAccountsPayable,335396.000,-127932.000,-703694.000,-15847.000,-2058.000
IncreaseDecreaseInAccountsReceivable,-1262567.000,-1318771.000,-1694462.000,-543646.000,-2059095.000
IncreaseDecreaseInAccruedLiabilities,-213334.000,,,,
IncreaseDecreaseInAccruedLiabilitiesAndOtherOperatingLiabilities,,-58676.000,,,
IncreaseDecreaseInAccruedTaxesPayable,,321753.000,28867.000,-60597.000,-195572.000
IncreaseDecreaseInCustomerAdvances,,,-461281.000,4707.000,-308237.000
IncreaseDecreaseInDueFromAffiliatesCurrent,60385.000,,,,
IncreaseDecreaseInDueFromOfficersAndStockholdersCurrent,,-18622.000,,,
IncreaseDecreaseInDueFromRelatedPartiesCurrent,,,14269.000,-90351.000,
IncreaseDecreaseInDueToAffiliatesCurrent,27369.000,,,,
IncreaseDecreaseInDueToRelatedParties,,-32478.000,,,
IncreaseDecreaseInDueToRelatedPartiesCurrent,,,-209856.000,163439.000,-797919.000
IncreaseDecreaseInIncomeTaxes,113192.000,,,,
IncreaseDecreaseInInventories,519875.000,-1688.000,16921.000,-824.000,-31865.000
IncreaseDecreaseInOtherAccountsPayableAndAccruedLiabilities,,,403269.000,-115338.000,216043.000
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,225274.000,,,,-62865.000
IncreaseDecreaseInPrepaidExpense,,357908.000,36084.000,-136594.000,
IncreaseDecreaseInRetainagePayable,-372207.000,190021.000,,,
InterestExpense,-56678.000,102233.000,85516.000,,
InterestIncomeExpenseNet,,-102233.000,,,
InterestPaid,45060.000,,85516.000,,
InvestmentIncomeInterest,,,85677.000,5969.000,13528.000
NetCashProvidedByUsedInFinancingActivities,1045082.000,-186832.000,-341452.000,163439.000,-797919.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,1045082.000,-186832.000,-341452.000,163439.000,-797919.000
NetCashProvidedByUsedInInvestingActivities,-9104.000,-338990.000,-429631.000,213455.000,-799875.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-9104.000,-338990.000,-429631.000,213455.000,-799875.000
NetCashProvidedByUsedInOperatingActivities,-773723.000,806434.000,649081.000,-539792.000,1723542.000
