,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-12-31,2017-03-31
AccountsAndNotesReceivableNet,,,,,,,,,,,,,,,,,75000.000,75000.000,,,
AccountsAndOtherReceivablesNetCurrent,,,,,,,,,,,,,,,,,150000.000,150000.000,150000.000,75000.000,
AccountsPayableAndAccruedLiabilitiesCurrent,,,,,,,,,,,142254.000,,,,,,,,,,
AccountsPayableAndAccruedLiabilitiesCurrentAndNoncurrent,,,,,,,,,,,4263.000,,,,,,,,,,
AccountsPayableCurrent,140905.000,92926.000,151567.000,149483.000,195989.000,110793.000,137057.000,152622.000,148088.000,118530.000,112075.000,101668.000,194984.000,90822.000,121358.000,87286.000,106980.000,95435.000,358177.000,123174.000,147145.000
AccountsPayableInterestBearingInterestRate,,,,0.000,0.000,0.000,,,,,,,,,,,,,,,
AccountsReceivableFairValueDisclosure,,,,171001.000,197592.000,192601.000,194486.000,181601.000,287322.000,188361.000,301243.000,198799.000,240577.000,203368.000,260077.000,212515.000,372107.000,244990.000,538202.000,,353308.000
AccountsReceivableNet,,,,,,,1000.000,,,,1000.000,,,,14000.000,,,,2700.000,,
AccountsReceivableNetCurrent,179476.000,285458.000,214863.000,171001.000,197592.000,192601.000,194486.000,181601.000,287322.000,188361.000,301243.000,198799.000,240577.000,203368.000,260077.000,212515.000,147107.000,244990.000,538202.000,308429.000,353308.000
AccruedBonusesCurrent,,,,,,,,,,,,,,,,,,,,12512.000,18776.000
AccruedEmployeeBenefitsCurrent,,,,,,,,,,,23112.000,,,,,,,,,,
AccruedLiabilitiesCurrent,126873.000,148699.000,203882.000,176837.000,163170.000,166589.000,169923.000,146233.000,131631.000,135407.000,142254.000,117131.000,120659.000,145326.000,159403.000,131114.000,153759.000,160244.000,355732.000,208644.000,221436.000
AccruedProfessionalFeesCurrent,,,,,,,,,,,31054.000,,,,,,,,,,
AccruedSalariesCurrent,,,,,,,,,,,83825.000,,,,,,,,,,
AdditionalPaidInCapital,6000.000,6000.000,6000.000,6000.000,6000.000,6000.000,6000.000,6000.000,6000.000,6000.000,6000.000,6000.000,6000.000,6000.000,6000.000,6000.000,6000.000,6000.000,11140.000,11140.000,11140.000
AllowanceForDoubtfulAccountsReceivableCurrent,1000.000,1000.000,1000.000,1000.000,1000.000,1000.000,1000.000,1000.000,1000.000,1000.000,1000.000,1000.000,1000.000,1000.000,14405.000,2821.000,2883.000,2665.000,2665.000,1024.000,13297.000
Assets,2880823.000,2869889.000,2918553.000,2850214.000,2878596.000,2639204.000,2657311.000,2710315.000,2749270.000,2674339.000,2628268.000,2562514.000,2640875.000,2476085.000,2516429.000,2492261.000,2654830.000,2771160.000,3118972.000,2661197.000,2686352.000
AssetsCurrent,1609469.000,1724241.000,1726531.000,1667654.000,1776953.000,1543543.000,1576927.000,1686695.000,1780669.000,1669529.000,1604903.000,1522591.000,1562067.000,1283008.000,1352775.000,1355241.000,1596895.000,1769562.000,1881797.000,1531921.000,1565190.000
CapitalLeaseObligations,,,,,,,,,,,,,,,,,,,5898.000,1894.000,947.000
CapitalLeaseObligationsCurrent,,,,,,,,,,,,,,,,,,,3788.000,5898.000,5898.000
