,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsNotesAndLoansReceivableNetCurrent,732800000.000,667100000.000,696000000.000,673000000.000,597200000.000,610300000.000,602200000.000,670200000.000,581500000.000,600000000.000,572700000.000,683100000.000,564900000.000,515700000.000,570200000.000,619300000.000,484800000.000,517400000.000,551500000.000,581600000.000,520800000.000,561100000.000,532500000.000,505800000.000,504900000.000
AccountsPayableCurrent,273400000.000,236500000.000,236100000.000,241600000.000,230200000.000,228400000.000,221100000.000,228600000.000,218500000.000,229200000.000,218600000.000,246700000.000,221400000.000,223100000.000,241000000.000,262500000.000,230300000.000,233900000.000,221500000.000,219300000.000,216000000.000,187200000.000,175500000.000,189000000.000,200100000.000
AccrualForTaxesOtherThanIncomeTaxesCurrent,,,,49800000.000,,,,48400000.000,,,,62400000.000,,,,53800000.000,,,,32700000.000,,,,25400000.000,
AccruedIncomeTaxesCurrent,,,,28800000.000,,,,47800000.000,,,,40900000.000,,,,58300000.000,,,,32000000.000,,,,35300000.000,
AccruedVacationCurrent,,,,70400000.000,,,,70200000.000,,,,67200000.000,,,,60800000.000,,,,51100000.000,,,,47100000.000,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,1144400000.000,1164500000.000,1093400000.000,1065900000.000,1092500000.000,1076300000.000,1088500000.000,1085800000.000,1081200000.000,1070400000.000,1018600000.000,920800000.000,939600000.000,956900000.000,921600000.000,890700000.000,837400000.000,854000000.000,829900000.000,722800000.000,739000000.000,743500000.000,746200000.000,741300000.000,749200000.000
AccumulatedOtherComprehensiveIncomeLossDefinedBenefitPensionAndOtherPostretirementPlansNetOfTax,,-2297500000.000,-2246200000.000,,3032400000.000,-3005500000.000,-2984000000.000,-3499300000.000,-3412100000.000,-3368300000.000,-3369100000.000,-2656600000.000,-2624500000.000,-2601900000.000,-2472600000.000,,,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentNetOfTax,,-580000000.000,-648600000.000,,-624300000.000,-654400000.000,-632100000.000,-634300000.000,-655400000.000,-705800000.000,-676700000.000,-676800000.000,-662400000.000,-637900000.000,-694700000.000,,,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-2910500000.000,-2877500000.000,-2894800000.000,-3700900000.000,-3656700000.000,-3659900000.000,-3616100000.000,-4133600000.000,-4067500000.000,-4074100000.000,-4045800000.000,-3333400000.000,-3286900000.000,-3239800000.000,-3167300000.000,-4113400000.000,-4049400000.000,-4032600000.000,-4023400000.000,-3945300000.000,-3889300000.000,-3836000000.000,-3797000000.000,-4152800000.000,-4099500000.000
AdditionalPaidInCapital,,,,,,,,,,,,,,,4488400000.000,4488300000.000,,,,,,,,,
AdditionalPaidInCapitalCommonStock,4217800000.000,4220000000.000,4222100000.000,4217400000.000,4228000000.000,4228100000.000,4227000000.000,4223100000.000,4228800000.000,4228700000.000,4229800000.000,4227700000.000,4482400000.000,4486600000.000,,,4495700000.000,4497800000.000,4499500000.000,4500900000.000,4508200000.000,4510900000.000,4513300000.000,4515200000.000,4518500000.000
AllowanceForDoubtfulAccountsReceivableCurrent,,,,35300000.000,,,,28800000.000,,,,28300000.000,,,,30100000.000,,,,21100000.000,,,,22800000.000,
Assets,2949300000.000,2642900000.000,2566900000.000,2612200000.000,2455600000.000,2397900000.000,2254500000.000,2420400000.000,2323200000.000,2275800000.000,2237700000.000,2510000000.000,2399200000.000,2336100000.000,2279400000.000,2348700000.000,2131500000.000,2163600000.000,2097900000.000,2143200000.000,2265100000.000,2241600000.000,2176100000.000,2021600000.000,1962300000.000
AssetsCurrent,1806300000.000,1531900000.000,1562600000.000,1603400000.000,1452100000.000,1464900000.000,1324700000.000,1512400000.000,1401900000.000,1361700000.000,1327300000.000,1540800000.000,1389400000.000,1301700000.000,1256700000.000,1317300000.000,1106100000.000,1096200000.000,1042400000.000,1135700000.000,1207000000.000,1194200000.000,1133700000.000,1027300000.000,958100000.000
AssetsHeldForSaleCurrent,,,,11000000.000,,,,,,,,,,,,,,,,,,,,,
CapitalLeaseObligationsNoncurrent,,,,,,,,,,,,,,,,14000000.000,,,,12500000.000,,,,,
CapitalLeasesFutureMinimumPaymentsDueCurrent,,,,,,,,,,,,,,,,1800000.000,,,,2600000.000,,,,3000000.000,
CapitalLeasesFutureMinimumPaymentsDueInFiveYears,,,,,,,,,,,,,,,,1300000.000,,,,1300000.000,,,,1300000.000,
CapitalLeasesFutureMinimumPaymentsDueInFourYears,,,,,,,,,,,,,,,,2400000.000,,,,1300000.000,,,,1300000.000,
CapitalLeasesFutureMinimumPaymentsDueInThreeYears,,,,,,,,,,,,,,,,2700000.000,,,,2500000.000,,,,1300000.000,
CapitalLeasesFutureMinimumPaymentsDueInTwoYears,,,,,,,,,,,,,,,,2600000.000,,,,2800000.000,,,,2400000.000,
CapitalLeasesFutureMinimumPaymentsDueThereafter,,,,,,,,,,,,,,,,3200000.000,,,,2000000.000,,,,800000.000,
CapitalLeasesFutureMinimumPaymentsReceivableCurrent,,,,,,,,,,,,,,,,32500000.000,,,,34300000.000,,,,27900000.000,
CapitalLeasesFutureMinimumPaymentsReceivableDueThereafter,,,,,,,,,,,,,,,,2600000.000,,,,0.000,,,,200000.000,
CapitalLeasesFutureMinimumPaymentsReceivableInFiveYears,,,,,,,,,,,,,,,,7100000.000,,,,3700000.000,,,,600000.000,
CapitalLeasesFutureMinimumPaymentsReceivableInFourYears,,,,,,,,,,,,,,,,22900000.000,,,,14400000.000,,,,8100000.000,
CapitalLeasesFutureMinimumPaymentsReceivableInThreeYears,,,,,,,,,,,,,,,,23100000.000,,,,32400000.000,,,,20300000.000,
CapitalLeasesFutureMinimumPaymentsReceivableInTwoYears,,,,,,,,,,,,,,,,27600000.000,,,,32800000.000,,,,30000000.000,
CapitalizedComputerSoftwareNet,137800000.000,132300000.000,129700000.000,129800000.000,129700000.000,129500000.000,130200000.000,124200000.000,123500000.000,122900000.000,125100000.000,129100000.000,135100000.000,142300000.000,142600000.000,144100000.000,144500000.000,144600000.000,140100000.000,138500000.000,136500000.000,136300000.000,137700000.000,137000000.000,135100000.000
CashAndCashEquivalentsAtCarryingValue,833100000.000,625000000.000,667300000.000,714900000.000,654700000.000,659700000.000,541600000.000,655600000.000,628600000.000,575600000.000,555900000.000,639800000.000,613800000.000,574200000.000,476500000.000,494300000.000,402000000.000,364800000.000,293100000.000,365200000.000,513800000.000,463600000.000,442700000.000,370600000.000,302000000.000
