,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-09-30,2012-12-31,2013-03-31,2013-09-30,2013-12-31,2014-03-31,2014-09-30
FiniteLivedIntangibleAssetsAmortizationExpenseYearFive,,,,,,2205000.000,,,2042000.000,,
FiniteLivedIntangibleAssetsAmortizationExpenseYearFour,,,,,,3873000.000,,,3266000.000,,
FiniteLivedIntangibleAssetsAmortizationExpenseYearThree,,,,,,4283000.000,,,4980000.000,,
FiniteLivedIntangibleAssetsAmortizationExpenseYearTwo,,,,,,14341000.000,,,5783000.000,,
FiniteLivedIntangibleAssetsGross,,,,,,,76003000.000,86606000.000,,98143000.000,98712000.000
FiniteLivedIntangibleAssetsNet,,,,,,59686000.000,54483000.000,52141000.000,47049000.000,53655000.000,44730000.000
Goodwill,117421000.000,117655000.000,122069000.000,122312000.000,122158000.000,189138000.000,189138000.000,203470000.000,203528000.000,210627000.000,195421000.000
GoodwillGross,,,,,,741464000.000,,,,,
GoodwillImpairedAccumulatedImpairmentLoss,,,,,,552326000.000,,,,,
IndefiniteLivedLicenseAgreements,,,,,,536515000.000,,,536515000.000,,
IntangibleAssetsNetExcludingGoodwill,406700000.000,406449000.000,400081000.000,399194000.000,398795000.000,596201000.000,536515000.000,536515000.000,583564000.000,536515000.000,491062000.000
IntangibleAssetsNetIncludingGoodwill,,,,,,785339000.000,,,787092000.000,,
InterestPayableCurrent,,,,,,7841000.000,,,12168000.000,,
InvestmentsInAffiliatesSubsidiariesAssociatesAndJointVentures,,,,,,,,,0.000,,
Liabilities,917460000.000,930800000.000,1158593000.000,880396000.000,899396000.000,1329736000.000,1288020000.000,1130851000.000,1114878000.000,1122759000.000,1054629000.000
LiabilitiesAndStockholdersEquity,797532000.000,815770000.000,1077695000.000,804735000.000,864418000.000,1241414000.000,1201379000.000,1217388000.000,1216850000.000,1237235000.000,1165211000.000
LiabilitiesCurrent,55131000.000,68882000.000,317017000.000,65241000.000,77023000.000,362712000.000,251652000.000,118813000.000,91509000.000,99016000.000,107751000.000
LiabilitiesOfDisposalGroupIncludingDiscontinuedOperationCurrent,,,3719000.000,1516000.000,,,,,,,
LiabilitiesOfDisposalGroupIncludingDiscontinuedOperationNoncurrent,,,1308000.000,75000.000,,,,,,,
LongTermDebt,,,,,,,,,930088000.000,,
LongTermDebtAndCapitalLeaseObligations,,,,,573383000.000,879471000.000,941214000.000,926551000.000,927328000.000,931531000.000,871931000.000
LongTermDebtAndCapitalLeaseObligationsMaturitiesRepaymentsOfPrincipalInYearFive,,,,,,,,,502009000.000,,
LongTermDebtAndCapitalLeaseObligationsMaturitiesRepaymentsOfPrincipalInYearFour,,,,,,,,,72096000.000,,
LongTermDebtAndCapitalLeaseObligationsMaturitiesRepaymentsOfPrincipalInYearThree,,,,,,,,,29844000.000,,
LongTermDebtAndCapitalLeaseObligationsMaturitiesRepaymentsOfPrincipalInYearTwo,,,,,,,,,23640000.000,,
LongTermDebtCurrent,184000.000,184000.000,253856000.000,4437000.000,,,,,,,
LongTermDebtFairValue,,,,,,,,,954255000.000,,
LongTermDebtNoncurrent,615109000.000,615431000.000,614861000.000,587692000.000,,,,,,,
MarketableSecuritiesCurrent,,,,,,,,,,,174000.000
MinorityInterest,0.000,153000.000,231000.000,,,,,,,2435000.000,
OtherAccruedLiabilitiesCurrent,,,,,,31783000.000,,,24317000.000,,
OtherAssetsCurrent,7635000.000,7596000.000,6090000.000,6666000.000,6604000.000,7699000.000,6846000.000,7070000.000,15201000.000,13781000.000,19096000.000
OtherAssetsNoncurrent,14866000.000,13417000.000,11487000.000,10923000.000,44826000.000,13189000.000,13364000.000,11075000.000,12299000.000,16191000.000,12127000.000
OtherLiabilitiesNoncurrent,43385000.000,41574000.000,58411000.000,52925000.000,47374000.000,42716000.000,41753000.000,37708000.000,27209000.000,29452000.000,21294000.000
PensionAndOtherPostretirementDefinedBenefitPlansCurrentLiabilities,,,,,,373000.000,,,695000.000,,
PensionAndOtherPostretirementDefinedBenefitPlansLiabilitiesCurrentAndNoncurrent,,,,,,38557000.000,,,17564000.000,,
PensionAndOtherPostretirementDefinedBenefitPlansLiabilitiesNoncurrent,,,,,,38184000.000,,,16869000.000,,
ProgramRightsObligationsCurrent,,,,,9536000.000,10770000.000,9679000.000,7933000.000,7027000.000,7030000.000,7428000.000
ProgramRightsObligationsNoncurrent,,,,,1993000.000,4281000.000,4021000.000,3597000.000,4146000.000,3945000.000,2941000.000
PropertyPlantAndEquipmentGross,,,,,,512098000.000,,,520273000.000,,
PropertyPlantAndEquipmentNet,149479000.000,146373000.000,145429000.000,144790000.000,143553000.000,243595000.000,239039000.000,227422000.000,221078000.000,223186000.000,214378000.000
RedeemableNoncontrollingInterestEquityCarryingAmount,,,3503000.000,3352000.000,3303000.000,3242000.000,3099000.000,13442000.000,12845000.000,9820000.000,15165000.000
RestrictedCashAndInvestmentsCurrent,,,255159000.000,,,,,,,,
RestructuringReserve,,,,,,,,,,220000.000,542000.000
RetainedEarningsAccumulatedDeficit,-1203310000.000,-1200352000.000,-1157390000.000,-1153124000.000,-1106347000.000,-1164435000.000,-1165291000.000,-1010878000.000,-1006322000.000,-1004665000.000,-1019738000.000
StockholdersEquity,-119928000.000,-115183000.000,-84632000.000,-79013000.000,-38281000.000,-91564000.000,-89740000.000,73095000.000,89127000.000,102221000.000,95417000.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,-119928000.000,-115030000.000,-84401000.000,-79013000.000,-38281000.000,-91564000.000,-89740000.000,73095000.000,101972000.000,104656000.000,95417000.000
TaxesPayableCurrent,,,,,,,163142000.000,31019000.000,,1686000.000,258000.000
TreasuryStockShares,,,,,4947659.000,4947659.000,4947659.000,4947659.000,4947659.000,4947659.000,4947659.000
TreasuryStockValue,7869000.000,7869000.000,10598000.000,11227000.000,21984000.000,21984000.000,21984000.000,21984000.000,21984000.000,21984000.000,21984000.000
UnrecognizedTaxBenefits,,,,,,26559000.000,,,24478000.000,,
UnrecognizedTaxBenefitsThatWouldImpactEffectiveTaxRate,,,,,,800000.000,,,900000.000,,
VariableInterestEntityConsolidatedCarryingAmountAssets,9989000.000,11335000.000,10688000.000,10375000.000,10071000.000,60380000.000,61108000.000,61124000.000,56056000.000,55024000.000,54207000.000
