,2011-03-31,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AdjustmentsToAdditionalPaidInCapitalOther,,,-1000000.000,,,,33000000.000,,,,62000000.000,,,,,,,,,,,,
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,,,,,,,,,,,,,,,,,,,35000000.000,,,,14000000.000
AmortizationOfIntangibleAssets,,,,,,,14000000.000,14000000.000,14000000.000,13000000.000,13000000.000,12000000.000,13000000.000,16000000.000,14000000.000,16000000.000,23000000.000,23000000.000,161000000.000,125000000.000,157000000.000,148000000.000,151000000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,4700000.000,5900000.000,6500000.000,6100000.000,-8500000.000,7800000.000,2400000.000,15100000.000,,1800000.000,2100000.000,10300000.000,,1400000.000,800000.000,1500000.000,,,,,,
BusinessCombinationIntegrationRelatedCosts,,,,,,,,,,,,,,,,,,,52000000.000,29000000.000,36000000.000,60000000.000,40000000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,110000000.000,,25000000.000,,,,36000000.000,,,,-65000000.000,,,,-111000000.000,,,,,,,,
CashAndCashEquivalentsPeriodIncreaseDecreaseExcludingExchangeRateEffect,,,,,,,,,,,,,,,,,,,420000000.000,,,,27000000.000
CashFlowHedgeGainLossToBeReclassifiedWithinTwelveMonths,,,7000000.000,,,,,,,,,,,,,,,,,,,,
CommonStockDividendsPerShareDeclared,0.260,0.260,0.270,0.270,0.270,0.270,0.280,0.280,0.280,0.280,0.300,0.300,0.300,0.300,0.310,0.310,0.310,2.350,0.480,0.480,0.480,0.480,0.530
ComprehensiveIncomeNetOfTax,,9000000.000,256000000.000,77000000.000,53000000.000,-938000000.000,183000000.000,111000000.000,45000000.000,183000000.000,254000000.000,72000000.000,-82000000.000,-255000000.000,324000000.000,150000000.000,35000000.000,-107000000.000,222000000.000,-56000000.000,-72000000.000,-521000000.000,320000000.000
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,,,8000000.000,1000000.000,,,3000000.000,2000000.000,1000000.000,6000000.000,4000000.000,1000000.000,-2000000.000,2000000.000,-3000000.000,6000000.000,-5000000.000,3000000.000,-9000000.000,6000000.000,1000000.000,0.000,11000000.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,,9000000.000,264000000.000,78000000.000,53000000.000,-934000000.000,186000000.000,113000000.000,46000000.000,189000000.000,258000000.000,73000000.000,-84000000.000,-253000000.000,321000000.000,156000000.000,30000000.000,-104000000.000,231000000.000,-62000000.000,-73000000.000,-525000000.000,331000000.000
ConsolidationLessThanWhollyOwnedSubsidiaryParentOwnershipInterestChangeDueToNetIncomeAttributableToParentAndEffectsOfChangesNet,,,203000000.000,,,,216000000.000,,,,246000000.000,,,,,,,,,,,,
ConsolidationLessThanWhollyOwnedSubsidiaryParentOwnershipInterestChangesNet,,,-22000000.000,,,,-3000000.000,,,,0.000,,,,,,,,,,,,
ConsolidationLessThanWhollyOwnedSubsidiaryParentOwnershipInterestChangesPurchaseOfInterestByParent,,,22000000.000,,,,3000000.000,,,,0.000,,,,,,,,,,,,
ConsolidationLessThanWhollyOwnedSubsidiaryParentOwnershipInterestChangesSaleOfInterestByParent,,,,,,,0.000,,,,,,,,,,,,,,,,
CostOfReimbursableExpense,,,,,,,,,,,,,,,,,,,-41000000.000,,,,
DeferredIncomeTaxExpenseBenefit,,,,,,,,,,,,,,,,,,,-70000000.000,,,,-74000000.000
DefinedBenefitPlanAmountsRecognizedInOtherComprehensiveIncomeNetPriorServiceCostCreditBeforeTax,,,,,,,,,,,,0.000,2000000.000,,2000000.000,6000000.000,5000000.000,,,,,,
