,2011-07-31,2011-10-31,2012-01-31,2012-07-31,2012-10-31,2013-01-31,2013-07-31,2013-10-31,2014-01-31,2014-07-31,2014-10-31,2015-01-31,2015-07-31,2016-01-31,2016-04-30,2016-07-31,2016-10-31,2017-01-31,2017-04-30
CashAndCashEquivalentsAtCarryingValue,706731.000,,,782415.000,,,785053.000,860531.000,847561.000,879390.000,948655.000,941025.000,969765.000,1013234.000,1091649.000,1128947.000,,1021508.000,1040582.000
CommonStockOtherValueOutstanding,660988.000,660988.000,660988.000,660988.000,660988.000,660988.000,660988.000,660988.000,660988.000,660988.000,660988.000,660988.000,660988.000,660988.000,660988.000,660988.000,660988.000,660988.000,660988.000
CommonStockSharesIssued,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000
CommonStockSharesOutstanding,14935511.000,,,14935511.000,14935511.000,14935511.000,14935511.000,14935511.000,14935511.000,,14935511.000,14935511.000,14935511.000,14935511.000,14935511.000,14935511.000,14935511.000,14935511.000,14935511.000
CommonStockValue,,,,,,,,,660988.000,,,,,,,,,,
DeferredIncomeTaxLiabilities,,,,,,,,,,,,,,,32110.000,,,,34800.000
DeferredIncomeTaxLiabilitiesNet,,,,,,,,,,,,,,,,32110.000,,,
DeferredTaxAssetsNet,,,,,,,,,,,,,,,13232.000,,,,11867.000
DeferredTaxAssetsNetCurrent,-28534.000,-28534.000,-28534.000,-35057.000,-35057.000,-35057.000,-37734.000,-37734.000,-37734.000,-23822.000,-23822.000,-23822.000,-32110.000,-32110.000,,,,,
DeferredTaxAssetsOther,,,,,,,,,,,,,,,1660.000,,,,2507.000
DeferredTaxAssetsPropertyPlantAndEquipment,,,,,,,,,,,,,,,4488.000,,,,2290.000
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsCompensatedAbsences,,,,,,,,,,,,,,,7084.000,,,,7070.000
DeferredTaxLiabilities,,,,,,,,,,,,,,,45342.000,,32110.000,32110.000,46667.000
DeferredTaxLiabilitiesDeferredExpenseCapitalizedPatentCosts,,,,,,,,,,,,,,,38330.000,,,,38996.000
DeferredTaxLiabilitiesOther,,,,,,,,,,,,,,,7012.000,,,,7671.000
DepositAssets,5947.000,5947.000,5937.000,5937.000,5937.000,5937.000,5937.000,5937.000,5937.000,5937.000,5937.000,5937.000,5937.000,5937.000,5937.000,5937.000,5937.000,5937.000,5937.000
DueFromAffiliateNoncurrent,19699.000,19699.000,19699.000,19699.000,19699.000,19699.000,19699.000,19699.000,19699.000,19699.000,19699.000,19699.000,19699.000,19699.000,19699.000,19699.000,19699.000,19699.000,19699.000
IntangibleAssetsCurrent,137622.000,141004.000,143925.000,163476.000,182988.000,170425.000,155304.000,165513.000,177711.000,98335.000,30860.000,32914.000,44240.000,58919.000,60788.000,60788.000,69420.000,69420.000,69420.000
InventoryFinishedGoods,,,,,,5727.000,22428.000,11405.000,11574.000,20459.000,9210.000,9542.000,16139.000,8269.000,9426.000,28917.000,27638.000,25257.000,26847.000
InventoryGross,103803.000,100099.000,91361.000,71880.000,69489.000,96233.000,141817.000,131959.000,135437.000,119629.000,118765.000,131056.000,139058.000,116809.000,108960.000,127139.000,160058.000,185153.000,186312.000
InventoryRawMaterials,,,,,,77269.000,108463.000,96491.000,101906.000,79788.000,93710.000,107812.000,105479.000,95102.000,83231.000,84881.000,121197.000,143423.000,142713.000
InventoryWorkInProcess,,,,,,13237.000,10926.000,24063.000,21957.000,19382.000,15845.000,13702.000,17440.000,13438.000,16303.000,13341.000,11223.000,16473.000,16752.000
LeaseholdImprovementsGross,20022.000,20022.000,20022.000,20022.000,20022.000,20022.000,20022.000,20022.000,20022.000,20022.000,20022.000,20022.000,20022.000,20022.000,20022.000,20022.000,20022.000,23447.000,23447.000
LiabilitiesAndStockholdersEquity,1149943.000,1158253.000,1191695.000,1239740.000,1306511.000,1317526.000,1335071.000,1388180.000,1365814.000,1364091.000,1389671.000,1402779.000,1465969.000,1517400.000,1579786.000,1582587.000,1621910.000,1675094.000,1692218.000
LiabilitiesCurrent,78280.000,66347.000,55420.000,51655.000,75512.000,66463.000,61698.000,64283.000,45013.000,70815.000,50086.000,47268.000,59376.000,44888.000,69181.000,84025.000,64848.000,68425.000,71698.000
MachineryAndEquipmentGross,198906.000,203120.000,203120.000,208560.000,209315.000,209919.000,205093.000,208618.000,208618.000,199596.000,199596.000,199596.000,197517.000,198640.000,198640.000,201952.000,201952.000,201952.000,201764.000
OtherAccruedLiabilitiesNoncurrent,11850.000,8398.000,5692.000,3000.000,3000.000,3000.000,1311.000,2005.000,,1680.000,2409.000,1326.000,2568.000,2410.000,,3063.000,3678.000,3279.000,
OtherAssets,157130.000,160248.000,162894.000,181917.000,201165.000,205344.000,189077.000,198712.000,210337.000,129814.000,139309.000,128764.000,135748.000,146084.000,145782.000,143611.000,150072.000,147900.000,145729.000
OtherIntangibleAssetsNet,13561.000,13297.000,13032.000,12504.000,12240.000,28982.000,27836.000,27262.000,26689.000,25542.000,102512.000,89913.000,85571.000,81228.000,79057.000,76886.000,74715.000,72543.000,70372.000
PrepaidExpense,21317.000,15890.000,25267.000,25819.000,15171.000,24542.000,,,,,,,,,,,,,
PrepaidExpenseAndOtherAssets,,,,,,,47363.000,14169.000,26903.000,35405.000,13334.000,26606.000,37294.000,29280.000,25958.000,35413.000,17431.000,32691.000,32165.000
PropertyPlantAndEquipmentGross,218928.000,223142.000,223142.000,228582.000,229337.000,229941.000,225115.000,228640.000,228640.000,219618.000,219618.000,219618.000,217539.000,218662.000,218662.000,221974.000,221974.000,225399.000,225211.000
PropertyPlantAndEquipmentNet,11588.000,13956.000,10986.000,13509.000,12645.000,13734.000,10598.000,12389.000,10557.000,31073.000,27946.000,25103.000,20095.000,17211.000,15386.000,16599.000,14694.000,15743.000,19885.000
RetainedEarningsAccumulatedDeficit,401840.000,422083.000,466452.000,511739.000,554653.000,574717.000,594350.000,644874.000,641778.000,628165.000,674474.000,690400.000,733194.000,799113.000,837206.000,825163.000,883663.000,933270.000,944431.000
SalesAndExciseTaxPayableCurrent,,,,,,2290.000,,,436.000,,,,,,,,,,
StockholdersEquity,1043129.000,1063372.000,1107741.000,1153028.000,1195942.000,1216006.000,1235639.000,1286163.000,1283067.000,1269454.000,1315763.000,1331689.000,1374483.000,1440402.000,1478495.000,1466452.000,1524952.000,1574559.000,1585720.000
TaxesPayableCurrent,,,,,,,,1393.000,,,7636.000,7346.000,,1153.000,,,318.000,10776.000,
