,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31
AdjustmentsToReconcileNetIncomeLossToCashProvidedByUsedInOperatingActivities,310719.000,,,,-6795634.000,,
CashAndCashEquivalentsPeriodIncreaseDecrease,-193716.000,,,,-192966.000,,
CostOfPropertyRepairsAndMaintenance,294554.000,200136.000,254001.000,10087.000,94198.000,125991.000,6193.000
DepreciationAmortizationAndAccretionNet,154128.000,129138.000,83020.000,-36479.000,76761.000,76762.000,1081.000
DepreciationAndAmortization,154128.000,,,,85993.000,,
DiscontinuedOperationAmountOfOtherIncomeLossFromDispositionOfDiscontinuedOperationsBeforeIncomeTax,0.000,453442.000,3619726.000,8377473.000,6837459.000,1080008.000,6101959.000
GainLossOnSaleOfOtherAssets,,,,,36716.000,,
GainLossOnSaleOfPropertyPlantEquipment,0.000,,,,6852961.000,,
GainsLossesOnExtinguishmentOfDebt,0.000,0.000,0.000,,0.000,0.000,0.000
GeneralAndAdministrativeExpense,496692.000,522477.000,465220.000,156366.000,309071.000,339285.000,84616.000
IncomeLossFromContinuingOperations,-322949.000,-94393.000,-391393.000,-314017.000,-106419.000,-72493.000,-60341.000
IncomeLossFromContinuingOperationsAttributableToNoncontrollingEntity,-76384.000,33827.000,-1364.000,39512.000,229.000,414.000,-170456.000
IncomeLossFromContinuingOperationsPerOutstandingLimitedPartnershipUnit,-5.620,-2.920,-8.890,-8.060,-2.430,-1.660,2.510
IncomeLossFromDiscontinuedOperationsNetOfTaxAttributableToNoncontrollingInterest,0.000,535195.000,325170.000,2642677.000,116454.000,606799.000,673796.000
IncomeLossFromDiscontinuedOperationsNetOfTaxPerOutstandingLimitedPartnershipUnit,0.000,-1.860,75.080,130.700,153.170,10.780,123.710
IncomeLossIncludingPortionAttributableToNoncontrollingInterest,,,,,6731040.000,,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,16846.000,,,,-102653.000,,
IncreaseDecreaseInDueToAffiliates,71408.000,,,,21473.000,,
IncreaseDecreaseInInterestPayableNet,198944.000,,,,109649.000,,
IncreaseDecreaseInOtherCurrentAssets,,,,,42543.000,,
IncreaseDecreaseInRestrictedCash,4634.000,,,,10867.000,,
IncreaseDecreaseInRestrictedCashForOperatingActivities,55298.000,,,,-420242.000,,
IncreaseDecreaseInSecurityDeposits,18142.000,,,,11605.000,,
InterestExpenseDebt,338075.000,315338.000,183378.000,-170151.000,92062.000,95579.000,10687.000
NetCashProvidedByUsedInFinancingActivities,-179676.000,,,,-142282.000,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,-179676.000,,,,-142282.000,,
NetCashProvidedByUsedInInvestingActivities,-1810.000,,,,13910.000,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-1810.000,,,,13910.000,,
NetCashProvidedByUsedInOperatingActivities,-12230.000,,,,-64594.000,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-12230.000,,,,-64594.000,,
NetIncomeLoss,-246565.000,-209973.000,2904527.000,5381267.000,6614357.000,400302.000,5538278.000
NetIncomeLossAllocatedToLimitedPartners,-244099.000,-207873.000,2875482.000,5327453.000,6548213.000,396299.000,5482895.000
NetIncomeLossAttributableToNoncontrollingInterest,-76384.000,569022.000,323806.000,2682189.000,-116683.000,607213.000,503340.000
NetIncomeLossPerOutstandingLimitedPartnershipUnit,-5.620,-4.780,66.190,122.640,150.740,9.120,126.220
OperatingExpenses,1861059.000,1668860.000,1365534.000,91037.000,850610.000,937467.000,200909.000
OtherIncome,40495.000,89487.000,34102.000,24836.000,20775.000,99753.000,9597.000
PartnersCapitalAccountDistributions,-84075.000,,,,-80050.000,,
PaymentsOfDividendsMinorityInterest,84075.000,,,,80050.000,,
PaymentsToAcquireBuildings,1885.000,,,,0.000,,
ProceedsFromRepaymentsOfRelatedPartyDebt,0.000,,,,0.000,,
ProceedsFromSaleOfPropertyHeldForSale,0.000,,,,24990.000,,
ProfitLoss,,,,,6731040.000,1007515.000,6041618.000
RealEstateInsurance,93524.000,91297.000,57153.000,-27138.000,39205.000,44126.000,3324.000
RealEstateTaxExpense,63263.000,65597.000,40582.000,-27650.000,23650.000,23649.000,0.000
RepaymentsOfLongTermDebt,95601.000,,,,62232.000,,
Revenues,1538110.000,1574467.000,974141.000,-222980.000,744191.000,864974.000,140568.000
SalesRevenueNet,1497615.000,1484980.000,940039.000,-247816.000,723416.000,765221.000,130971.000
UtilitiesOperatingExpenseOperations,231895.000,170544.000,136692.000,-12396.000,131365.000,96946.000,18948.000
