,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AmortizationOfFinancingCosts,6696000.000,,,,,,,,,,,,,,,,
AmortizationOfFinancingCostsAndDiscounts,,,,,4600000.000,,,,4000000.000,,,,2400000.000,,,,1200000.000
CapitalExpendituresIncurredButNotYetPaid,8600000.000,,,,-3500000.000,,,,-5700000.000,,,,,,,,
CapitalLeaseObligationsIncurred,,,,,500000.000,,,,,,,,,,,,
CostOfServicesExcludingDepreciationDepletionAndAmortization,165689000.000,165500000.000,164300000.000,168411000.000,178000000.000,182400000.000,188800000.000,187800000.000,178300000.000,170300000.000,164500000.000,165500000.000,164500000.000,167500000.000,167100000.000,169200000.000,159800000.000
CostsAndExpenses,265716000.000,266000000.000,258400000.000,267684000.000,274400000.000,285900000.000,286600000.000,278900000.000,261300000.000,253400000.000,249200000.000,248300000.000,243400000.000,248500000.000,249700000.000,251800000.000,240900000.000
CostsAndExpensesRelatedParty,408000.000,400000.000,400000.000,492000.000,400000.000,500000.000,400000.000,400000.000,400000.000,600000.000,400000.000,500000.000,400000.000,500000.000,400000.000,400000.000,500000.000
DeferredIncomeTaxesAndTaxCredits,,,,,1100000.000,,,,900000.000,,,,500000.000,,,,7700000.000
DeferredOtherTaxExpenseBenefit,,,,,,,,,,,,,,-27600000.000,,,
Depreciation,54217000.000,54000000.000,53900000.000,55683000.000,57000000.000,54600000.000,54500000.000,49800000.000,47500000.000,49300000.000,50000000.000,49100000.000,46700000.000,47100000.000,48000000.000,51600000.000,49700000.000
DepreciationDepletionAndAmortization,64818000.000,63200000.000,63000000.000,65382000.000,66000000.000,64100000.000,64000000.000,57200000.000,54800000.000,55500000.000,55900000.000,54900000.000,52500000.000,52900000.000,49600000.000,52000000.000,50300000.000
