,2011-06-30,2011-09-30
ComprehensiveIncomeNetOfTax,-972894.000,-1673427.000
CostOfGoodsSold,559380.000,479930.000
EarningsPerShareBasicAndDiluted,-0.040,-0.060
GrossProfit,370343.000,-9538.000
IncomeLossFromContinuingOperations,-975631.000,-1639722.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-1018096.000,-1682222.000
IncomeTaxExpenseBenefit,-42465.000,-42500.000
InterestExpense,202006.000,267889.000
LaborAndRelatedExpense,577074.000,675444.000
OperatingExpenses,1320203.000,1438605.000
OperatingIncomeLoss,-949860.000,-1448143.000
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationGainLossArisingDuringPeriodNetOfTax,2737.000,-33705.000
Revenues,929723.000,470392.000
SalesRevenueNet,929723.000,470392.000
SellingGeneralAndAdministrativeExpense,743129.000,763161.000
WeightedAverageNumberOfSharesOutstandingBasic,26634834.000,27027625.000
