,2011-06-30,2011-09-30,2011-12-31
CashAndCashEquivalentsPeriodIncreaseDecrease,-275000.000,,
ComprehensiveIncomeNetOfTax,-148000.000,-447000.000,-523000.000
DepreciationDepletionAndAmortization,33000.000,,
EarningsPerShareBasic,-0.030,-0.040,-0.030
IncomeLossBeforeExtraordinaryItemsAndCumulativeEffectOfChangeInAccountingPrinciplePerBasicShare,,-0.040,-0.030
IncomeLossFromContinuingOperations,,-275000.000,-173000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,-166000.000,-275000.000,-173000.000
IncreaseDecreaseInAccountsPayable,28000.000,,
IncreaseDecreaseInAccruedLiabilities,-168000.000,,
IncreaseDecreaseInOtherOperatingAssets,-3000.000,,
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,-23000.000,,
InterestExpense,33000.000,36000.000,41000.000
IssuanceOfStockAndWarrantsForServicesOrClaims,17000.000,,
MarketableSecuritiesRealizedGainLossExcludingOtherThanTemporaryImpairments,,,27000.000
NetCashProvidedByUsedInFinancingActivities,7000.000,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,7000.000,,
NetCashProvidedByUsedInOperatingActivities,-282000.000,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-282000.000,,
NetIncomeLoss,-166000.000,-275000.000,-173000.000
NonoperatingIncomeExpense,-31000.000,-35000.000,-14000.000
OperatingExpenses,207000.000,305000.000,225000.000
OperatingIncomeLoss,-135000.000,-240000.000,-159000.000
OtherComprehensiveIncomeLossNetOfTaxPeriodIncreaseDecrease,18000.000,-172000.000,-350000.000
OtherNonoperatingIncomeExpense,2000.000,1000.000,
ProceedsFromIssuanceOfLongTermDebt,46000.000,,
RepaymentsOfDebtAndCapitalLeaseObligations,39000.000,,
Revenues,72000.000,65000.000,66000.000
SalesRevenueNet,72000.000,65000.000,66000.000
