,2011-06-30,2011-09-30,2012-03-31,2012-06-30
CashAndCashEquivalentsPeriodIncreaseDecrease,,,-13200459.000,
CostOfRevenue,26298267.000,34308823.000,-19346112.000,21591924.000
DepreciationDepletionAndAmortization,,,671583.000,
EarningsPerShareBasic,0.110,0.130,0.100,0.090
EarningsPerShareDiluted,0.110,0.130,0.100,0.090
GrossProfit,10576471.000,11152971.000,9582605.000,9815377.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,3092509.000,4716297.000,3369992.000,3462065.000
IncomeTaxExpenseBenefit,361810.000,465048.000,-578268.000,-562181.000
IncomeTaxesPaid,,,569751.000,
IncreaseDecreaseInAccountsPayable,,,7846033.000,
IncreaseDecreaseInAccountsReceivable,,,-6388792.000,
IncreaseDecreaseInInventories,,,539106.000,
IncreaseDecreaseInOtherOperatingAssets,,,-69418.000,
IncreaseDecreaseInOtherReceivables,,,-2371040.000,
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,,1204353.000,
IncreaseDecreaseInRestrictedCashForOperatingActivities,,,-1123252.000,
InterestAndDividendIncomeOperating,46617.000,95447.000,34888.000,197562.000
InterestExpense,-236756.000,-192460.000,-109464.000,111696.000
InterestPaid,,,109464.000,
NetCashProvidedByUsedInFinancingActivities,,,-2082598.000,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,-2082598.000,
NetCashProvidedByUsedInInvestingActivities,,,-2037135.000,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,-2037135.000,
NetCashProvidedByUsedInOperatingActivities,,,-9399831.000,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,-9399831.000,
NetIncomeLoss,2789396.000,3219736.000,2419296.000,2353197.000
NonoperatingIncomeExpense,-86398.000,118879.000,724433.000,1091957.000
OperatingExpenses,7397564.000,6555553.000,-6937046.000,7445269.000
OperatingIncomeLoss,3178907.000,4597418.000,2645559.000,2370108.000
OtherNonoperatingExpense,38405.000,39978.000,153008.000,
OtherNonoperatingIncome,,,,225129.000
PaymentsToAcquirePropertyPlantAndEquipment,,,-798532.000,
ProfitLoss,,,3170977.000,
Revenues,36874738.000,45461794.000,28928717.000,31407301.000
SalesRevenueNet,36874738.000,45461794.000,28928717.000,31407301.000
ShareBasedCompensation,,,273749.000,
WeightedAverageNumberOfDilutedSharesOutstanding,25273195.000,25272553.000,25280702.000,25320592.000
WeightedAverageNumberOfSharesOutstandingBasic,25270069.000,25270069.000,25270069.000,25270069.000
