,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableCurrent,,,,,,,,,,,,,,,,39208000.000,,,,,,,,,
AccountsPayableTradeCurrent,83134000.000,87595000.000,84850000.000,86172000.000,74986000.000,70360000.000,78272000.000,75370000.000,75796000.000,103867000.000,105950000.000,108490000.000,99975000.000,95897000.000,89918000.000,151443000.000,140093000.000,119334000.000,109262000.000,90489000.000,84587000.000,89303000.000,85314000.000,94960000.000,88701000.000
AccountsReceivableNetCurrent,36383000.000,54838000.000,52067000.000,47647000.000,50531000.000,71936000.000,44327000.000,50667000.000,52312000.000,84067000.000,51247000.000,56184000.000,45619000.000,52253000.000,50576000.000,76165000.000,3464000.000,9807000.000,8613000.000,9475000.000,12668000.000,14304000.000,11187000.000,12432000.000,36225000.000
AccrualForEnvironmentalLossContingencies,,,,852000.000,933000.000,1014000.000,1095000.000,906000.000,987000.000,1396000.000,1322000.000,999000.000,1113000.000,1228000.000,1340000.000,1101000.000,1209000.000,1296000.000,1419000.000,1112000.000,1248000.000,1383000.000,1519000.000,998000.000,1110000.000
AccruedIncomeTaxesCurrent,,,,13370000.000,,,,8146000.000,,,,6198000.000,,,,14302000.000,,,,,,,,,
AccruedLiabilitiesCurrent,46535000.000,49225000.000,58704000.000,40776000.000,48917000.000,44716000.000,52913000.000,40099000.000,49001000.000,81172000.000,72921000.000,69466000.000,51644000.000,45182000.000,46007000.000,104646000.000,107374000.000,67162000.000,71465000.000,48822000.000,50169000.000,48479000.000,59382000.000,50100000.000,58094000.000
AccruedVacationCurrent,,,,5922000.000,,,,6001000.000,,,,9135000.000,,,,9101000.000,,,,,,,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,664519000.000,,,,729515000.000,,,,794602000.000,,,,741928000.000,,,,659127000.000,,,,742280000.000,
AccumulatedOtherComprehensiveIncomeLossBeforeTax1,,,,,,,,,,,-153155000.000,-105891000.000,-105079000.000,-104643000.000,-104239000.000,-129913000.000,-129452000.000,-109708000.000,-112949000.000,-123345000.000,-122139000.000,-120933000.000,-119727000.000,-123057000.000,-121271000.000
AccumulatedOtherComprehensiveIncomeLossCumulativeChangesInNetGainLossFromCashFlowHedgesEffectNetOfTax,,,,-1040000.000,,,,,,,,,,,,,,,,,,,,,
