,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AllocatedShareBasedCompensationExpense,,,,2400000.000,1400000.000,,2300000.000,5100000.000,4300000.000,4700000.000,3100000.000,4600000.000,3900000.000,4100000.000,3000000.000,4600000.000,2900000.000,5500000.000,3300000.000,4600000.000,4200000.000,7300000.000,2400000.000
AmortizationOfAcquisitionCosts,,,,,,,,,,,,,,,,,,,,,,,900000.000
AmortizationOfFinancingCosts,,,,,,,,,,,,,,,,,,,700000.000,,,,1400000.000
AmortizationOfFinancingCostsAndDiscounts,,,1500000.000,,,,1900000.000,,,,1000000.000,,,,900000.000,,,,,,,,
AmortizationOfIntangibleAssets,1600000.000,1500000.000,1500000.000,5100000.000,6900000.000,6400000.000,6600000.000,6200000.000,5900000.000,6000000.000,5900000.000,5600000.000,5400000.000,5300000.000,5200000.000,4900000.000,4800000.000,4700000.000,4700000.000,5400000.000,5800000.000,5700000.000,8000000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,,,,,6400000.000,,,,6000000.000,,7300000.000,,9800000.000,6000000.000,7000000.000,-17300000.000,7100000.000,3800000.000,3700000.000,-11000000.000,2300000.000
BusinessAcquisitionProFormaIncomeLossFromContinuingOperationsBeforeChangesInAccountingAndExtraordinaryItemsNetOfTaxPerShareDiluted,,,,0.310,0.500,,,,,,,,,,,,,,,,,,
BusinessAcquisitionsProFormaIncomeLossFromContinuingOperationsBeforeChangesInAccountingAndExtraordinaryItemsNetOfTax,,,,35400000.000,57800000.000,,,,,,,,,,,,,,,,,,
BusinessAcquisitionsProFormaRevenue,,,,466900000.000,501200000.000,,,,,,,,,,,,,,,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,,-47000000.000,,,,52100000.000,,,,41800000.000,,,,37600000.000,,,,47000000.000,,,,75400000.000
