,2011-04-30,2011-07-31,2011-10-31,2012-01-31,2012-04-30,2012-07-31,2012-10-31,2013-01-31,2013-04-30,2013-07-31,2013-10-31,2014-01-31,2014-04-30,2014-07-31,2014-10-31,2015-01-31,2015-04-30,2015-07-31,2015-10-31,2016-01-31,2016-04-30,2016-07-31,2016-10-31,2017-01-31,2017-04-30
AccretionExpense,,,,,,,,,,,,,69000.000,59000.000,49000.000,40000.000,,,,,,,,,
AdjustmentsRelatedToTaxWithholdingForShareBasedCompensation,,,,,,,,,,,,,,,,,,,,,,,,,6800000.000
AdjustmentsToAdditionalPaidInCapitalIncomeTaxDeficiencyFromShareBasedCompensation,,,,,,,,,,,,,,,,,,,,,-600000.000,,,,
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,6758000.000,,,,8086000.000,,,,7253000.000,,,,6913000.000,,,,6800000.000,,,,5200000.000,,,,7700000.000
AdjustmentsToAdditionalPaidInCapitalTaxEffectFromShareBasedCompensation,8224000.000,,,,9972000.000,,,,6463000.000,,,,7593000.000,,,,1700000.000,,,,,,,,
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,351000.000,410000.000,,746000.000,1026000.000,758000.000,-1661000.000,765000.000,412000.000,350000.000,-1105000.000,324000.000,347000.000,266000.000,-603000.000,700000.000,700000.000,700000.000,-1300000.000,1400000.000,1600000.000,1200000.000,-2900000.000,900000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,-77172000.000,,,,-112372000.000,,,,-39922000.000,,,,13536000.000,,,,-54200000.000,,,,-64000000.000,,,,-89200000.000
CashFlowHedgeGainLossToBeReclassifiedWithinTwelveMonths,,,,,5145000.000,,,,18544000.000,,,,6600000.000,,,,9900000.000,,,,-16600000.000,,,,3400000.000
CommonStockDividendsPerShareDeclared,,,,,,,,,,0.340,0.340,,0.340,0.380,0.380,0.380,0.380,0.400,0.400,0.400,0.400,0.450,0.450,0.450,0.450
ComprehensiveIncomeNetOfTax,113551000.000,90969000.000,69526000.000,92579000.000,87206000.000,57957000.000,87161000.000,175088000.000,74665000.000,90250000.000,117751000.000,-65970000.000,142090000.000,118914000.000,2438000.000,-11177000.000,109900000.000,73700000.000,84600000.000,208100000.000,147000000.000,92100000.000,76100000.000,152800000.000,106300000.000
CostOfGoodsAndServicesSold,317325000.000,358015000.000,345918000.000,470525000.000,350152000.000,387407000.000,388452000.000,504954000.000,392260000.000,393755000.000,391997000.000,512675000.000,422606000.000,397767000.000,388718000.000,503647000.000,393400000.000,397500000.000,373700000.000,449000000.000,345700000.000,354500000.000,369800000.000,441500000.000,342000000.000
DeferredIncomeTaxExpenseBenefit,7205000.000,,,,-8178000.000,,,,-6026000.000,,,,12585000.000,,,,0.000,,,,3300000.000,,,,2900000.000
DepreciationDepletionAndAmortization,36631000.000,,,,39194000.000,,,,43510000.000,,,,49857000.000,,,,48900000.000,,,,52100000.000,,,,50900000.000
DividendsCommonStockCash,31927000.000,,,,36715000.000,,,,40748000.000,,,,43801000.000,,,,49200000.000,,,,50300000.000,,,,56100000.000
EarningsPerShareBasic,0.640,0.700,0.710,1.400,0.640,0.720,0.500,1.420,0.660,0.840,0.740,-0.820,0.970,0.960,0.300,1.520,0.810,0.810,0.710,1.280,0.690,0.840,0.760,1.280,0.750
EarningsPerShareDiluted,0.630,0.690,0.700,1.380,0.640,0.720,0.490,1.400,0.650,0.830,0.730,-0.800,0.970,0.960,0.290,1.510,0.810,0.810,0.700,1.270,0.690,0.840,0.760,1.260,0.740
EffectOfExchangeRateOnCashAndCashEquivalents,6199000.000,,,,2765000.000,,,,-2160000.000,,,,1798000.000,,,,-3400000.000,,,,1100000.000,,,,-1000000.000
EffectiveIncomeTaxRateContinuingOperations,,0.312,0.339,,0.345,0.346,0.384,-0.722,0.349,0.342,0.323,-0.726,0.351,0.355,0.355,-0.717,0.347,0.342,0.355,-0.697,0.290,0.345,0.346,-0.640,0.317
ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,8862000.000,,,,9940000.000,,,,6078000.000,,,,7498000.000,,,,1800000.000,,,,500000.000,,,,
ExcessTaxBenefitFromShareBasedCompensationOperatingActivities,8862000.000,,,,9940000.000,,,,6078000.000,,,,7498000.000,,,,1800000.000,,,,500000.000,,,,
GainsLossesOnExtinguishmentOfDebt,,,,,,,,,,,,,,,-93779000.000,,,,0.000,,,,,,
GrossProfit,443693000.000,514697000.000,475849000.000,716915000.000,469018000.000,499162000.000,464289000.000,730815000.000,503224000.000,532129000.000,519481000.000,785609000.000,589526000.000,595163000.000,570871000.000,781615000.000,569000000.000,593000000.000,564500000.000,764800000.000,545600000.000,577100000.000,579500000.000,788100000.000,557600000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,125819000.000,130921000.000,135784000.000,272427000.000,124431000.000,140330000.000,102512000.000,276303000.000,128446000.000,162192000.000,139696000.000,-175468000.000,193517000.000,192370000.000,59337000.000,292313000.000,160700000.000,159200000.000,141200000.000,248800000.000,123100000.000,161500000.000,145500000.000,246500000.000,136100000.000
IncomeTaxExaminationPenaltiesAndInterestExpense,,,,,,,,,,,,,,-4605000.000,,,,,,,-800000.000,,,,
IncomeTaxExpenseBenefit,44756000.000,40878000.000,46095000.000,94032000.000,42897000.000,48529000.000,39333000.000,96660000.000,44869000.000,55411000.000,45086000.000,-71869000.000,67908000.000,68250000.000,21069000.000,96131000.000,55800000.000,54300000.000,50200000.000,85700000.000,35600000.000,55800000.000,50400000.000,88700000.000,43200000.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,-45668000.000,,,,-41678000.000,,,,-17097000.000,,,,-40200000.000,,,,-59100000.000,,,,-37700000.000,,,,-38400000.000
IncreaseDecreaseInAccountsReceivable,-12276000.000,,,,1056000.000,,,,12149000.000,,,,4279000.000,,,,-2500000.000,,,,7300000.000,,,,6300000.000
IncreaseDecreaseInAccruedIncomeTaxesPayable,-32148000.000,,,,-16585000.000,,,,9148000.000,,,,33044000.000,,,,16300000.000,,,,-5200000.000,,,,36300000.000
IncreaseDecreaseInDeferredRevenueAndCustomerAdvancesAndDeposits,,,,,-979000.000,,,,2922000.000,,,,-3102000.000,,,,5700000.000,,,,-800000.000,,,,7900000.000
IncreaseDecreaseInInventories,83119000.000,,,,135244000.000,,,,78617000.000,,,,91630000.000,,,,3600000.000,,,,41900000.000,,,,33100000.000
IncreaseDecreaseInOtherOperatingCapitalNet,25315000.000,,,,38591000.000,,,,27888000.000,,,,4713000.000,,,,,,,,,,,,
IncreaseDecreaseInOtherOperatingLiabilities,,,,,,,,,,,,,,,,,-3100000.000,,,,200000.000,,,,-3700000.000
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,6702000.000,,,,13370000.000,,,,17199000.000,,,,16260000.000,,,,-2300000.000,,,,-9700000.000,,,,15400000.000
InventoryWriteDown,8181000.000,,,,7193000.000,,,,9602000.000,,,,8289000.000,,,,8900000.000,,,,4300000.000,,,,4800000.000
MinorityInterestDecreaseFromDistributionsToNoncontrollingInterestHolders,,,,,,,,,,,,,,,,,,,,,-2100000.000,,,,
MinorityInterestDecreaseFromRedemptions,,,,,,,,,,,,,0.000,,,,,,,,,,,,
NetCashProvidedByUsedInFinancingActivities,-22716000.000,,,,63457000.000,,,,-2205000.000,,,,-32856000.000,,,,-119000000.000,,,,-131500000.000,,,,-105600000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,-22716000.000,,,,63457000.000,,,,-2205000.000,,,,-32856000.000,,,,-119000000.000,,,,-131500000.000,,,,-105600000.000
NetCashProvidedByUsedInInvestingActivities,-16410000.000,,,,-58005000.000,,,,-37840000.000,,,,-32022000.000,,,,-75400000.000,,,,-12700000.000,,,,-96300000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-16410000.000,,,,-58005000.000,,,,-37840000.000,,,,-32022000.000,,,,-75400000.000,,,,-12700000.000,,,,-96300000.000
NetCashProvidedByUsedInOperatingActivities,-44245000.000,,,,-120589000.000,,,,2283000.000,,,,76616000.000,,,,143600000.000,,,,79100000.000,,,,113700000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-44245000.000,,,,-120589000.000,,,,2283000.000,,,,76616000.000,,,,143600000.000,,,,79100000.000,,,,113700000.000
NetIncomeLoss,81063000.000,90043000.000,89689000.000,178395000.000,81534000.000,91801000.000,63179000.000,179643000.000,83577000.000,106781000.000,94610000.000,-103599000.000,125609000.000,124120000.000,38268000.000,196182000.000,104900000.000,104900000.000,91000000.000,163100000.000,87500000.000,105700000.000,95100000.000,157800000.000,92900000.000
NetIncomeLossAttributableToNoncontrollingInterest,,,,,,,,,,,,,662000.000,,,,600000.000,,,,-1700000.000,,,,300000.000
NonoperatingIncomeExpense,-10147000.000,-9619000.000,-10393000.000,-18415000.000,-10554000.000,-14250000.000,-14783000.000,-19482000.000,-12712000.000,-14694000.000,-13922000.000,-21326000.000,-16276000.000,-16151000.000,-15375000.000,-15101000.000,-9300000.000,-13600000.000,-15200000.000,-10900000.000,-11500000.000,-13400000.000,-9700000.000,-11400000.000,-9500000.000
OperatingIncomeLoss,135966000.000,140540000.000,146177000.000,285743000.000,134985000.000,154580000.000,117295000.000,290357000.000,141158000.000,176886000.000,153618000.000,-167333000.000,209793000.000,208521000.000,168491000.000,304624000.000,170000000.000,172800000.000,156400000.000,260900000.000,134600000.000,174900000.000,155200000.000,256500000.000,145600000.000
OtherComprehensiveIncomeAmortizationOfDefinedBenefitPlanNetPriorServiceCostCreditRecognizedInNetPeriodicBenefitCostBeforeTax,,,,,89000.000,89000.000,,,,,,,,,,,,,,,,,,,
OtherComprehensiveIncomeAvailableForSaleSecuritiesAdjustmentBeforeTaxPeriodIncreaseDecrease,,,,,1097000.000,5000.000,,,,,,,,,,,,,,,,,,,
OtherComprehensiveIncomeAvailableForSaleSecuritiesAdjustmentNetOfTaxPeriodIncreaseDecrease,939000.000,-596000.000,-763000.000,408000.000,,,,,,,,,,,,,,,,,,,,,
OtherComprehensiveIncomeDefinedBenefitPlanNetPriorServiceCostCreditArisingDuringPeriodBeforeTax,,,,,,,,,,,,,,-483000.000,0.000,,,0.000,0.000,,,,,,
OtherComprehensiveIncomeDefinedBenefitPlansAdjustmentBeforeTaxPeriodIncreaseDecrease,,,,,4175000.000,3996000.000,,,,,,,,,,,,,,,,,,,
OtherComprehensiveIncomeDefinedBenefitPlansAdjustmentNetOfTaxPeriodIncreaseDecrease,863000.000,835000.000,848000.000,-75356000.000,,,,,,,,,,,,,,,,,,,,,
OtherComprehensiveIncomeDerivativesQualifyingAsHedgesBeforeTaxPeriodIncreaseDecrease,,,,,961000.000,-23569000.000,,,,,,,,,,,,,,,,,,,
OtherComprehensiveIncomeDerivativesQualifyingAsHedgesNetOfTaxPeriodIncreaseDecrease,990000.000,-5638000.000,-6141000.000,3252000.000,,,,,,,,,,,,,,,,,,,,,
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentBeforeTaxPeriodIncreaseDecrease,,,,,-386000.000,-20967000.000,,,,,,,,,,,,,,,,,,,
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPeriodIncreaseDecrease,29696000.000,6325000.000,-14107000.000,-14120000.000,,,,,,,,,,,,,,,,,,,,,
OtherComprehensiveIncomeLossAmortizationAdjustmentFromAOCIPensionAndOtherPostretirementBenefitPlansForNetPriorServiceCostCreditBeforeTax,,,,,,,,,,,,,108000.000,92000.000,99000.000,108000.000,200000.000,200000.000,200000.000,0.000,200000.000,200000.000,200000.000,100000.000,100000.000
OtherComprehensiveIncomeLossAmortizationPensionAndOtherPostretirementBenefitPlansNetPriorServiceCostRecognizedInNetPeriodicBenefitCostBeforeTax,,,,,,,-89000.000,,-78000.000,-78000.000,-78000.000,,,,,,,,,,,,,,
OtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentBeforeTax,,,,,,,995000.000,,1266000.000,-1076000.000,2595000.000,-1551000.000,1219000.000,-393000.000,1055000.000,-2751000.000,1500000.000,-1300000.000,-1000000.000,-3300000.000,1800000.000,1300000.000,-200000.000,-200000.000,400000.000
OtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentNetOfTax,,,,,,,,,815000.000,-920000.000,1982000.000,-1049000.000,767000.000,-513000.000,901000.000,-1920000.000,1100000.000,-1200000.000,-700000.000,-2100000.000,1200000.000,900000.000,-100000.000,-200000.000,100000.000
OtherComprehensiveIncomeLossAvailableForSaleSecuritiesTax,,,,,,,,,451000.000,-156000.000,613000.000,-502000.000,452000.000,120000.000,154000.000,-831000.000,400000.000,-500000.000,-200000.000,-1300000.000,600000.000,400000.000,-100000.000,0.000,300000.000
OtherComprehensiveIncomeLossBeforeTax,,,,,,,28868000.000,,,,,,,,,,,,,,,,,,
OtherComprehensiveIncomeLossBeforeTaxPeriodIncreaseDecrease,,,,,5847000.000,-40535000.000,,,,,,,,,,,,,,,,,,,
OtherComprehensiveIncomeLossDerivativesQualifyingAsHedgesBeforeTax,,,,,,,8799000.000,,,,,,,,,,,,,,,,,,
OtherComprehensiveIncomeLossDerivativesQualifyingAsHedgesNetOfTax,,,,,,,,,2787000.000,-2977000.000,-1409000.000,-1801000.000,-3479000.000,-1297000.000,-492000.000,6476000.000,-4400000.000,-2700000.000,-4400000.000,-9900000.000,4300000.000,8100000.000,-7600000.000,5900000.000,-1000000.000
OtherComprehensiveIncomeLossDerivativesQualifyingAsHedgesTax,,,,,,,,,1801000.000,-1662000.000,-595000.000,-1378000.000,-1750000.000,-584000.000,-779000.000,3508000.000,-2500000.000,-1700000.000,-2500000.000,-5800000.000,3300000.000,4500000.000,-4800000.000,3300000.000,-300000.000
OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentBeforeTax,,,,,,,15029000.000,,-17893000.000,-15459000.000,19706000.000,-18096000.000,17348000.000,-5116000.000,-41815000.000,-72317000.000,3800000.000,-34600000.000,-5000000.000,-24100000.000,58800000.000,-22800000.000,-11700000.000,-16000000.000,12400000.000
OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentNetOfTax,,,,,,,,,-15438000.000,-15346000.000,19555000.000,-15989000.000,17151000.000,-4955000.000,-38212000.000,-67114000.000,3600000.000,-31800000.000,-5900000.000,-24900000.000,51700000.000,-24600000.000,-13500000.000,-22000000.000,12100000.000
OtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentTax,,,,,,,,,-2455000.000,-113000.000,151000.000,-2107000.000,197000.000,-161000.000,-3603000.000,-5203000.000,200000.000,-2800000.000,900000.000,800000.000,7100000.000,1800000.000,1800000.000,6000000.000,300000.000
OtherComprehensiveIncomeLossNetOfTax,,,,,,,23982000.000,,-8912000.000,-16531000.000,23141000.000,37629000.000,16481000.000,-5206000.000,-35830000.000,-207359000.000,5000000.000,-31200000.000,-6400000.000,45000000.000,59500000.000,-13600000.000,-19000000.000,-5000000.000,13400000.000
OtherComprehensiveIncomeLossNetOfTaxPeriodIncreaseDecrease,,,,,5672000.000,-33844000.000,,,,,,,,,,,,,,,,,,,
OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansAdjustmentBeforeTax,,,,,,,-4045000.000,,,,,,,,,,,,,,,,,,
OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansAdjustmentNetOfTax,,,,,,,,,-2924000.000,-2712000.000,-3013000.000,-56468000.000,-2042000.000,-1559000.000,-1973000.000,144801000.000,-4700000.000,-4500000.000,-4600000.000,-81900000.000,-2300000.000,-2000000.000,-2200000.000,-11300000.000,-2200000.000
OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansTax,,,,,,,,,-2450000.000,-1681000.000,-1871000.000,-34721000.000,-1258000.000,-1032000.000,-1214000.000,86686000.000,-2900000.000,-2700000.000,-2800000.000,-48200000.000,-1400000.000,-1200000.000,-1300000.000,-6400000.000,-1200000.000
OtherComprehensiveIncomeLossReclassificationAdjustmentForSaleOfSecuritiesIncludedInNetIncomeBeforeTax,,,,,,,6000.000,,,,,,,,,,,,,,,,,,
OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIForSaleOfSecuritiesBeforeTax,,,,,,,,,,,,,,,,,,400000.000,-100000.000,,,0.000,0.000,,
OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIOnDerivativesBeforeTax,,,,,,,,,,,,,5497000.000,3868000.000,1940000.000,1712000.000,2800000.000,3400000.000,3500000.000,2000000.000,400000.000,-2700000.000,-5400000.000,2800000.000,-9000000.000
OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIPensionAndOtherPostretirementBenefitPlansForNetGainLossBeforeTax,,,,,,,,,,,,,-3408000.000,-3166000.000,-3286000.000,-3284000.000,-7800000.000,-7400000.000,-7600000.000,-7600000.000,-3900000.000,-3400000.000,-3700000.000,-3700000.000,-3500000.000
OtherComprehensiveIncomeLossReclassificationAdjustmentOnDerivativesIncludedInNetIncomeBeforeTax,,,,,,,3141000.000,,,,,,,,,,,,,,,,,,
OtherComprehensiveIncomeLossTax,,,,,175000.000,-6691000.000,4886000.000,-8988000.000,,,,,,,,,,,,,,,,,
OtherComprehensiveIncomeReclassificationAdjustmentOnDerivativesIncludedInNetIncomeBeforeTax,,,,,-3750000.000,-4013000.000,,,,,,,,,,,,,,,,,,,
OtherComprehensiveIncomeReclassificationOfDefinedBenefitPlansNetGainLossRecognizedInNetPeriodicBenefitCostBeforeTax,,,,,4086000.000,3907000.000,3956000.000,-27942000.000,5296000.000,4315000.000,4806000.000,,,,,,,,,,,,,,
OtherComprehensiveIncomeUnrealizedGainLossOnDerivativesArisingDuringPeriodBeforeTax,,,,,-2789000.000,-27582000.000,5658000.000,20274000.000,5470000.000,-2232000.000,2821000.000,2657000.000,268000.000,1987000.000,669000.000,11696000.000,-4100000.000,-1000000.000,-3400000.000,-13700000.000,8000000.000,9900000.000,-17800000.000,12000000.000,-10300000.000
OtherComprehensiveIncomeUnrealizedHoldingGainLossOnSecuritiesArisingDuringPeriodBeforeTax,,,,,,5000.000,989000.000,,,,,,,,,,,,,,,,,,
OtherCostAndExpenseOperating,,,,,,,,,9379000.000,0.000,0.000,,,,,,,,,,,,,,
PaymentsForRepurchaseOfCommonStock,27939000.000,,,,46485000.000,,,,,,,,7146000.000,9256000.000,5829000.000,4797000.000,33100000.000,22700000.000,60500000.000,104100000.000,78100000.000,71800000.000,30800000.000,2900000.000,11500000.000
PaymentsForRestructuring,,,,,,,,,,,,,1518000.000,1469000.000,1370000.000,1370000.000,,,,,,,,,
PaymentsOfDebtIssuanceCosts,,,,,,,,,,,,,84000.000,,,,100000.000,,,,0.000,,,,
PaymentsOfDividendsCommonStock,31927000.000,,,,36715000.000,,,,40748000.000,,,,43801000.000,,,,49200000.000,,,,50300000.000,,,,56100000.000
PaymentsRelatedToTaxWithholdingForShareBasedCompensation,,,,,,,,,,,,,,,,,,,,,,,,,6800000.000
PaymentsToAcquireNotesReceivable,6609000.000,,,,500000.000,,,,3000000.000,,,,0.000,,,,,,,,,,,,
PaymentsToAcquireProductiveAssets,51628000.000,,,,44207000.000,,,,34542000.000,,,,35162000.000,,,,37400000.000,,,,45600000.000,,,,35300000.000
PaymentsToAcquireShortTermInvestments,3297000.000,,,,13451000.000,,,,298000.000,,,,346000.000,,,,39000000.000,,,,4000000.000,,,,75700000.000
PaymentsToMinorityShareholders,,,,,,,,,,,,,,,,,,,,,,,,,0.000
PensionAndOtherPostretirementBenefitExpense,7631000.000,,,,11790000.000,,,,13796000.000,,,,10430000.000,,,,17100000.000,,,,12400000.000,,,,9400000.000
ProceedsFromCollectionOfNotesReceivable,,,,,,,,,,,,,3486000.000,,,,0.000,,,,,,,,100000.000
ProceedsFromIssuanceOfDebt,,,,,,,,,,,,,,,548037000.000,,,,,,,,,,
