,2011-06-30,2011-09-30
AccountsPayableCurrent,7870000000.000,7995000000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,24977000000.000,24307000000.000
AccumulatedOtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentNetOfTax,-436000000.000,-188000000.000
AccumulatedOtherComprehensiveIncomeLossCumulativeChangesInNetGainLossFromCashFlowHedgesEffectNetOfTax,-1541000000.000,-1588000000.000
AccumulatedOtherComprehensiveIncomeLossDefinedBenefitPensionAndOtherPostretirementPlansNetOfTax,381000000.000,353000000.000
AccumulatedOtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentNetOfTax,1135000000.000,303000000.000
AdditionalPaidInCapital,27617000000.000,27616000000.000
Assets,605634000000.000,603062000000.000
AssetsHeldForSaleAtCarryingValue,895000000.000,3050000000.000
AssetsOfDisposalGroupIncludingDiscontinuedOperation,6413000000.000,1516000000.000
CashAndCashEquivalentsAtCarryingValue,77983000000.000,83278000000.000
CashAndCashEquivalentsAtCarryingValueIncludingDiscontinuedOperations,78142000000.000,83409000000.000
DeferredIncomeTaxLiabilities,2759000000.000,4440000000.000
Deposits,41548000000.000,41515000000.000
FinancingReceivable,300749000000.000,293737000000.000
Goodwill,28173000000.000,27726000000.000
IntangibleAssetsNetExcludingGoodwill,1851000000.000,1710000000.000
InventoryNet,52000000.000,44000000.000
Investments,45331000000.000,46442000000.000
Liabilities,529325000000.000,525898000000.000
LiabilitiesAndStockholdersEquity,605634000000.000,603062000000.000
LiabilitiesOfAssetsHeldForSale,527000000.000,1813000000.000
LiabilitiesOfDisposalGroupIncludingDiscontinuedOperation,1960000000.000,1557000000.000
LongTermDebtAndCapitalLeaseObligations,268962000000.000,259404000000.000
MinorityInterest,1201000000.000,1205000000.000
OtherAssets,74598000000.000,79542000000.000
OtherLiabilities,23127000000.000,22881000000.000
PremiumsAndOtherReceivablesNet,14263000000.000,13689000000.000
PropertyPlantAndEquipmentNet,55326000000.000,52328000000.000
RetainedEarningsAccumulatedDeficit,48703000000.000,50158000000.000
ShortTermBorrowings,123643000000.000,126866000000.000
StockholdersEquity,75108000000.000,75959000000.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,76309000000.000,77164000000.000
