,2012-03-31,2013-03-31,2014-03-31
AmortizationOfAcquisitionCosts,1748.000,264.000,0.000
CashAndCashEquivalentsPeriodIncreaseDecrease,-71121.000,541682.000,3860.000
GainOnSaleOfInvestments,,25319.000,0.000
ImpairmentOfInvestments,100000.000,0.000,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-529235.000,-439057.000,612886.000
IncomeLossFromEquityMethodInvestments,149553.000,5000.000,366903.000
IncreaseDecreaseInAccruedLiabilities,-2417.000,4259.000,15121.000
IncreaseDecreaseInDueToAffiliates,310904.000,-1054443.000,8750.000
IncreaseDecreaseInOtherOperatingAssets,-113.000,-165.000,-200.000
InterestIncomeExpenseNet,,,1872.000
InterestIncomeOperating,532.000,2709.000,
LossOnSaleOfInvestments,,,0.000
NetCashProvidedByUsedInFinancingActivities,,,-1000000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,-1000000.000
NetCashProvidedByUsedInInvestingActivities,47766.000,2030494.000,1425429.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,47766.000,2030494.000,1425429.000
NetCashProvidedByUsedInOperatingActivities,-118887.000,-1488812.000,-421569.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-118887.000,-1488812.000,-421569.000
NetIncomeLoss,-379682.000,-408738.000,979789.000
NetIncomeLossAllocatedToGeneralPartners,-3797.000,-4087.000,9798.000
NetIncomeLossAllocatedToLimitedPartners,-375885.000,-404651.000,969991.000
NetIncomeLossPerOutstandingLimitedPartnershipUnit,-10.300,,
NetIncomeLossPerOutstandingLimitedPartnershipUnitBasicNetOfTax,,,26.580
ProceedsFromLimitedPartnershipInvestments,47766.000,2015000.000,0.000
Revenues,532.000,2709.000,1060398.000
SalesRevenueNet,532.000,2709.000,1060398.000
SellingGeneralAndAdministrativeExpense,151382.000,157485.000,158811.000
