,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AmortizationOfFinancingCosts,,,1202000.000,,,,1362000.000,,,,1319000.000,,,,1738000.000,,,,1588000.000,,,,1056000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,,-1861000.000,,,,-2097000.000,,,,-143000.000,,,,1350000.000,,,,-331000.000,,,,-4706000.000
CostOfGoodsAndServicesSold,89125000.000,88566000.000,90309000.000,90593000.000,89176000.000,86837000.000,92236000.000,92934000.000,91786000.000,88480000.000,93990000.000,94397000.000,97592000.000,95035000.000,100225000.000,101305000.000,101208000.000,99013000.000,104475000.000,105413000.000,106127000.000,103391000.000,109062000.000
DepreciationAndAmortization,35876000.000,35503000.000,37429000.000,37672000.000,37645000.000,38494000.000,38688000.000,39470000.000,39018000.000,39221000.000,39013000.000,39678000.000,38738000.000,36049000.000,36193000.000,35933000.000,36000000.000,36094000.000,35328000.000,35575000.000,37254000.000,38957000.000,36579000.000
DerivativeGainLossOnDerivativeNet,,,,,,,,,,,5600000.000,5500000.000,6300000.000,5800000.000,2700000.000,3400000.000,-4900000.000,8000000.000,-7300000.000,-1400000.000,4400000.000,5500000.000,1300000.000
DividendsPreferredStockCash,,,,4500000.000,4500000.000,,4500000.000,4500000.000,4500000.000,,,,,,,,,,,,,,
ExtinguishmentOfDebtGainLossNetOfTax,,,,,-2376000.000,,,,,,,,,,,,,,,,,,
FranchiseCosts,,,,,,,,,,,5800000.000,5800000.000,5800000.000,,,5900000.000,5400000.000,,6000000.000,5800000.000,5800000.000,5100000.000,5500000.000
FranchiseRevenue,,,,,,,,,,,,,,,5900000.000,,,,,,,,
GainLossOnDerivativeInstrumentsNetPretax,-11577000.000,-17159000.000,1907000.000,-841000.000,-6000.000,5157000.000,5885000.000,7735000.000,3945000.000,5217000.000,5551000.000,5546000.000,6329000.000,5800000.000,2660000.000,3391000.000,-4886000.000,8008000.000,-7260000.000,-1418000.000,4365000.000,5516000.000,1265000.000
GainsLossesOnExtinguishmentOfDebt,,,,,2400000.000,,,-832000.000,,,,-300000.000,,,,,,,,-1156000.000,,,
IncreaseDecreaseInAccountsPayable,,,17748000.000,,,,-125000.000,,,,,,,,,,,,,,,,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,,,,,,,,,,2822000.000,,,,14313000.000,,,,5083000.000,,,,-2521000.000
IncreaseDecreaseInAccountsReceivable,,,-421000.000,,,,-2319000.000,,,,-1864000.000,,,,5141000.000,,,,-7251000.000,,,,-3608000.000
IncreaseDecreaseInDeferredRevenue,,,158000.000,,,,300000.000,,,,371000.000,,,,846000.000,,,,1114000.000,,,,964000.000
IncreaseDecreaseInDueFromAffiliatesCurrent,,,,,,,,,,,-4444000.000,,,,,,,,,,,,
IncreaseDecreaseInDueToAffiliatesCurrent,,,,,,,,,,,5765000.000,,,,5055000.000,,,,5488000.000,,,,2229000.000
IncreaseDecreaseInOtherNoncurrentLiabilities,,,,,,,,,,,,,,,,,,,-23000.000,,,,-43000.000
IncreaseDecreaseInOtherOperatingLiabilities,,,-83000.000,,,,-25000.000,,,,-2000.000,,,,2000.000,,,,,,,,
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,,3385000.000,,,,1115000.000,,,,848000.000,,,,6182000.000,,,,3387000.000,,,,5390000.000
InitialFranchiseFees,,,,6200000.000,6100000.000,,,,,,,,,,,,,,,,,,
