,2011-06-30,2011-09-30,2012-03-31,2012-06-30
AmortizationOfIntangibleAssets,,,,4200000.000
AssetImpairmentCharges,,,0.000,
AssetManagementCosts,,,,3072000.000
CapitalLeasesIncomeStatementDirectFinancingLeaseRevenue,7702000.000,10816000.000,7256000.000,7215000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,,8364000.000,
CommonStockDividendsPerShareDeclared,0.182,0.182,0.182,0.182
ComprehensiveIncomeNetOfTax,11355000.000,3802000.000,19397000.000,30599000.000
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,5192000.000,290000.000,9324000.000,16466000.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,16547000.000,4092000.000,28721000.000,47065000.000
CostsAndExpenses,36437000.000,40177000.000,26518000.000,24150000.000
DeconsolidationGainOrLossAmount,0.000,0.000,,
DepreciationAmortizationAndAccretionNet,,,,86000.000
DepreciationAndAmortization,14400000.000,14287000.000,12660000.000,12305000.000
DiscontinuedOperationGainLossOnDisposalOfDiscontinuedOperationNetOfTax,589000.000,910000.000,-656000.000,34330000.000
DiscontinuedOperationIncomeLossFromDiscontinuedOperationDuringPhaseOutPeriodNetOfTax,-230000.000,269000.000,-83000.000,-392000.000
DiscontinuedOperationProvisionForLossGainOnDisposalNetOfTax,,,,0.000
DisposalGroupIncludingDiscontinuedOperationOperatingExpense,,,,577000.000
DisposalGroupIncludingDiscontinuedOperationRevenue,,,,185000.000
EarningsPerShareBasic,0.080,0.130,0.110,0.300
EffectOfExchangeRateOnCashAndCashEquivalents,,,850000.000,
EquityMethodInvestmentOtherThanTemporaryImpairment,,,,0.000
EquityMethodInvestmentSummarizedFinancialInformationIncomeLossFromContinuingOperationsBeforeExtraordinaryItems,,,,18027000.000
EquityMethodInvestmentSummarizedFinancialInformationNetIncomeLoss,,,,18027000.000
EquityMethodInvestmentSummarizedFinancialInformationRevenue,,,,32681000.000
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisAssetGainLossIncludedInOtherComprehensiveIncome,,,,-50000.000
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisAssetSettlements,,,,-4795000.000
FinancingReceivableAllowanceForCreditLossesWriteOffs,,,0.000,
GainLossOnSaleOfProperties,,,-966000.000,
GainsLossesOnExtinguishmentOfDebt,,,682000.000,0.000
GeneralAndAdministrativeExpense,2040000.000,2232000.000,4634000.000,2479000.000
ImpairmentOfRealEstate,10361000.000,11234000.000,,
IncomeLossFromContinuingOperations,12542000.000,16465000.000,15381000.000,20982000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,,23818000.000,26217000.000
IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest,13860000.000,21326000.000,22759000.000,25417000.000
IncomeLossFromContinuingOperationsPerBasicShare,0.100,0.130,0.110,0.160
IncomeLossFromDiscontinuedOperationsNetOfTax,359000.000,899000.000,-57000.000,33938000.000
IncomeLossFromDiscontinuedOperationsNetOfTaxAttributableToReportingEntity,-2561000.000,803000.000,-406000.000,18501000.000
IncomeLossFromDiscontinuedOperationsNetOfTaxPerBasicShare,-0.020,0.000,0.000,0.140
IncomeLossFromEquityMethodInvestments,2260000.000,12864000.000,3008000.000,6930000.000
IncomeLossFromEquityMethodInvestmentsNetOfDividendsOrDistributions,,,653000.000,
IncomeTaxExpenseBenefit,1394000.000,1697000.000,1059000.000,800000.000
IncreaseDecreaseInOtherOperatingCapitalNet,,,-1098000.000,
InterestExpense,21941000.000,21719000.000,18783000.000,18217000.000
NetCashProvidedByUsedInFinancingActivities,,,-52446000.000,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,-52446000.000,
NetCashProvidedByUsedInInvestingActivities,,,20528000.000,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,20528000.000,
NetCashProvidedByUsedInOperatingActivities,,,39432000.000,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,39432000.000,
NetIncomeLoss,9981000.000,17268000.000,14975000.000,39483000.000
NetIncomeLossAttributableToNoncontrollingInterest,4238000.000,4957000.000,7727000.000,19872000.000
NoninterestExpenseRelatedToPerformanceFees,,,,3072000.000
NonoperatingIncomeExpense,-17206000.000,-5540000.000,-14595000.000,-7539000.000
OtherAssetImpairmentCharges,0.000,0.000,0.000,0.000
OtherComprehensiveIncomeDerivativesQualifyingAsHedgesNetOfTaxPortionAttributableToNoncontrollingInterest,-424000.000,-1374000.000,-145000.000,-286000.000
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPeriodIncreaseDecrease,4067000.000,-12499000.000,6655000.000,-11585000.000
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPortionAttributableToNoncontrollingInterest,1378000.000,-3293000.000,1742000.000,-3120000.000
OtherComprehensiveIncomeLossNetOfTaxPeriodIncreaseDecrease,2328000.000,-18133000.000,6019000.000,-12290000.000
OtherComprehensiveIncomeUnrealizedGainLossOnDerivativesArisingDuringPeriodNetOfTax,-1689000.000,-5476000.000,-565000.000,-655000.000
OtherComprehensiveIncomeUnrealizedHoldingGainLossOnSecuritiesArisingDuringPeriodNetOfTax,-50000.000,-158000.000,-71000.000,-50000.000
OtherInterestAndDividendIncome,158000.000,600000.000,787000.000,697000.000
OtherLaborRelatedExpenses,,,,905000.000
OtherNonoperatingIncomeExpense,2317000.000,2715000.000,393000.000,3051000.000
OtherRealEstateRevenue,1647000.000,1753000.000,6705000.000,1355000.000
PaymentsOfDividendsCommonStock,,,23889000.000,
PaymentsOfDividendsMinorityInterest,,,6407000.000,
PaymentsOfFinancingCosts,,,0.000,
PaymentsToAcquireEquityMethodInvestments,,,2496000.000,
PaymentsToAcquirePropertyPlantAndEquipment,,,109000.000,
ProceedsFromIssuanceOfCommonStock,,,4671000.000,
ProceedsFromIssuanceOfSecuredDebt,,,0.000,
ProceedsFromMaturitiesPrepaymentsAndCallsOfHeldToMaturitySecurities,,,486000.000,
ProceedsFromMinorityShareholders,,,134000.000,
ProceedsFromSaleAndCollectionOfNotesReceivable,,,1550000.000,
ProceedsFromSaleOfRealEstateHeldforinvestment,,,21612000.000,
ProfitLoss,14219000.000,22225000.000,22702000.000,59355000.000
ProvisionForOtherCreditLosses,,,0.000,0.000
RepaymentsOfOtherLongTermDebt,,,17622000.000,
RepaymentsOfSecuredDebt,,,9237000.000,
Revenues,68897000.000,68740000.000,64931000.000,57906000.000
SalesRevenueNet,68897000.000,68740000.000,64931000.000,57906000.000
WeightedAverageNumberOfSharesOutstandingBasic,129742210.000,130230264.000,131604643.000,131711303.000
