,2011-10-31,2012-10-31,2013-08-31,2014-08-31,2015-08-31,2016-08-31
CashAndCashEquivalentsPeriodIncreaseDecrease,-14277.000,-1413.000,,,,
EarningsPerShareBasicAndDiluted,,-0.010,,,,
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,0.340,,,,
EquityIssuancePerShareAmount,,0.050,,,,
ExplorationExpenseMining,140.000,,,,,
GeneralAndAdministrativeExpense,13646.000,25439.000,,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-62275.000,-68566.000,,,,
IncomeTaxReconciliationChangeInDeferredTaxAssetsValuationAllowance,,20276.000,,,,
IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate,,-23312.000,,,,
IncomeTaxReconciliationNondeductibleExpense,,3036.000,,,,
IncreaseDecreaseInAccountsPayable,2965.000,7034.000,,,,
InterestExpense,677.000,3212.000,,,,
NetCashProvidedByUsedInFinancingActivities,38116.000,51187.000,,,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,38116.000,51187.000,,,,
NetCashProvidedByUsedInOperatingActivities,-52393.000,-52600.000,,,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-52393.000,-52600.000,,,,
NetIncomeLoss,-62275.000,-68566.000,,,,
NonoperatingIncomeExpense,-677.000,-3212.000,,,,
OperatingExpenses,61598.000,65354.000,,,,
OperatingIncomeLoss,-61598.000,-65354.000,,,,
OtherNoncashIncomeExpense,-6240.000,-5720.000,,,,
PaidInKindInterest,677.000,3212.000,,,,
ProceedsFromIssuanceOfCommonStock,,31657.000,,,,
ProceedsFromOtherDebt,34874.000,22481.000,,,,
ProceedsFromRelatedPartyDebt,4934.000,6111.000,,,,
ProfessionalFees,47812.000,39915.000,,,,
RepaymentsOfRelatedPartyDebt,1692.000,9062.000,,,,
StockIssuedDuringPeriodSharesIssuedForCash,,,10890100.000,,,
StockIssuedDuringPeriodSharesIssuedForServices,,,32593377.000,,,
StockIssuedDuringPeriodSharesNewIssues,,,,0.000,120000.000,
StockIssuedDuringPeriodValueConversionOfConvertibleSecurities,,49979.000,,,,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,10491454.000,99991578.000,12264146.000,12264146.000,16924423.000
WeightedAverageNumberOfSharesCommonStockSubjectToRepurchaseOrCancellation,,,12264146.000,12264146.000,12264146.000,56132073.000
