,2011-08-31,2011-11-30,2012-02-29,2012-05-31,2012-08-31,2012-11-30,2013-02-28,2013-05-31,2013-08-31,2013-11-30,2014-02-28,2014-05-31,2014-08-31,2014-11-30,2015-02-28,2015-05-31,2015-08-31,2015-11-30,2016-02-29
AccountsAndOtherReceivablesNetCurrent,,,,,,,181398.000,194505.000,232944.000,253327.000,269169.000,263333.000,280703.000,299447.000,317881.000,350341.000,372473.000,394140.000,7039.000
AccountsPayableCurrent,254612.000,248427.000,229280.000,163339.000,142335.000,142521.000,155503.000,205020.000,80852.000,70933.000,122383.000,82744.000,66285.000,68040.000,76157.000,112345.000,69348.000,70217.000,101013.000
AccountsPayableRelatedPartiesCurrent,87861.000,48114.000,41633.000,18905.000,26180.000,22326.000,19940.000,16071.000,19927.000,13500.000,13500.000,13500.000,13500.000,0.000,645.000,1301.000,1286.000,14005.000,12404.000
AccountsReceivableNetCurrent,,,,85866.000,51979.000,144025.000,,,,97560.000,83152.000,134473.000,48671.000,209517.000,97279.000,108131.000,103440.000,131669.000,165004.000
AccountsReceivableRelatedPartiesCurrent,,,,,,,,,,183263.000,183263.000,208655.000,222077.000,236127.000,183263.000,272882.000,272882.000,301896.000,
AccruedLiabilitiesCurrent,151613.000,148028.000,161087.000,105997.000,83292.000,74193.000,102149.000,82923.000,77281.000,61388.000,62655.000,65034.000,53541.000,38761.000,44018.000,46229.000,49716.000,29074.000,72059.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,2347944.000,2396982.000,2446010.000,2482571.000,2529413.000,2576849.000,2624254.000,2673028.000,2722607.000,2771783.000,2821551.000,2859763.000,2907887.000,2957386.000,2976631.000,3017186.000,3057839.000,3098591.000,3135344.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,,,,,,,,,,,,-20821.000,-51028.000,-41620.000,-48500.000,-37500.000,-54000.000,-26500.000,33222.000
AdditionalPaidInCapital,19154574.000,19154574.000,19154164.000,19136164.000,19136164.000,19136164.000,18908713.000,18908713.000,18930713.000,18861582.000,19017210.000,19084073.000,19084073.000,19084073.000,19084073.000,19084073.000,19084073.000,19084073.000,19063073.000
AllowanceForDoubtfulAccountsReceivable,,,,,,,0.000,,,,481.000,,,,,,,,
AllowanceForDoubtfulAccountsReceivableCurrent,0.000,0.000,0.000,,,,0.000,0.000,91.000,481.000,481.000,481.000,0.000,0.000,0.000,,,,
Assets,5020857.000,5050795.000,5040665.000,4990405.000,4979023.000,4939990.000,4995370.000,5069056.000,4996675.000,4904487.000,4856379.000,4916057.000,4801278.000,4968479.000,4842868.000,4876731.000,4805996.000,4772453.000,4759277.000
AssetsCurrent,2002389.000,2070732.000,2110409.000,2102437.000,2125993.000,2134471.000,2216462.000,2319745.000,2283538.000,2237036.000,2196571.000,2205457.000,2171749.000,2371061.000,2264514.000,2304981.000,2291236.000,2267973.000,2313259.000
Cash,46039.000,56056.000,8078.000,35383.000,13268.000,6601.000,21751.000,19414.000,13791.000,35846.000,7731.000,7887.000,56430.000,28135.000,44697.000,21175.000,11407.000,19889.000,
CashAndCashEquivalentsAtCarryingValue,,,,,,,21751.000,,,,7731.000,,,28135.000,44697.000,21175.000,11407.000,19889.000,36370.000
CommonStockParOrStatedValuePerShare,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002
CommonStockShareSubscribedButUnissuedSubscriptionsReceivable,10000.000,10000.000,10000.000,10000.000,10000.000,10000.000,10000.000,10000.000,10000.000,10000.000,10000.000,10000.000,10000.000,10000.000,10000.000,10000.000,10000.000,10000.000,10000.000
CommonStockSharesAuthorized,350000000.000,350000000.000,350000000.000,350000000.000,350000000.000,350000000.000,1500000000.000,1500000.000,1500000.000,1500000.000,1500000000.000,1500000.000,1500000000.000,1500000000.000,1500000.000,1500000000.000,1500000000.000,1500000000.000,1500000000.000
CommonStockSharesIssued,331691576.000,331691576.000,331869576.000,349896576.000,349896576.000,349691576.000,663622066.000,663622066.000,673622066.000,904057936.000,1036243946.000,1036243946.000,1157812573.000,1157812573.000,1157812573.000,1157812573.000,1157812573.000,1157812573.000,1157812573.000
CommonStockSharesOutstanding,329691576.000,331691576.000,331169576.000,349196576.000,349196576.000,349196576.000,663100066.000,663100066.000,673100066.000,903535936.000,1035721946.000,1035721946.000,1157290573.000,1157290573.000,1157290573.000,1157290573.000,1157290573.000,1157290573.000,1157290573.000
CommonStockValue,663384.000,663384.000,663794.000,699794.000,699794.000,699794.000,1327245.000,1327245.000,1347245.000,1808117.000,2072489.000,2315626.000,2315626.000,2315626.000,2315626.000,2315626.000,2315626.000,2315626.000,2315626.000
DeferredTaxAssetsGross,,,,,,,7794100.000,,,,7649200.000,,,,7791000.000,,,,
DeferredTaxAssetsOtherLossCarryforwards,,,,,,,6953000.000,,,,7115000.000,,,,7177800.000,,,,7873700.000
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsShareBasedCompensationCost,,,,,,,841100.000,,,,534200.000,,,,613200.000,,,,
DeferredTaxAssetsValuationAllowance,,,,,,,-7794100.000,,,,-7649200.000,,,,-7791000.000,,,,7873700.000
DueFromOfficersOrStockholders,,,,,,,,,,,,,,,1601910.000,1660010.000,,,1833809.000
DueFromOtherRelatedParties,,,,,,,,,,,,,,,,8200.000,8200.000,8200.000,
DueFromOtherRelatedPartiesCurrent,561644.000,561644.000,561644.000,561644.000,561644.000,561644.000,561644.000,561644.000,561644.000,499381.000,485107.000,485107.000,485107.000,485107.000,491807.000,493307.000,493307.000,493307.000,893714.000
DueToOfficersOrStockholdersCurrentAndNoncurrent,,,,,2120910.000,2179010.000,1837110.000,1895210.000,1953310.000,2011410.000,1669510.000,1427610.000,1485710.000,1543810.000,,,,,
DueToOfficersOrStockholdersNoncurrent,1888510.000,1946610.000,2004710.000,2062810.000,2120910.000,2179010.000,1837110.000,1895210.000,1953310.000,2011410.000,1669510.000,1427610.000,1485710.000,1543810.000,1601910.000,1660010.000,1717610.000,1775710.000,1833809.000
InterestPayableCurrent,255658.000,270870.000,286082.000,298351.000,319626.000,328037.000,348313.000,353090.000,368976.000,317011.000,308849.000,318240.000,326772.000,336210.000,344413.000,352479.000,360731.000,368432.000,319852.000
InterestReceivable,,,,,,,,,,,,,,,,70501.000,77667.000,85137.000,
InventoryFinishedGoods,,,,,240642.000,226013.000,267688.000,294807.000,277901.000,296136.000,309702.000,279584.000,278285.000,292856.000,270553.000,261647.000,232653.000,209908.000,176702.000
InventoryNet,227482.000,275669.000,277077.000,235018.000,265439.000,240509.000,278594.000,318317.000,290831.000,308653.000,319348.000,289126.000,281155.000,313659.000,288441.000,300304.000,279929.000,218985.000,191147.000
InventoryWorkInProcess,,,,,24797.000,14496.000,10906.000,23510.000,12930.000,12517.000,9646.000,9542.000,2870.000,20803.000,17888.000,38657.000,47276.000,9077.000,14445.000
InvestmentsAndOtherNoncurrentAssets,,,,,,,,,,,,82500.000,51975.000,61573.000,55000.000,66000.000,49500.000,83109.000,65300.000
Liabilities,4682119.000,4747082.000,4548738.000,4396841.000,4372151.000,4383580.000,4091234.000,3315241.000,4116235.000,3662975.000,3267563.000,2978105.000,2992001.000,3190058.000,3122677.000,3196865.000,3197940.000,3203143.000,3277663.000
LiabilitiesAndStockholdersEquity,5020857.000,5050795.000,5040665.000,4990405.000,4979023.000,4939990.000,4995370.000,5069056.000,4996675.000,4904487.000,4856379.000,4916057.000,4801278.000,4968479.000,4842868.000,4876731.000,4805996.000,4772453.000,4759277.000
LiabilitiesCurrent,2783203.000,2790066.000,1724202.000,1474167.000,1310317.000,1316070.000,1372316.000,897802.000,1201503.000,706628.000,740347.000,712927.000,693948.000,690808.000,712839.000,759779.000,1147638.000,1127852.000,1145220.000
LiabilitiesNoncurrent,,,,,,,,,2914732.000,2956347.000,2527216.000,2265178.000,2298053.000,2499250.000,2409838.000,2437086.000,2050302.000,2075291.000,2132443.000
LiabilitiesOtherThanLongtermDebtNoncurrent,,,,2922674.000,3061834.000,3067510.000,,,,,,,,,,,,,
LongTermDebt,,,,,,,881808.000,,,,1104166.000,,,,1056179.000,,,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInNextTwelveMonths,,,,,,,766351.000,,,,246460.000,,,,248251.000,,,,
