,2011-06-30,2011-09-30
Assets,245083.000,243841.000
AssetsCurrent,16836.000,20126.000
CashAndCashEquivalentsAtCarryingValue,2090.000,1938.000
DueFromRelatedPartiesCurrent,,867.000
DueToRelatedPartiesCurrent,49572.000,
GeneralPartnersCapitalAccount,-21220.000,-16533.000
LiabilitiesAndStockholdersEquity,245083.000,243841.000
LimitedPartnersCapitalAccount,-11077.000,28025.000
OilAndGasPropertyFullCostMethodDepletion,3740901.000,3743987.000
OilAndGasPropertyFullCostMethodGross,3969148.000,3967702.000
OilAndGasPropertyFullCostMethodNet,228247.000,223715.000
OilAndGasReclamationLiabilityNoncurrent,227808.000,232349.000
PartnersCapital,-32297.000,11492.000
PrepaidTaxes,14746.000,17321.000
