,2011-12-31,2012-12-31
AllocatedShareBasedCompensationExpense,165000.000,165000.000
CashAcquiredFromAcquisition,0.000,0.000
CashAndCashEquivalentsPeriodIncreaseDecrease,52.000,-62.000
DebtIssuanceCosts,,55672.000
DevelopmentStageEnterpriseCumulativeRevenue,0.000,
EarningsPerShareBasicAndDiluted,-0.012,-0.011
EffectiveIncomeTaxRateContinuingOperations,,0.000
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,0.350
EffectiveIncomeTaxRateReconciliationChangeInDeferredTaxAssetsValuationAllowance,,0.350
EffectiveIncomeTaxRateReconciliationStateAndLocalIncomeTaxes,,0.350
FranchiseCosts,420.000,420.000
GainLossRelatedToLitigationSettlement,0.000,0.000
GainsLossesOnExtinguishmentOfDebt,0.000,0.000
GeneralAndAdministrativeExpense,84910.000,103270.000
IncomeTaxesPaid,0.000,0.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,3808595.000,3773280.000
InterestExpenseDebt,10000.000,0.000
InterestExpenseRelatedParty,,0.000
InterestPaid,0.000,0.000
IssuanceOfStockAndWarrantsForServicesOrClaims,0.000,0.000
LossContingencyDamagesSoughtValue,,1000000.000
ManagementFeesRevenue,,4651524.000
NetCashProvidedByUsedInFinancingActivities,3813085.000,4700544.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,3813085.000,4700544.000
NetCashProvidedByUsedInInvestingActivities,-20000.000,0.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-20000.000,0.000
NetCashProvidedByUsedInOperatingActivities,-3793035.000,-4700606.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-3793035.000,-4700606.000
NetIncomeLoss,-8816833.000,-8552089.000
NoncashOrPartNoncashAcquisitionPayablesAssumed1,0.000,0.000
NonoperatingIncomeExpense,-3243825.000,-2131875.000
OperatingExpenses,5573008.000,6420214.000
OperatingIncomeLoss,-5573008.000,-6420214.000
PaymentsForProceedsFromInvestments,0.000,0.000
PaymentsToFundLongtermLoansToRelatedParties,0.000,0.000
ProceedsFromCollectionOfLongtermLoansToRelatedParties,587980.000,0.000
ProceedsFromIssuanceOfCommonStock,30000.000,0.000
ProceedsFromNotesPayable,80000.000,0.000
RecapitalizationCosts,0.000,0.000
RelatedPartyTransactionExpensesFromTransactionsWithRelatedParty,,6151524.000
RepaymentsOfRelatedPartyDebt,20000.000,0.000
SalesRevenueGoodsNet,,0.000
StockIssuedDuringPeriodSharesShareBasedCompensation,,5250685.000
TechnologyServicesCosts,5322678.000,6151524.000
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,767089767.000
