,2011-01-31,2011-04-30,2011-07-31,2011-10-31,2012-01-31,2012-04-30,2012-07-31,2012-10-31,2013-01-31,2013-04-30,2013-07-31,2013-10-31,2014-01-31,2014-04-30,2014-07-31,2014-10-31,2015-01-31,2015-04-30,2015-07-31,2015-10-31,2016-01-31,2016-04-30,2016-07-31,2016-10-31,2017-01-31,2017-04-30
AccountsPayableCurrent,92696000.000,90621000.000,98847000.000,96237000.000,81140000.000,75303000.000,86646000.000,105348000.000,103197000.000,75204000.000,82519000.000,92044000.000,86918000.000,87528000.000,88099000.000,84199000.000,74154000.000,72792000.000,73020000.000,72703000.000,66189000.000,64428000.000,62245000.000,58011000.000,58515000.000,60144000.000
AccountsReceivableNetCurrent,240173000.000,235634000.000,228483000.000,232837000.000,215929000.000,210694000.000,199006000.000,218246000.000,229219000.000,177343000.000,169261000.000,184099000.000,168037000.000,178197000.000,177648000.000,174926000.000,151426000.000,162180000.000,157386000.000,159174000.000,150615000.000,153289000.000,147333000.000,145831000.000,140018000.000,145755000.000
AccrualForTaxesOtherThanIncomeTaxesCurrent,8898000.000,9061000.000,7612000.000,8963000.000,7925000.000,10169000.000,9307000.000,8211000.000,8313000.000,7603000.000,8243000.000,8968000.000,7028000.000,8409000.000,7994000.000,7890000.000,5928000.000,6578000.000,7250000.000,7026000.000,6682000.000,7817000.000,7403000.000,7373000.000,6617000.000,7109000.000
AccruedIncomeTaxesCurrent,16603000.000,17399000.000,9954000.000,16170000.000,16599000.000,20939000.000,14357000.000,12153000.000,8869000.000,10650000.000,7056000.000,8996000.000,5383000.000,10808000.000,7893000.000,9227000.000,1549000.000,3444000.000,7576000.000,9609000.000,5091000.000,4991000.000,6136000.000,3219000.000,2011000.000,2706000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,278710000.000,284334000.000,287918000.000,290704000.000,292426000.000,295017000.000,283145000.000,288949000.000,-289860000.000,-263527000.000,255803000.000,-263112000.000,-264167000.000,271790000.000,276479000.000,280277000.000,266680000.000,267906000.000,260743000.000,253295000.000,256849000.000,264661000.000,258111000.000,260368000.000,262786000.000,268586000.000
AccumulatedOtherComprehensiveIncomeLossCumulativeChangesInNetGainLossFromCashFlowHedgesEffectNetOfTax,,,-1154000.000,,,,876000.000,,,,99000.000,12000.000,178000.000,,,,,,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossDefinedBenefitPensionAndOtherPostretirementPlansNetOfTax,,,2188000.000,,,,978000.000,,,,1853000.000,1736000.000,1619000.000,,,,,,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentNetOfTax,,,112864000.000,,,,57557000.000,,,,54111000.000,68384000.000,52630000.000,,,,,,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,79674000.000,109840000.000,113898000.000,96778000.000,85259000.000,80432000.000,59411000.000,72178000.000,81475000.000,76439000.000,56063000.000,70132000.000,54427000.000,63687000.000,64156000.000,8565000.000,-27569000.000,-27939000.000,-45034000.000,-53426000.000,-62355000.000,-42396000.000,-54745000.000,-66914000.000,-68214000.000,-63339000.000
AdditionalPaidInCapitalCommonStock,308002000.000,308908000.000,307527000.000,310602000.000,311677000.000,311369000.000,313008000.000,314896000.000,315425000.000,312905000.000,306191000.000,308835000.000,313963000.000,314625000.000,311811000.000,314128000.000,312819000.000,313917000.000,314403000.000,313879000.000,314905000.000,316373000.000,317001000.000,317044000.000,317587000.000,321936000.000
