,2011-06-30,2011-09-30,2012-03-31,2012-06-30
AdjustmentForAmortization,,,4000.000,
CashAndCashEquivalentsPeriodIncreaseDecrease,,,-94000.000,
CostOfGoodsAndServicesSold,51000.000,238000.000,482000.000,338000.000
CostOfGoodsAndServicesSoldDepreciationAndAmortization,4000.000,4000.000,4000.000,5000.000
CostOfGoodsSoldExcludingDepreciationDepletionAndAmortization,,,,333000.000
Depreciation,,,5000.000,
EarningsPerShareBasicAndDiluted,-0.020,-0.020,-0.020,-0.010
GainsLossesOnRestructuringOfDebt,72000.000,,,0.000
GeneralAndAdministrativeExpense,264000.000,240000.000,306000.000,304000.000
GrossProfit,-17000.000,242000.000,310000.000,426000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-745000.000,-557000.000,-567000.000,-509000.000
IncomeTaxExpenseBenefit,0.000,0.000,0.000,0.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,,550000.000,
IncreaseDecreaseInAccountsReceivable,,,342000.000,
IncreaseDecreaseInCustomerDeposits,,,-394000.000,
IncreaseDecreaseInDeferredRevenue,,,-53000.000,
IncreaseDecreaseInDueFromRelatedParties,,,60000.000,
IncreaseDecreaseInInterestPayableNet,,,311000.000,
IncreaseDecreaseInInventories,,,86000.000,
IncreaseDecreaseInOtherCurrentAssets,,,-30000.000,
InterestExpenseDebt,25000.000,43000.000,33000.000,37000.000
InterestExpenseRelatedParty,254000.000,277000.000,262000.000,296000.000
InterestPaid,,,3000.000,
MarketingExpense,81000.000,80000.000,82000.000,87000.000
NetCashProvidedByUsedInFinancingActivities,,,519000.000,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,519000.000,
NetCashProvidedByUsedInInvestingActivities,,,-11000.000,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,-11000.000,
NetCashProvidedByUsedInOperatingActivities,,,-602000.000,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,-602000.000,
NetIncomeLoss,-745000.000,-557000.000,-567000.000,-509000.000
NonoperatingIncomeExpense,,0.000,,1000.000
OperatingExpenses,521000.000,479000.000,582000.000,603000.000
OperatingIncomeLoss,-538000.000,-237000.000,-272000.000,-177000.000
PaymentsToAcquireIntangibleAssets,,,4000.000,
PaymentsToAcquirePropertyPlantAndEquipment,,,7000.000,
ProceedsFromOtherShortTermDebt,,,0.000,
ResearchAndDevelopmentExpense,176000.000,159000.000,194000.000,212000.000
Revenues,34000.000,480000.000,792000.000,764000.000
SalesCommissionsAndFees,,,,34107.000
SalesRevenueNet,34000.000,480000.000,792000.000,764000.000
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,,,35675.000
